name,assumption,status,detail,full_sessions,full_years,full_cagr,full_annualized_volatility,full_sharpe,full_max_drawdown,full_calmar,full_annual_cost_drag,full_annual_contract_turnover,full_average_markets_held,train_sessions,train_years,train_cagr,train_annualized_volatility,train_sharpe,train_max_drawdown,train_calmar,train_annual_cost_drag,train_annual_contract_turnover,train_average_markets_held,test_sessions,test_years,test_cagr,test_annualized_volatility,test_sharpe,test_max_drawdown,test_calmar,test_annual_cost_drag,test_annual_contract_turnover,test_average_markets_held,delta_full_sharpe,delta_train_sharpe,delta_test_sharpe,delta_full_cagr,delta_full_max_drawdown,delta_full_calmar,delta_full_annual_cost_drag,note
candidate:ensemble_126_252_504,"Trend sign averaged over 6, 12 and 24 month lookbacks.",completed,,6523.0,25.00530469482604,0.11810642201035448,0.07712285763199565,1.4371755319820476,-0.12370069803738637,0.9547757117317065,0.010638187665379868,4191.647744523549,41.27962593898513,3915.0,15.00646830530401,0.13488828935204156,0.07805368138050285,1.605271120584649,-0.09025410162115444,1.494539161424941,0.01288848269180664,2758.4543099671414,35.59182630906769,2608.0,9.99883638952203,0.0933843866291526,0.07569837532959524,1.1775034431673865,-0.12370069803738648,0.7549220668175108,0.007260156596184773,6346.651465469991,49.81786809815951,-0.15235113047259508,-0.21655891945314076,-0.05785991221569997,-0.013788824847153158,-0.005229473581470301,-0.15853469307960488,0.00021675136224984584,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
candidate:ensemble_63_126_252,"Trend sign averaged over 3, 6 and 12 month lookbacks.",completed,,6523.0,25.00530469482604,0.11824541025754587,0.07860835181464894,1.413023504089671,-0.10933166101950831,1.0815294412882566,0.011213742809778876,4656.3818214676885,41.817108692319486,3915.0,15.00646830530401,0.14197036453252032,0.07922927558904895,1.6585063430629723,-0.08545148311819617,1.6614148678513567,0.013655390585625331,3150.0332078313254,36.20153256704981,2608.0,9.99883638952203,0.0835602644046094,0.07764242108562676,1.037601023491767,-0.10933166101950864,0.7642824011399524,0.007548462502095257,6921.590604960263,50.24693251533742,-0.17650315836497166,-0.16332369697481752,-0.19776233189131953,-0.013649836599961773,0.00913956343640776,-0.03178096352305482,0.0007923065066488544,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
candidate:ensemble_21_63_126_252_504,Trend sign averaged over five horizons from 1 to 24 months.,completed,,6523.0,25.00530469482604,0.1129513770748165,0.07806214343444177,1.3636080879538914,-0.09139711401648087,1.2358308934617885,0.01151645680127483,4513.365179901423,42.145791813582704,3915.0,15.00646830530401,0.13693035729247316,0.07878461402480483,1.6131614878834768,-0.08617751591327727,1.5889336776691245,0.013958073133903957,3155.700533953998,36.25696040868455,2608.0,9.99883638952203,0.07790895235560757,0.07693864028174911,0.9806934192873381,-0.09139711401648065,0.8524224555007185,0.00785122369458655,6555.247072485612,50.985812883435585,-0.22591857450075126,-0.20866855215431301,-0.2546699360957484,-0.018943869782691136,0.027074110439435195,0.12252048865047716,0.0010950204981448088,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
candidate:ensemble_84_168_252,"Trend sign averaged over 4, 8 and 12 month lookbacks.",completed,,6523.0,25.00530469482604,0.11166049159513203,0.07749231560897604,1.358587059281098,-0.11370249703339186,0.9820408039265828,0.010794691502180064,4106.997894578313,41.65506668710716,3915.0,15.00646830530401,0.1385215391535557,0.07806498181230372,1.6446200322060909,-0.08955401934015672,1.5467930995637797,0.013225767577800005,2964.744980832421,36.18492975734355,2608.0,9.99883638952203,0.07253144291101887,0.07658760242620495,0.9217250706414661,-0.11370249703339264,0.6379054532963997,0.00714528090553433,5825.16244793094,49.86656441717791,-0.23093960317354467,-0.17721000783169893,-0.31363828474162037,-0.020234755262375614,0.0047687274225242104,-0.1312696008847286,0.0003732551990500415,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
candidate:trend_only,Trend sleeve alone; the basis sleeve switched off.,completed,,6523.0,25.00530469482604,0.10964183495079416,0.07939529966216065,1.3057878961940517,-0.11668875182221505,0.9396092874302276,0.010459955100593488,3764.318019989047,46.825847002912774,3915.0,15.00646830530401,0.13357312166298851,0.07945661696117538,1.564201553648526,-0.10888677128751478,1.2267157900227346,0.012695888714110603,2717.9162595837897,40.02196679438059,2608.0,9.99883638952203,0.07467001787264338,0.07927846522694328,0.9174067201164181,-0.1166887518222155,0.6399075892628369,0.007103482670793068,5338.305906412716,57.03949386503067,-0.283738766260591,-0.2576284863892637,-0.3179566352666684,-0.022253411906713483,0.0017824726337010155,-0.17370111738108374,3.851879746346633e-05,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
candidate:ensemble_63_126_252_trend_only,Multi-horizon trend ensemble with the basis sleeve switched off.,completed,,6523.0,25.00530469482604,0.09140159249043278,0.08127241770348381,1.0804263610457565,-0.14913726871459254,0.612868891043929,0.011217331808661626,3211.3736788061333,45.227349379120035,3915.0,15.00646830530401,0.11587387318093745,0.08036649934290631,1.3581972536402511,-0.10839739974302376,1.0689728116692656,0.01367301712317044,2518.7597521905805,39.127458492975734,2608.0,9.99883638952203,0.055676570083448285,0.08258809222992644,0.6752458349597626,-0.14913726871459276,0.3733243243846563,0.007530979045509017,4253.788918881885,54.38420245398773,-0.5091003014088862,-0.4636327863975387,-0.5601175204233239,-0.04049365436707486,-0.030666044258676473,-0.5004415137673823,0.000795895505531604,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
candidate:basis_only,"Basis sleeve alone, falling back to trend before it is estimable.",completed,,6523.0,25.00530469482604,0.07863072056793552,0.07525621887292851,1.0093806076050627,-0.1834635171096093,0.4285905002080497,0.012049494829636827,2882.61542415115,42.87214471868772,3915.0,15.00646830530401,0.09996836539035536,0.07536292816139525,1.25912267273489,-0.1834635171096093,0.5448950666885439,0.014664884359200568,2435.083348849945,37.4066411238825,2608.0,9.99883638952203,0.047380977201558316,0.07507463009562974,0.6333283069305518,-0.1597365483921941,0.2966195130573743,0.008123402035065487,3556.8353624280626,51.076687116564415,-0.58014605484958,-0.5627073673028997,-0.6020350484525347,-0.05326452628957212,-0.06499229265369322,-0.6847199046032617,0.001628058526506805,"Post-freeze optimality audit, and an explicit search. Unlike robustness_parameter_sensitivity.csv, this file IS a search: it exists to measure what a search could have found, after the configuration was already frozen and published. No row here was used to select any parameter, and no published number depends on this file."
