name,status,detail,full_sessions,full_years,full_cagr,full_annualized_volatility,full_sharpe,full_max_drawdown,full_calmar,full_annual_cost_drag,full_annual_contract_turnover,full_average_markets_held,train_sessions,train_years,train_cagr,train_annualized_volatility,train_sharpe,train_max_drawdown,train_calmar,train_annual_cost_drag,train_annual_contract_turnover,train_average_markets_held,test_sessions,test_years,test_cagr,test_annualized_volatility,test_sharpe,test_max_drawdown,test_calmar,test_annual_cost_drag,test_annual_contract_turnover,test_average_markets_held
profile:basis_weight=0.4,completed,,6523.0,25.00530469482604,0.12474859389026749,0.07883668250831857,1.4802379556778587,-0.10034538679377936,1.243192117507498,0.01055945234553837,4708.307863636363,46.73125862333282,3915.0,15.00646830530401,0.1507352713385195,0.07870209113212823,1.7629591873730346,-0.0987182123311896,1.5269246451993876,0.012768447230651483,3087.4259227820376,39.7882503192848,2608.0,9.99883638952203,0.08684437235386411,0.07900754552603469,1.0580558585462456,-0.10034538679378158,0.8654545577898541,0.0072434189961450325,7145.50057275966,57.153757668711656
profile:basis_weight=0.6,completed,,6523.0,25.00530469482604,0.13936297188547098,0.07692057478843035,1.6773533887459866,-0.11962738762629055,1.1649754679992956,0.011383104224206242,6198.281238499452,45.12034340027595,3915.0,15.00646830530401,0.16186609408338404,0.07806054841113268,1.895971197632645,-0.08750697427754028,1.8497507818063013,0.013686034370657579,3596.1517853231107,38.051340996168584,2608.0,9.99883638952203,0.1064050726845347,0.075156021956333,1.3376813612285376,-0.11962738762629177,0.8894708377059714,0.007926059928440523,10109.780276103042,55.73197852760736
profile:basis_weight=0.7,completed,,6523.0,25.00530469482604,0.12295745511036227,0.07608520780407943,1.5107112038597912,-0.12197674056662788,1.0080401766695732,0.01181207458024116,5035.265908817087,44.72190709796106,3915.0,15.00646830530401,0.1444325162955522,0.0773249688327518,1.72432533414292,-0.12197674056662788,1.184098834126972,0.014334164351630846,3314.8523863636365,37.90574712643678,2608.0,9.99883638952203,0.09148108891864792,0.07416599651669531,1.1775703806803732,-0.1016191866385131,0.9002344138422488,0.008026038746272356,7622.147540422034,54.95398773006135
profile:basis_weight=0.8,completed,,6523.0,25.00530469482604,0.10533781520281815,0.07572337247312434,1.3157402635079558,-0.15078760828351567,0.6985840308890544,0.01195005623317957,3971.422118838992,43.99846696305381,3915.0,15.00646830530401,0.1268878811172589,0.07638673919963265,1.549120310731952,-0.15078760828351567,0.8415007211910959,0.014546521952340227,2913.0056270536693,37.81558109833972,2608.0,9.99883638952203,0.07376592809847504,0.07469621062159583,0.9580250470134652,-0.1323825314803646,0.5572179899688369,0.008052370922399672,5563.6171882707595,53.27990797546012
profile:basis_weight=0.9,completed,,6523.0,25.00530469482604,0.08650465410159058,0.07575902694279042,1.0959546312465662,-0.18369058899732849,0.4709258899640671,0.011972092648505857,3184.4505460021905,43.0732791660279,3915.0,15.00646830530401,0.1094057971911353,0.07580473570336087,1.3611205317433654,-0.18369058899732849,0.5955982709202726,0.014543806507984957,2563.2982680722894,37.31264367816092,2608.0,9.99883638952203,0.05301822920567645,0.07566490882263592,0.6975345495457513,-0.148467790693388,0.3571025672172113,0.008111563599479519,4119.563050835845,51.72085889570552
profile:basis_weight=1.0,completed,,6523.0,25.00530469482604,0.07863072056793552,0.07525621887292851,1.0093806076050627,-0.1834635171096093,0.4285905002080497,0.012049494829636827,2882.61542415115,42.87214471868772,3915.0,15.00646830530401,0.09996836539035536,0.07536292816139525,1.25912267273489,-0.1834635171096093,0.5448950666885439,0.014664884359200568,2435.083348849945,37.4066411238825,2608.0,9.99883638952203,0.047380977201558316,0.07507463009562974,0.6333283069305518,-0.1597365483921941,0.2966195130573743,0.008123402035065487,3556.8353624280626,51.076687116564415
profile:basis_roll_window=63,completed,,6523.0,25.00530469482604,0.1235095349309927,0.07642734227277001,1.5105190811444187,-0.11995372945101368,1.0296431423704182,0.011044961196861283,4874.807237677985,42.65644642035873,3915.0,15.00646830530401,0.14886997367338473,0.07676110252916035,1.7851578017948584,-0.11995372945101368,1.2410616523113587,0.013351470836874553,3258.1791251369114,36.855427841634736,2608.0,9.99883638952203,0.0864947303602035,0.07589251206994642,1.0941994540975357,-0.08858325413374857,0.9764230407432122,0.007582543543237072,7305.750844751987,51.3646472392638
profile:basis_roll_window=126,completed,,6523.0,25.00530469482604,0.12333360840938368,0.077472749105281,1.4892251422982916,-0.11444663063403082,1.0776517205104184,0.01071139187585708,4682.344842552026,41.26536869538556,3915.0,15.00646830530401,0.148884133331469,0.077784582291187,1.762846231800654,-0.11444663063403082,1.3009044696786218,0.012974666725978802,3075.8912472617744,35.82298850574713,2608.0,9.99883638952203,0.08604922518716984,0.0769713774674931,1.0747827806265418,-0.11056856132819859,0.7782431475412938,0.00731387614034077,7097.855894765689,49.435199386503065
profile:basis_roll_window=189,completed,,6523.0,25.00530469482604,0.13204572831646844,0.07767090905616938,1.5817334537342755,-0.10014758530210754,1.318511354199267,0.01067903013105024,5195.52455668127,40.619346926260924,3915.0,15.00646830530401,0.15614430187694306,0.07792407491710203,1.837931568381296,-0.09298532778450663,1.679235913850917,0.012974129904270552,3324.1201314348305,35.494508301404856,2608.0,9.99883638952203,0.0968174371336199,0.0772642417714683,1.1944022846632014,-0.10014758530210899,0.9667475939789937,0.00723374040246223,8009.210502192382,48.3125
profile:basis_roll_window=315,completed,,6523.0,25.00530469482604,0.1276860801125077,0.07794621040524026,1.528582026600014,-0.1115600016505014,1.1445507191056394,0.010268042822627478,4673.183776560789,38.95308906944658,3915.0,15.00646830530401,0.1517887746003932,0.07877350563571565,1.7726551637000383,-0.10019499711795365,1.514933669010452,0.012514109998101047,3045.7544071741513,34.14942528735632,2608.0,9.99883638952203,0.09245546581639452,0.07666178702399842,1.1529469997144355,-0.11156000165050184,0.8287510258922501,0.006896358393187672,7120.176825842696,46.16411042944785
