Date,gross_return,cost_return,net_return,nav,turnover_fraction,traded_notional_usd,impact_cost_return,fixed_cost_return,participation_fill_fraction,order_deferred,rebalance_session,risk_weight_sum,cash_weight,sleeves_held,book_live
2006-03-09,0.00037578902721979723,0.0,0.00037578902721979723,1.0009893208997636,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-10,-0.0010016445006494346,0.0,-0.0010016445006494346,0.9999866854512754,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-13,0.0,0.0,0.0,0.9999866854512754,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-14,0.0020051977361636997,0.0,0.0020051977361636997,1.0019918564891361,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-15,0.0002502311710801397,0.0,0.0002502311710801397,1.002242586084798,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-16,0.0017506486074794214,0.0,0.0017506486074794214,1.003997160672484,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-17,-0.00037448931880734726,0.0,-0.00037448931880734726,1.0036211744596992,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-20,0.0004995337900206565,0.0,0.0004995337900206565,1.004122517148722,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-21,-0.0017473212961205409,0.0,-0.0017473212961205409,1.002367992490594,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-22,0.00024997123379844055,0.0,0.00024997123379844055,1.002618555654397,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-23,-0.0002499087637964914,0.0,-0.0002499087637964914,1.002367992490594,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-24,0.0013751821651875051,0.0,0.0013751821651875051,1.0037464310768218,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-27,-0.00024964453096010253,0.0,-0.00024964453096010253,1.0034958512698329,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-28,-0.0008742394045034851,0.0,-0.0008742394045034851,1.002618555654397,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-29,0.0,0.0,0.0,1.002618555654397,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-30,-0.0005000001244979124,0.0,-0.0005000001244979124,1.0021172462517458,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-03-31,0.00037519183926937316,0.0,0.00037519183926937316,1.0024932324645306,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-03,-0.0005518602268418382,0.0,-0.0005518602268418382,1.0019399963218554,0.0,0.0,0.0,0.0,1.0,False,True,0.0,1.0,1,False
2006-04-04,0.0007529748486467813,0.0,0.0007529748486467813,1.002694431938939,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-05,0.00012541798248211222,0.0,0.00012541798248211222,1.002820187851639,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-06,-0.00012540225478430145,0.0,-0.00012540225478430145,1.002694431938939,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-07,-0.000626990321635712,0.0,-0.000626990321635712,1.0020657522345553,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-10,0.0002509601176041709,0.0,0.0002509601176041709,1.0023172307735833,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-11,0.0008781898476151184,0.0,0.0008781898476151184,1.0031974555897383,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-12,-0.0006266593457697756,0.0,-0.0006266593457697756,1.0025687925285405,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-13,-0.00012545030009225577,0.0,-0.00012545030009225577,1.0024430199726546,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-17,0.0006271143650928845,0.0,0.0006271143650928845,1.0030716663906665,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-18,0.0013789794158576285,0.0,0.0013789794158576285,1.0044548815712493,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-19,-0.00025036320061933015,0.0,-0.00025036320061933015,1.0042034030322213,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-20,-0.0003756388470729233,0.0,-0.0003756388470729233,1.0038261852236796,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-21,0.0,0.0,0.0,1.0038261852236796,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-24,0.000501122904930984,0.0,0.000501122904930984,1.0043292255176648,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-25,-0.0007513492884303474,0.0,-0.0007513492884303474,1.0035746234687224,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-26,-0.0007517483996117846,0.0,-0.0007517483996117846,1.0028201878516387,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-27,0.0016300965411482071,0.0,0.0016300965411482071,1.0044548815712493,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-04-28,0.00025044604747592736,0.0,0.00025044604747592736,1.0047064433262067,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-05-01,-0.0005903017081975159,0.0,-0.0005903017081975159,1.0041133633964743,0.0,0.0,0.0,0.0,1.0,False,True,0.0,1.0,1,False
2006-05-02,0.00012567170215382895,0.0,0.00012567170215382895,1.0042395520320078,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-05-03,0.0,0.0,0.0,1.0042395520320078,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-05-04,0.00012562276491334678,0.0,0.00012562276491334678,1.0043657073811694,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-05-05,0.0002511808299479057,0.0,0.0002511808299479057,1.0046179847931205,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-05-08,-0.0001254760435849267,0.0,-0.0001254760435849267,1.0044919293030743,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
2006-05-09,0.0001254917897981489,0.0,0.0001254917897981489,1.0046179847931203,0.0,0.0,0.0,0.0,1.0,False,False,0.0,1.0,1,False
