Cost multiplier,One-way fixed cost (bps),Impact coefficient (bps),Out-of-sample CAGR,Out-of-sample volatility,Out-of-sample Sharpe (rf=0),Out-of-sample HAC Sharpe,Out-of-sample max drawdown,Annual one-way turnover,Annual cost drag,Sealed-block sessions,Sealed-block Sharpe (rf=0),Mean sealed fold Sharpe (rf=0),Selection switches,Candidate sequence,Limitation
0.0,0.0,0.0,0.03370265974380161,0.051306821601798266,0.6727162534031838,0.7561304043467342,-0.07382996759830873,2.152075902714424,0.0,1258,0.3944662730701602,0.6023103101551136,6,faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
0.5,1.25,5.0,0.03359199736034351,0.05143783375332773,0.6690490434838144,0.7529218189135329,-0.07432858748642435,2.059691575362533,0.00041287815641480297,1258,0.3977480835008676,0.5893152007020378,4,faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
1.0,2.5,10.0,0.033165500529469975,0.05143816080861507,0.6610086576823898,0.7436008174006616,-0.07465823436789631,2.059901131373157,0.0008257341791051788,1258,0.38931779244916465,0.5807417160065018,4,faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
2.0,5.0,20.0,0.03374774177182788,0.05170655557883438,0.668759579209466,0.7547668983669722,-0.07527372901515361,2.012903947661042,0.0016102708116157351,1258,0.42855796144505565,0.6291257769272532,2,faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
4.0,10.0,40.0,0.032788858971702715,0.05208706873288412,0.6464082316037562,0.726087570453143,-0.07656766655903746,1.9679440903062164,0.0031392643003781365,1258,0.3962503425300456,0.5956188285169784,2,faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> faber_trend_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility -> momentum_inverse_volatility,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
