Path,Window,Sessions,Volatility budget (annualized),Realized volatility (annualized),Realized over budget,Mean volatility scale,Share of sessions at the scale ceiling,Share of sessions with no risk position,Mean risk weight,Mean cash weight,Share of sessions with a deferred order,Minimum participation fill fraction,Limitation
etf_regime_allocation,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.051448386066803464,0.734976943811478,0.9755669331230293,0.7885532591414944,0.0,0.6943689008657815,0.3056310991342185,0.12639109697933226,0.03956764695449363,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_equal_weight,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.05884643944097918,0.8406634205854168,0.9086710953402808,0.6868044515103339,0.0,0.600605035352371,0.399394964647629,0.10532591414944356,0.07356493046534349,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
faber_trend_inverse_volatility,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.050522128685206114,0.7217446955029444,0.9755669331230293,0.7885532591414944,0.0,0.6909671785318827,0.30903282146811734,0.14189189189189189,0.03774681772450396,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
momentum_inverse_volatility,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.05183796998938708,0.7405424284198153,0.9787788520871874,0.7945151033386327,0.0,0.7324374863579791,0.2675625136420209,0.10214626391096979,0.07717896168935225,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
sixty_forty_rebalanced_monthly,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.0900109872530959,1.2858712464727986,,,0.0,1.0,0.0,0.00397456279809221,0.47829939606672234,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
sixty_forty_buy_and_hold,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.08309880666132076,1.1871258094474393,,,0.0,1.0,0.0,0.0,1.0,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
equal_weight_panel,rolling out of sample 2009-01-02..2018-12-31,2516,0.07,0.09714044342679884,1.3877206203828405,,,0.0,0.909211571456298,0.09078842854370185,0.000794912559618442,0.6973997344499041,survivors_only_universe; all_745_panel_files_end_2018-12-31_with_positive_volume; no_closed_or_delisted_etf_is_present; exposure_limited_by_allocation_across_a_fixed_set_of_large_broad_index_funds_rather_than_cross_sectional_selection; sealed_block_contains_no_full_equity_bear_market; the_daniel_moskowitz_bear_and_panic_states_are_unoccupied_across_it; full_equity_bear_conditional_performance_is_not_estimable_out_of_sample; fully_funded_long_only_unlevered_book; cash_is_the_short_duration_treasury_sleeve_and_carries_duration; no_risk_free_series_and_no_financing_series_exists_in_this_panel; costs_are_a_pre_declared_assumption_and_not_a_calibration; one_half_spread_and_one_commission_in_basis_points_for_every_sleeve; liquidity_is_differentiated_only_through_the_square_root_participation_term
