variant,lever,evaluation_mode,assumption,validation_status,run_status,run_detail,ledger_reconciliation,start,end,years,cagr,annualized_volatility,sharpe,hac_sharpe,sortino,calmar,max_drawdown,max_drawdown_duration_sessions,episode_profit_factor_usd,episode_expectancy_bps_nav,annual_cost_drag,annual_fixed_cost_drag,annual_impact_cost_drag,annual_rebalance_turnover_contracts,annual_roll_turnover_contracts,roll_share_of_turnover,average_risk_scalar,average_markets_held,peak_gross_notional_multiple,peak_static_margin_fraction,portfolio_limit_binding_decision_days,peak_order_participation,peak_rebalance_participation,p999_rebalance_participation,delta_cagr,delta_sharpe,delta_annualized_volatility,delta_max_drawdown,delta_annual_cost_drag,delta_peak_gross_notional_multiple
risk_scalar_max1.75_min0.00,risk_scalar_bounds,as_is,"EWMA volatility-target multiplier clipped to [0, 1.75] with every other control unchanged.",retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13217779582891254,0.07721929975954817,1.5919929636654275,1.4912462882627788,2.4054136676401914,1.1163264045107453,-0.11840425461121507,467,1.8413558982958036,16.50401765245592,0.010431784006150184,0.00949789280200778,0.0009338912041424038,1813.9710755750273,3193.0915514786416,0.6377175180965469,0.7957863191679336,39.8373447800092,5.12674994411324,0.5259920430451536,24,0.01999375195251484,0.019863438857852266,0.01793459649984944,0.00028254897140489454,0.002466301210784838,3.3574084936330295e-05,6.696984470100364e-05,1.034770302016201e-05,0.01503304330753874
risk_scalar_max1.75_min0.10,risk_scalar_bounds,as_is,"EWMA volatility-target multiplier clipped to [0.1, 1.75] with every other control unchanged.",retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13217779582891254,0.07721929975954817,1.5919929636654275,1.4912462882627788,2.4054136676401914,1.1163264045107453,-0.11840425461121507,467,1.8413558982958036,16.50401765245592,0.010431784006150184,0.00949789280200778,0.0009338912041424038,1813.9710755750273,3193.0915514786416,0.6377175180965469,0.7957863191679336,39.8373447800092,5.12674994411324,0.5259920430451536,24,0.01999375195251484,0.019863438857852266,0.01793459649984944,0.00028254897140489454,0.002466301210784838,3.3574084936330295e-05,6.696984470100364e-05,1.034770302016201e-05,0.01503304330753874
risk_scalar_max1.75_min0.25,risk_scalar_bounds,as_is,"EWMA volatility-target multiplier clipped to [0.25, 1.75] with every other control unchanged.",retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13217779582891254,0.07721929975954817,1.5919929636654275,1.4912462882627788,2.4054136676401914,1.1163264045107453,-0.11840425461121507,467,1.8413558982958036,16.50401765245592,0.010431784006150184,0.00949789280200778,0.0009338912041424038,1813.9710755750273,3193.0915514786416,0.6377175180965469,0.7957863191679336,39.8373447800092,5.12674994411324,0.5259920430451536,24,0.01999375195251484,0.019863438857852266,0.01793459649984944,0.00028254897140489454,0.002466301210784838,3.3574084936330295e-05,6.696984470100364e-05,1.034770302016201e-05,0.01503304330753874
risk_scalar_max2.00_min0.00,risk_scalar_bounds,as_is,"EWMA volatility-target multiplier clipped to [0, 2] with every other control unchanged.",retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13189524685750764,0.07718572567461184,1.5895266624546427,1.4889016291562005,2.4014239410781735,1.1133104048113114,-0.11847122445591607,467,1.8498924837444668,16.497485683005603,0.010421436303130022,0.00948913025155786,0.000932306051572164,1808.2504099123767,3179.4099594742606,0.6374551841959624,0.7964111965450026,39.82032806990649,5.1117169008057015,0.5259920430451536,24,0.01999375195251484,0.019863438857852266,0.017411047759432162,0.0,0.0,0.0,0.0,0.0,0.0
risk_scalar_max2.00_min0.10,risk_scalar_bounds,as_is,"EWMA volatility-target multiplier clipped to [0.1, 2] with every other control unchanged.",retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13189524685750764,0.07718572567461184,1.5895266624546427,1.4889016291562005,2.4014239410781735,1.1133104048113114,-0.11847122445591607,467,1.8498924837444668,16.497485683005603,0.010421436303130022,0.00948913025155786,0.000932306051572164,1808.2504099123767,3179.4099594742606,0.6374551841959624,0.7964111965450026,39.82032806990649,5.1117169008057015,0.5259920430451536,24,0.01999375195251484,0.019863438857852266,0.017411047759432162,0.0,0.0,0.0,0.0,0.0,0.0
signal_cap_1.00,signal_cap,as_is,Basis-momentum normalisation cap set to 1. Every other control unchanged.,retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13384817584605635,0.07687638591727791,1.6172869434075645,1.5016601886482266,2.4512142626979774,1.0684803098199118,-0.12526967003127643,471,1.868617687014006,18.552339447286407,0.010258346896187077,0.009275496953740948,0.000982849942446128,1976.22995618839,3317.5060284775464,0.6266852064566834,0.8299111971767744,33.817108692319486,5.149248038451194,0.5059961701997341,22,0.01999375195251484,0.019863438857852266,0.01916898410940203,0.0019529289885487078,0.027760280952921823,-0.0003093397573339235,-0.006798445575360357,-0.00016308940694294456,0.03753113764549276
signal_cap_1.50,signal_cap,as_is,Basis-momentum normalisation cap set to 1.5. Every other control unchanged.,retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13456450788290852,0.07724479104027554,1.6178401801551272,1.501746223381212,2.45321291677228,1.0398890866542145,-0.12940275036048543,467,1.8952865405200807,17.661126374118417,0.01037440240043238,0.009412082192929267,0.0009623202075031139,1927.2642584884993,3316.785944687842,0.6324855438414476,0.8137233688549306,36.99954008891614,5.200957675580182,0.5086987878387434,23,0.01999375195251484,0.019863438857852266,0.01916898410940203,0.002669261025400882,0.028313517700484514,5.906536566370468e-05,-0.010931525904569361,-4.7033902697642474e-05,0.08924077477448034
risk_managed_cap_1.00,risk_managed_cap,as_is,Forecast volatility-weight cap set to 1. Every other control unchanged.,retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.12824147922335616,0.07768038412913442,1.539661865599239,1.4386257795809025,2.33033304947281,1.1505542282768815,-0.11146061269568841,507,1.8550968797718717,16.381582386970145,0.010039999640219077,0.00914565883469087,0.0008943408055282079,1702.558111445783,3000.349123767798,0.6379775261783445,0.9392261485309263,39.071132914303234,5.108994468872004,0.525605859545234,15,0.01999375195251484,0.019700214132762312,0.017849298304997017,-0.0036537676341514835,-0.04986479685540379,0.0004946584545225813,0.0070106117602276585,-0.0003814366629109455,-0.0027224319336971448
risk_managed_cap_1.50,risk_managed_cap,as_is,Forecast volatility-weight cap set to 1.5. Every other control unchanged.,retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.1320028276766394,0.07747890453460304,1.584988639121279,1.4769936933994652,2.3957316576310235,1.0828671849747609,-0.1219012169804703,471,1.8615040154450062,16.605227711130475,0.01029766675927333,0.00936864008525752,0.0009290266740158081,1824.4522951807228,3189.0110766703174,0.6360894336189975,0.8315574239852168,39.62501916296183,5.2015701871109865,0.5127894498215199,21,0.01999375195251484,0.019863438857852266,0.017405179094261695,0.00010758081913175843,-0.004538023333363617,0.0002931788599912083,-0.003429992524554226,-0.0001237695438566916,0.089853286305285
shock_floor_0.25,shock_floor,as_is,Volatility-shock taper floor set to 0.25. Every other control unchanged.,retrospective_lever_sensitivity,completed,,reconciled,1990-01-01,2014-12-31,25.005304694826044,0.13408749428931221,0.07728050593910508,1.6118705645023883,1.5122675632007903,2.4368327029217993,1.1742401173493988,-0.11419086463506856,459,1.8560287703512206,16.674648425989727,0.010482614057061692,0.009533655347145254,0.0009489587099164369,1889.9799200438115,3294.543356516977,0.6354573373045881,0.7977739421760605,39.85497470489039,5.206420638029952,0.5263169960480333,24,0.01999375195251484,0.019863438857852266,0.018205624537232113,0.0021922474318045726,0.022343902047745612,9.478026449324939e-05,0.004280359820847512,6.117775393166963e-05,0.09470373722425052
