variant,lever,evaluation_mode,bound_setting,validation_status,risk_budget_volatility,reference_annualized_volatility,annualized_volatility_gap_to_reference,solver_engine_runs,start,end,years,annualized_volatility,cagr,sharpe,hac_sharpe,sortino,calmar,max_drawdown,max_drawdown_duration_sessions,max_drawdown_over_annualized_volatility,ulcer_index,pain_index,worst_rolling_21_sessions,worst_rolling_63_sessions,conditional_shortfall_95,conditional_shortfall_99,annualized_downside_deviation,daily_return_skew,daily_return_excess_kurtosis,average_risk_scalar,peak_risk_scalar,trough_risk_scalar,average_gross_notional_multiple,peak_gross_notional_multiple,portfolio_limit_binding_decision_days,annual_cost_drag,annual_rebalance_turnover_contracts,annual_roll_turnover_contracts,delta_annualized_volatility,delta_cagr,delta_sharpe,delta_max_drawdown,max_drawdown_resolution_floor,delta_max_drawdown_status,delta_max_drawdown_over_annualized_volatility,max_drawdown_over_annualized_volatility_resolution_floor,delta_max_drawdown_over_annualized_volatility_status,delta_ulcer_index,ulcer_index_resolution_floor,delta_ulcer_index_status,delta_annual_cost_drag
risk_scalar_max1.25_min0.25_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.25; min_risk_scalar=0.25; target_vol=0.0702707,retrospective_bound_sensitivity,0.07027066927484116,0.07718572567461184,-9.915172505321757e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07708657394955862,0.1322485187212019,1.5953870903510508,1.4976012131789456,2.40723883818445,1.0967945611155614,-0.12057729260317496,471.0,1.5641801992922189,0.03267977366551719,0.023750172909315685,-0.07089421877428348,-0.08898025487411498,0.010541667835145882,0.015007349739354242,0.051088792257635594,-0.016593122014727762,2.1354216764287717,0.7867505638590753,1.25,0.2940684521094939,2.6386000114986277,5.118087610303986,23.0,0.010381666370064614,1802.1296976998904,3186.450778751369,-9.915172505321757e-05,0.0003532718636942711,0.00586042789640806,,0.005474057943279487,not_estimable,,0.05907715693314179,not_estimable,,0.0008867963512250074,not_estimable,-3.9769933065408186e-05
risk_scalar_max1.50_min0.00_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.5; min_risk_scalar=0; target_vol=0.0698234,retrospective_bound_sensitivity,0.0698233812702431,0.07718572567461184,-1.708288890629739e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07716864278570554,0.13311978208712016,1.6034034655987133,1.5029220313810345,2.423945892140966,1.1060530817022944,-0.12035569023707193,467.0,1.5596450305766711,0.03243659646751533,0.023575207312414533,-0.07087891306698468,-0.0896553653577904,0.010533339824117765,0.01487637901534794,0.051045887484254815,0.0036948016445743975,2.233326132765689,0.7938288026755916,1.5,0.2941058295041818,2.637340553067544,5.174900616412208,24.0,0.010413454525467408,1818.651620208105,3209.493460021906,-1.708288890629739e-05,0.0012245352296125223,0.013876803144070582,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0005426081418185038,not_estimable,-7.981777662613779e-06
risk_scalar_max1.50_min0.10_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.5; min_risk_scalar=0.1; target_vol=0.0698234,retrospective_bound_sensitivity,0.0698233812702431,0.07718572567461184,-1.708288890629739e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07716864278570554,0.13311978208712016,1.6034034655987133,1.5029220313810345,2.423945892140966,1.1060530817022944,-0.12035569023707193,467.0,1.5596450305766711,0.03243659646751533,0.023575207312414533,-0.07087891306698468,-0.0896553653577904,0.010533339824117765,0.01487637901534794,0.051045887484254815,0.0036948016445743975,2.233326132765689,0.7938288026755916,1.5,0.2941058295041818,2.637340553067544,5.174900616412208,24.0,0.010413454525467408,1818.651620208105,3209.493460021906,-1.708288890629739e-05,0.0012245352296125223,0.013876803144070582,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0005426081418185038,not_estimable,-7.981777662613779e-06
risk_scalar_max1.50_min0.25_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.5; min_risk_scalar=0.25; target_vol=0.0698234,retrospective_bound_sensitivity,0.0698233812702431,0.07718572567461184,-1.708288890629739e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07716864278570554,0.13311978208712016,1.6034034655987133,1.5029220313810345,2.423945892140966,1.1060530817022944,-0.12035569023707193,467.0,1.5596450305766711,0.03243659646751533,0.023575207312414533,-0.07087891306698468,-0.0896553653577904,0.010533339824117765,0.01487637901534794,0.051045887484254815,0.0036948016445743975,2.233326132765689,0.7938288026755916,1.5,0.2941058295041818,2.637340553067544,5.174900616412208,24.0,0.010413454525467408,1818.651620208105,3209.493460021906,-1.708288890629739e-05,0.0012245352296125223,0.013876803144070582,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0005426081418185038,not_estimable,-7.981777662613779e-06
risk_scalar_max1.75_min0.00_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.75; min_risk_scalar=0; target_vol=0.0699696,retrospective_bound_sensitivity,0.06996956478558002,0.07718572567461184,-4.474505194682066e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07714098062266501,0.13217984968008145,1.5935543203230371,1.494842000556403,2.406671615066173,1.1150471133080158,-0.11854194150410635,467.0,1.5366921777149045,0.032454562996019974,0.023609926704475884,-0.07065564171410743,-0.09002769603002925,0.010544966844536334,0.014944980827575904,0.05107815381859795,0.00046107878733903806,2.2860842214616257,0.7957346171858037,1.75,0.29409362023150426,2.641258967588989,5.196092315655281,24.0,0.010430944564190744,1811.8908335158817,3191.491365279299,-4.474505194682066e-05,0.00028460282257380953,0.00402765786839443,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0003682535852842396,not_estimable,9.508261060721737e-06
risk_scalar_max1.75_min0.10_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.75; min_risk_scalar=0.1; target_vol=0.0699696,retrospective_bound_sensitivity,0.06996956478558002,0.07718572567461184,-4.474505194682066e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07714098062266501,0.13217984968008145,1.5935543203230371,1.494842000556403,2.406671615066173,1.1150471133080158,-0.11854194150410635,467.0,1.5366921777149045,0.032454562996019974,0.023609926704475884,-0.07065564171410743,-0.09002769603002925,0.010544966844536334,0.014944980827575904,0.05107815381859795,0.00046107878733903806,2.2860842214616257,0.7957346171858037,1.75,0.29409362023150426,2.641258967588989,5.196092315655281,24.0,0.010430944564190744,1811.8908335158817,3191.491365279299,-4.474505194682066e-05,0.00028460282257380953,0.00402765786839443,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0003682535852842396,not_estimable,9.508261060721737e-06
risk_scalar_max1.75_min0.25_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=1.75; min_risk_scalar=0.25; target_vol=0.0699696,retrospective_bound_sensitivity,0.06996956478558002,0.07718572567461184,-4.474505194682066e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07714098062266501,0.13217984968008145,1.5935543203230371,1.494842000556403,2.406671615066173,1.1150471133080158,-0.11854194150410635,467.0,1.5366921777149045,0.032454562996019974,0.023609926704475884,-0.07065564171410743,-0.09002769603002925,0.010544966844536334,0.014944980827575904,0.05107815381859795,0.00046107878733903806,2.2860842214616257,0.7957346171858037,1.75,0.29409362023150426,2.641258967588989,5.196092315655281,24.0,0.010430944564190744,1811.8908335158817,3191.491365279299,-4.474505194682066e-05,0.00028460282257380953,0.00402765786839443,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0003682535852842396,not_estimable,9.508261060721737e-06
risk_scalar_max2.00_min0.00_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=2; min_risk_scalar=0; target_vol=0.07,retrospective_bound_sensitivity,0.07,0.07718572567461184,0.0,1,1990-01-01,2014-12-31,25.005304694826044,0.07718572567461184,0.13189524685750764,1.5895266624546427,1.4889016291562005,2.4014239410781735,1.1133104048113114,-0.11847122445591607,467.0,1.534885154223328,0.032447157787957974,0.023629113182976808,-0.07047010848519797,-0.08947205111040102,0.010542864218217199,0.01493541092519548,0.051090008233040884,0.0054576463146503345,2.294128642802824,0.7964111965450026,1.8457955875216576,0.2940910774860579,2.637926709442167,5.1117169008057015,24.0,0.010421436303130022,1808.2504099123767,3179.4099594742606,0.0,0.0,0.0,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0002628104227120204,not_estimable,0.0
risk_scalar_max2.00_min0.10_risk_matched,risk_scalar_bounds,risk_matched,max_risk_scalar=2; min_risk_scalar=0.1; target_vol=0.07,retrospective_bound_sensitivity,0.07,0.07718572567461184,0.0,1,1990-01-01,2014-12-31,25.005304694826044,0.07718572567461184,0.13189524685750764,1.5895266624546427,1.4889016291562005,2.4014239410781735,1.1133104048113114,-0.11847122445591607,467.0,1.534885154223328,0.032447157787957974,0.023629113182976808,-0.07047010848519797,-0.08947205111040102,0.010542864218217199,0.01493541092519548,0.051090008233040884,0.0054576463146503345,2.294128642802824,0.7964111965450026,1.8457955875216576,0.2940910774860579,2.637926709442167,5.1117169008057015,24.0,0.010421436303130022,1808.2504099123767,3179.4099594742606,0.0,0.0,0.0,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.0002628104227120204,not_estimable,0.0
signal_cap_1.00_risk_matched,signal_cap,risk_matched,signal_cap=1; target_vol=0.0702817,retrospective_bound_sensitivity,0.07028167014818668,0.07718572567461184,0.0001587447220289112,1,1990-01-01,2014-12-31,25.005304694826044,0.07734447039664075,0.13448904629764136,1.6150266389937402,1.4991612253021784,2.447088520784143,1.0696847993759488,-0.12572773435324303,471.0,1.6255555660085517,0.032046285638962474,0.023370842040698604,-0.07145662304082256,-0.07798628084589421,0.010562330927244542,0.015055865811931048,0.051045713715910206,-0.013176059651366976,1.922157762439924,0.8303298485538501,1.9823477448134017,0.3087187330794716,2.5430642127313168,5.220196978955966,22.0,0.0103103262327342,1996.992372124863,3360.871074479737,0.0001587447220289112,0.002593799440133715,0.025499976539097524,,0.019227104901376593,not_estimable,,0.24865627243862817,not_estimable,,0.00334957220814513,not_estimable,-0.00011111007039582219
signal_cap_1.50_risk_matched,signal_cap,risk_matched,signal_cap=1.5; target_vol=0.0699465,retrospective_bound_sensitivity,0.06994647437657896,0.07718572567461184,3.905705046164387e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07722478272507348,0.13458685587306385,1.6184859273596506,1.5028139922199066,2.4541665526352574,1.040491698550979,-0.1293492836708776,467.0,1.6749711570101997,0.03281265777952894,0.023853229688213563,-0.07003731769760702,-0.08358220128298954,0.010479022101459278,0.014933002426058248,0.050928582638259876,0.011439568713643414,2.1165905431995506,0.8136354397880852,1.9496924586714148,0.3032155318065767,2.590149763415074,5.198788875402893,23.0,0.010372248989648563,1928.704426067908,3317.6660470974807,3.905705046164387e-05,0.0026916090155562067,0.028959264905007887,,0.013761745879645654,not_estimable,,0.17760680266383458,not_estimable,,0.0020894228549688397,not_estimable,-4.918731348145869e-05
risk_managed_cap_1.00_risk_matched,risk_managed_cap,risk_matched,risk_managed_cap=1; target_vol=0.0695542,retrospective_bound_sensitivity,0.0695542492199959,0.07718572567461184,4.162856284423144e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07722735423745607,0.12716314259282435,1.5362727214319338,1.438667327708823,2.326079117093715,1.123152097097965,-0.11321987727342753,507.0,1.4660592531151961,0.033056858878235534,0.024629088465657378,-0.06464447352419811,-0.07226585312785772,0.010503690695096293,0.015308309545727554,0.05100526323094308,0.08954067286054455,3.472517717939688,0.9388073598650352,2.0,0.35924182904510216,2.517403946133888,5.11547777260519,14.0,0.009964247100824716,1673.874773822563,2951.0633888280395,4.162856284423144e-05,-0.00473210426468329,-0.05325394102270886,,0.023762822894606475,not_estimable,,0.3055989270424643,not_estimable,,0.004340856177910873,not_estimable,-0.0004571892023053064
risk_managed_cap_1.50_risk_matched,risk_managed_cap,risk_matched,risk_managed_cap=1.5; target_vol=0.0697351,retrospective_bound_sensitivity,0.06973512118785549,0.07718572567461184,6.152207126519649e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07724724774587703,0.13161466452314685,1.5852193455280095,1.477230815207745,2.3951788052748944,1.1250920857398017,-0.11698123752830769,471.0,1.5143741808529536,0.03294329980031043,0.02426612794284069,-0.0688529049881188,-0.07928144176365004,0.01054498269380498,0.015083299611367737,0.051125131554220306,0.01444872816185333,2.4609221872198086,0.8311566084955819,1.947831822301317,0.30719849912650354,2.6095891737978048,5.255085309105624,20.0,0.010256659245344116,1796.0889947973712,3152.9268778751366,6.152207126519649e-05,-0.0002805823343607905,-0.00430731692663322,,0.01196881825476542,not_estimable,,0.15441653990480886,not_estimable,,0.0020844059462872973,not_estimable,-0.0001647770577859059
shock_floor_0.25_risk_matched,shock_floor,risk_matched,shock_floor=0.25; target_vol=0.0699141,retrospective_bound_sensitivity,0.06991414887320026,0.07718572567461184,-0.00015294828506802471,1,1990-01-01,2014-12-31,25.005304694826044,0.07703277738954381,0.13365701375409422,1.612042936272804,1.5109142311034653,2.4371647932459948,1.1709986063996192,-0.11413934484946942,459.0,1.4816984239356055,0.03167698820395785,0.023033329837362986,-0.07008118006432318,-0.08854865250680666,0.01051091983854911,0.014904692638341344,0.050952707423160014,0.00043699111400845124,2.283571768284303,0.7976206486810096,1.8437143836299754,0.29407473566024495,2.6382322906833404,5.200660256498882,24.0,0.010460984889209709,1879.498700438116,3281.501838992333,-0.00015294828506802471,0.0017617668965865807,0.022516273818161237,,0.005662182551395684,not_estimable,,0.07324851833529769,not_estimable,,0.0010986508529887882,not_estimable,3.954858607968688e-05
shock_floor_0.50_risk_matched,shock_floor,risk_matched,shock_floor=0.5; target_vol=0.0699034,retrospective_bound_sensitivity,0.06990338389198175,0.07718572567461184,-8.824640227206304e-05,1,1990-01-01,2014-12-31,25.005304694826044,0.07709747927233977,0.1322895768067487,1.595624889454273,1.498200806483485,2.4102404658569703,1.1150766518507846,-0.11863720452506721,467.0,1.5387948561326132,0.03216400292861389,0.023351154591846765,-0.07010093382033289,-0.08969153145907549,0.010535738967443793,0.014911283959754272,0.05103999313918685,-8.816751295678874e-05,2.2669385262830595,0.7969217652315831,1.843754724860825,0.2940866471774287,2.6376617408123177,5.14861681418033,24.0,0.010444421061166807,1831.4931144578313,3213.3339069003287,-8.824640227206304e-05,0.0003943299492410457,0.006098226999630363,,0.005474057943279487,not_estimable,,0.058790406893727054,not_estimable,,0.000738296366667406,not_estimable,2.2984758036784583e-05
max_gross_notional_multiple_3.00_risk_matched,max_gross_notional_multiple,risk_matched,max_gross_notional_multiple=3; target_vol=0.0754768,retrospective_bound_sensitivity,0.07547680395122047,0.07718572567461184,-0.0002961017929454801,2,1990-01-01,2014-12-31,25.005304694826044,0.07688962388166636,0.12252486732134749,1.4908761794523853,1.378178165891795,2.2224234439317305,0.861182085562789,-0.14227521609588123,533.0,1.8503825212468685,0.03813514090175577,0.026558254359110457,-0.08887072930760598,-0.09197753402438036,0.010789493138416137,0.016327051524725116,0.05158013834187711,-0.09529423337927875,3.004161263674015,0.9957449261214898,2.0,0.3741007395407206,2.4218135183997256,3.1684867809567163,166.0,0.010168794842549634,1490.0933888280395,2660.1495377875135,-0.0002961017929454801,-0.009370379536160156,-0.09865048300225743,,0.02882417323497006,not_estimable,,0.3716914896276567,not_estimable,,0.006141891100517617,not_estimable,-0.0002526414605803877
max_gross_notional_multiple_4.00_risk_matched,max_gross_notional_multiple,risk_matched,max_gross_notional_multiple=4; target_vol=0.0704399,retrospective_bound_sensitivity,0.0704398737887914,0.07718572567461184,0.00045228001129425655,1,1990-01-01,2014-12-31,25.005304694826044,0.07763800568590609,0.1318404338403949,1.580113408168704,1.4756929503268694,2.3884227878271806,1.0779636281939036,-0.12230508561897369,475.0,1.5753249267346414,0.032569604829245855,0.023551437153241365,-0.07134336370207484,-0.09048799308804834,0.010630058935829665,0.015171694348805918,0.05136312314260788,0.01614577293047351,2.3156520726738554,0.8379078505990624,2.0,0.2940543792736947,2.597519295041621,4.242157295550012,53.0,0.010405500922825089,1760.4848518619933,3137.8851276013143,0.00045228001129425655,-5.481301711274256e-05,-0.009413254285938644,,0.012550885615229336,not_estimable,,0.16039353114720015,not_estimable,,0.0021820210975702875,not_estimable,-1.5935380304933286e-05
