Episode,Symbol,Contribution
2003-03-11 to 2003-03-21,CGB,-0.002824165759071565
2003-03-11 to 2003-03-21,6E,-0.0028081861430089483
2003-03-11 to 2003-03-21,FGBS,-0.002755094040529658
2003-03-11 to 2003-03-21,ZB,-0.0025347370907936755
2003-03-11 to 2003-03-21,RTY,-0.002312297195955601
2003-03-11 to 2003-03-21,6S,-0.002265894404803936
2003-03-11 to 2003-03-21,FGBM,-0.0021227195867072877
2003-03-11 to 2003-03-21,ZT,-0.0019841268500735676
2003-03-11 to 2003-03-21,FGBL,-0.0019729976504309302
2003-03-11 to 2003-03-21,6J,-0.0018620623129150075
2003-03-11 to 2003-03-21,6A,-0.0017116373044746276
2003-03-11 to 2003-03-21,FDAX,-0.0015320685923234947
2003-03-11 to 2003-03-21,6C,-0.0014829341371129872
2003-03-11 to 2003-03-21,NQ,-0.0014772606502167812
2003-03-11 to 2003-03-21,6B,-0.0013226255351805227
2003-03-11 to 2003-03-21,ES,-0.0012917948599451517
2003-03-11 to 2003-03-21,ZW,-0.0012795396175486178
2003-03-11 to 2003-03-21,GC,-0.0012727045081175684
2003-03-11 to 2003-03-21,LLG,-0.0010699869722914264
2003-03-11 to 2003-03-21,KE,-0.0010153902591023061
2003-03-11 to 2003-03-21,LFT,-0.0010038062524411976
2003-03-11 to 2003-03-21,6M,-0.0009500657217270161
2003-03-11 to 2003-03-21,RS,-0.0009198298882459209
2003-03-11 to 2003-03-21,YAP,-0.0006607887586619562
2003-03-11 to 2003-03-21,SXF,-0.0006480698034001227
2003-03-11 to 2003-03-21,SNK,-0.0004515063129769361
2003-03-11 to 2003-03-21,GF,-0.0003958064588846464
2003-03-11 to 2003-03-21,HE,-0.00038022671571957025
2003-03-11 to 2003-03-21,SB,-0.000365237231298079
2003-03-11 to 2003-03-21,CC,-9.778160094384155e-05
2003-03-11 to 2003-03-21,ZM,-8.237039273262497e-05
2003-03-11 to 2003-03-21,ZC,0.0
2003-03-11 to 2003-03-21,6N,0.0
2003-03-11 to 2003-03-21,SI,0.0
2003-03-11 to 2003-03-21,YM,0.0
2003-03-11 to 2003-03-21,FGBX,0.0
2003-03-11 to 2003-03-21,RB,0.0
2003-03-11 to 2003-03-21,FSMI,0.0
2003-03-11 to 2003-03-21,PL,0.0
2003-03-11 to 2003-03-21,PA,0.0
2003-03-11 to 2003-03-21,EMD,0.0
2003-03-11 to 2003-03-21,NKD,0.0
2003-03-11 to 2003-03-21,NG,0.0
2003-03-11 to 2003-03-21,FCE,0.0
2003-03-11 to 2003-03-21,FESX,0.0
2003-03-11 to 2003-03-21,CT,0.0
2003-03-11 to 2003-03-21,HTW,0.0
2003-03-11 to 2003-03-21,KC,4.424785441839468e-06
2003-03-11 to 2003-03-21,SJB,9.77143729621096e-06
2003-03-11 to 2003-03-21,LE,0.0004167310165430429
2003-03-11 to 2003-03-21,HG,0.0006901481838254221
2003-03-11 to 2003-03-21,ZS,0.0007315598565048202
2003-03-11 to 2003-03-21,ZL,0.0023333555004737922
1990-08-24 to 1990-08-29,HO,-0.027039631193554365
1990-08-24 to 1990-08-29,GAS,-0.017155114768240547
1990-08-24 to 1990-08-29,BRN,-0.015930146393969048
1990-08-24 to 1990-08-29,CL,-0.005246447966493466
1990-08-24 to 1990-08-29,6S,-0.004730692613882481
1990-08-24 to 1990-08-29,6C,-0.0026320746386456328
1990-08-24 to 1990-08-29,ZB,-0.00233254979025952
1990-08-24 to 1990-08-29,ZL,-0.002264488980526609
1990-08-24 to 1990-08-29,ZF,-0.0020199930996166434
1990-08-24 to 1990-08-29,ZN,-0.0017439972388628836
1990-08-24 to 1990-08-29,LE,-0.0015995399088971729
1990-08-24 to 1990-08-29,ZC,-0.0015757182185003283
1990-08-24 to 1990-08-29,LLG,-0.001225623680054403
1990-08-24 to 1990-08-29,6B,-0.000717646256614345
1990-08-24 to 1990-08-29,CC,-0.0005635777209197784
1990-08-24 to 1990-08-29,YAP,-0.0003351953465065054
1990-08-24 to 1990-08-29,GF,-0.00027090545247665683
1990-08-24 to 1990-08-29,6A,0.0
1990-08-24 to 1990-08-29,NG,0.0
1990-08-24 to 1990-08-29,LFT,0.0
1990-08-24 to 1990-08-29,NKD,0.0
1990-08-24 to 1990-08-29,SXF,0.0
1990-08-24 to 1990-08-29,PA,0.0
1990-08-24 to 1990-08-29,RB,0.0
1990-08-24 to 1990-08-29,RTY,0.0
1990-08-24 to 1990-08-29,SJB,0.0
1990-08-24 to 1990-08-29,SNK,0.0
1990-08-24 to 1990-08-29,YM,0.0
1990-08-24 to 1990-08-29,NQ,0.0
1990-08-24 to 1990-08-29,KE,0.0
1990-08-24 to 1990-08-29,HTW,0.0
1990-08-24 to 1990-08-29,ZT,0.0
1990-08-24 to 1990-08-29,6E,0.0
1990-08-24 to 1990-08-29,6J,0.0
1990-08-24 to 1990-08-29,6M,0.0
1990-08-24 to 1990-08-29,6N,0.0
1990-08-24 to 1990-08-29,CGB,0.0
1990-08-24 to 1990-08-29,EMD,0.0
1990-08-24 to 1990-08-29,ES,0.0
1990-08-24 to 1990-08-29,FCE,0.0
1990-08-24 to 1990-08-29,FDAX,0.0
1990-08-24 to 1990-08-29,KC,0.0
1990-08-24 to 1990-08-29,ZW,0.0
1990-08-24 to 1990-08-29,FGBL,0.0
1990-08-24 to 1990-08-29,FGBM,0.0
1990-08-24 to 1990-08-29,FGBS,0.0
1990-08-24 to 1990-08-29,FGBX,0.0
1990-08-24 to 1990-08-29,FSMI,0.0
1990-08-24 to 1990-08-29,FESX,0.0
1990-08-24 to 1990-08-29,HG,1.5864108550500656e-05
1990-08-24 to 1990-08-29,SB,0.0005410887075290675
1990-08-24 to 1990-08-29,HE,0.0005544476010632808
1990-08-24 to 1990-08-29,SI,0.0013498575295675897
1990-08-24 to 1990-08-29,ZM,0.001701013500819241
1990-08-24 to 1990-08-29,RS,0.0019851623623921184
1990-08-24 to 1990-08-29,ZS,0.0020140246686639347
1990-08-24 to 1990-08-29,CT,0.002502012656731373
1990-08-24 to 1990-08-29,PL,0.004649913975542004
1990-08-24 to 1990-08-29,GC,0.007216130899784969
1998-09-01 to 1998-11-12,6J,-0.008734382058996784
1998-09-01 to 1998-11-12,KE,-0.007380502382292743
1998-09-01 to 1998-11-12,GC,-0.006594727751158373
1998-09-01 to 1998-11-12,ZW,-0.006096372788230627
1998-09-01 to 1998-11-12,ZS,-0.00495302970074013
1998-09-01 to 1998-11-12,6A,-0.004929462154853518
1998-09-01 to 1998-11-12,RS,-0.003957193101489105
1998-09-01 to 1998-11-12,HTW,-0.003919458567152541
1998-09-01 to 1998-11-12,6S,-0.0038316021100495935
1998-09-01 to 1998-11-12,NG,-0.0037834145570724243
1998-09-01 to 1998-11-12,ZM,-0.003662773153915404
1998-09-01 to 1998-11-12,ZC,-0.003643526683106094
1998-09-01 to 1998-11-12,CT,-0.00325774582978757
1998-09-01 to 1998-11-12,LFT,-0.003142555853820733
1998-09-01 to 1998-11-12,YAP,-0.0025419019475306317
1998-09-01 to 1998-11-12,GAS,-0.0025396145920361986
1998-09-01 to 1998-11-12,6M,-0.0023242089523913957
1998-09-01 to 1998-11-12,6C,-0.0014820766636269777
1998-09-01 to 1998-11-12,LE,-0.0014469267556438505
1998-09-01 to 1998-11-12,HO,-0.001381649769625786
1998-09-01 to 1998-11-12,SI,-0.0011934271431027804
1998-09-01 to 1998-11-12,ZT,-0.0010124999352572656
1998-09-01 to 1998-11-12,ZN,-0.0009468671893547312
1998-09-01 to 1998-11-12,SB,-0.0007972408405633661
1998-09-01 to 1998-11-12,CL,-0.0007940705788138266
1998-09-01 to 1998-11-12,HG,-0.0002488057287320087
1998-09-01 to 1998-11-12,ZL,-0.0002121851856213342
1998-09-01 to 1998-11-12,KC,-0.00010840468077114566
1998-09-01 to 1998-11-12,RTY,0.0
1998-09-01 to 1998-11-12,SJB,0.0
1998-09-01 to 1998-11-12,FGBM,0.0
1998-09-01 to 1998-11-12,SNK,0.0
1998-09-01 to 1998-11-12,SXF,0.0
1998-09-01 to 1998-11-12,YM,0.0
1998-09-01 to 1998-11-12,ZB,0.0
1998-09-01 to 1998-11-12,ZF,0.0
1998-09-01 to 1998-11-12,RB,0.0
1998-09-01 to 1998-11-12,FGBL,0.0
1998-09-01 to 1998-11-12,PA,0.0
1998-09-01 to 1998-11-12,6N,0.0
1998-09-01 to 1998-11-12,NKD,0.0
1998-09-01 to 1998-11-12,EMD,0.0
1998-09-01 to 1998-11-12,FGBS,0.0
1998-09-01 to 1998-11-12,ES,0.0
1998-09-01 to 1998-11-12,FCE,0.0
1998-09-01 to 1998-11-12,FDAX,0.0
1998-09-01 to 1998-11-12,FGBX,0.0
1998-09-01 to 1998-11-12,NQ,0.0
1998-09-01 to 1998-11-12,6E,0.0
1998-09-01 to 1998-11-12,FESX,0.0
1998-09-01 to 1998-11-12,FSMI,0.0
1998-09-01 to 1998-11-12,HE,0.00011388182109198916
1998-09-01 to 1998-11-12,PL,0.0001802924348720638
1998-09-01 to 1998-11-12,BRN,0.00048008665176184156
1998-09-01 to 1998-11-12,6B,0.0004958440177979409
1998-09-01 to 1998-11-12,GF,0.0013556652907813832
1998-09-01 to 1998-11-12,CC,0.003716733449554671
1998-09-01 to 1998-11-12,LLG,0.004467128273254366
1998-09-01 to 1998-11-12,CGB,0.010978846240386976
1996-04-29 to 1996-07-31,ZC,-0.009647194410230703
1996-04-29 to 1996-07-31,ZW,-0.00854958577189108
1996-04-29 to 1996-07-31,GF,-0.007502488516670342
1996-04-29 to 1996-07-31,KE,-0.007265498178476331
1996-04-29 to 1996-07-31,SNK,-0.006777006338912495
1996-04-29 to 1996-07-31,6S,-0.005607091667249263
1996-04-29 to 1996-07-31,CC,-0.004907189609385998
1996-04-29 to 1996-07-31,6A,-0.004472488952698183
1996-04-29 to 1996-07-31,LE,-0.004043653175212732
1996-04-29 to 1996-07-31,NKD,-0.0036805937797825586
1996-04-29 to 1996-07-31,NG,-0.0036110577927916743
1996-04-29 to 1996-07-31,RS,-0.003260530913878513
1996-04-29 to 1996-07-31,YAP,-0.0028818353426021534
1996-04-29 to 1996-07-31,HG,-0.002778218729357262
1996-04-29 to 1996-07-31,CT,-0.002420963145359262
1996-04-29 to 1996-07-31,LFT,-0.002361571427537703
1996-04-29 to 1996-07-31,ZS,-0.001753927239516409
1996-04-29 to 1996-07-31,6B,-0.0015671520118911222
1996-04-29 to 1996-07-31,ZT,-0.0012552138239596488
1996-04-29 to 1996-07-31,ZN,-0.0012282826747281102
1996-04-29 to 1996-07-31,ZB,-0.0010836770252189735
1996-04-29 to 1996-07-31,ZF,-0.0009833639712880234
1996-04-29 to 1996-07-31,CL,-0.0006443730239358714
1996-04-29 to 1996-07-31,BRN,-0.0001872001675982889
1996-04-29 to 1996-07-31,PL,-1.6722625179547996e-05
1996-04-29 to 1996-07-31,FESX,0.0
1996-04-29 to 1996-07-31,6M,0.0
1996-04-29 to 1996-07-31,CGB,0.0
1996-04-29 to 1996-07-31,EMD,0.0
1996-04-29 to 1996-07-31,ES,0.0
1996-04-29 to 1996-07-31,FCE,0.0
1996-04-29 to 1996-07-31,YM,0.0
1996-04-29 to 1996-07-31,FDAX,0.0
1996-04-29 to 1996-07-31,SXF,0.0
1996-04-29 to 1996-07-31,SJB,0.0
1996-04-29 to 1996-07-31,RTY,0.0
1996-04-29 to 1996-07-31,RB,0.0
1996-04-29 to 1996-07-31,PA,0.0
1996-04-29 to 1996-07-31,HTW,0.0
1996-04-29 to 1996-07-31,FGBL,0.0
1996-04-29 to 1996-07-31,FSMI,0.0
1996-04-29 to 1996-07-31,FGBX,0.0
1996-04-29 to 1996-07-31,KC,0.0
1996-04-29 to 1996-07-31,NQ,0.0
1996-04-29 to 1996-07-31,FGBS,0.0
1996-04-29 to 1996-07-31,6E,0.0
1996-04-29 to 1996-07-31,FGBM,0.0
1996-04-29 to 1996-07-31,6N,0.0
1996-04-29 to 1996-07-31,ZM,0.00032826841648147403
1996-04-29 to 1996-07-31,6J,0.0005925565884566941
1996-04-29 to 1996-07-31,GC,0.0014773334319196695
1996-04-29 to 1996-07-31,SI,0.0014791906423358716
1996-04-29 to 1996-07-31,ZL,0.0015668851085259348
1996-04-29 to 1996-07-31,LLG,0.0019394664205399296
1996-04-29 to 1996-07-31,HO,0.002021249201956365
1996-04-29 to 1996-07-31,GAS,0.003553028207111768
1996-04-29 to 1996-07-31,HE,0.003965388821147485
1996-04-29 to 1996-07-31,6C,0.0043920731364978744
1996-04-29 to 1996-07-31,SB,0.006378097690893795
1991-02-13 to 1991-04-01,6B,-0.011405294467180402
1991-02-13 to 1991-04-01,6S,-0.010924530795010733
1991-02-13 to 1991-04-01,KE,-0.0073839897967442536
1991-02-13 to 1991-04-01,SB,-0.006881343506878827
1991-02-13 to 1991-04-01,6J,-0.006501650805137102
1991-02-13 to 1991-04-01,ZF,-0.004135773176080397
1991-02-13 to 1991-04-01,ZW,-0.004065267558111584
1991-02-13 to 1991-04-01,ZC,-0.0035247806220575512
1991-02-13 to 1991-04-01,RS,-0.0028388922197948906
1991-02-13 to 1991-04-01,ZN,-0.0025614152025393985
1991-02-13 to 1991-04-01,ZS,-0.002099642121964481
1991-02-13 to 1991-04-01,ZM,-0.001852185022126579
1991-02-13 to 1991-04-01,ZB,-0.0017745990506916921
1991-02-13 to 1991-04-01,KC,-0.0017224262750344737
1991-02-13 to 1991-04-01,LLG,-0.0016717541372119609
1991-02-13 to 1991-04-01,PL,-0.001149057993006551
1991-02-13 to 1991-04-01,SI,-0.0009116062707961895
1991-02-13 to 1991-04-01,CL,-0.0005994219009835622
1991-02-13 to 1991-04-01,CC,-0.0004850710785225586
1991-02-13 to 1991-04-01,CT,-0.0004397403964361364
1991-02-13 to 1991-04-01,YAP,-0.0002935770731588533
1991-02-13 to 1991-04-01,HG,-0.00026065750268604673
1991-02-13 to 1991-04-01,NKD,0.0
1991-02-13 to 1991-04-01,NG,0.0
1991-02-13 to 1991-04-01,NQ,0.0
1991-02-13 to 1991-04-01,SNK,0.0
1991-02-13 to 1991-04-01,RB,0.0
1991-02-13 to 1991-04-01,RTY,0.0
1991-02-13 to 1991-04-01,SJB,0.0
1991-02-13 to 1991-04-01,SXF,0.0
1991-02-13 to 1991-04-01,YM,0.0
1991-02-13 to 1991-04-01,PA,0.0
1991-02-13 to 1991-04-01,LFT,0.0
1991-02-13 to 1991-04-01,6A,0.0
1991-02-13 to 1991-04-01,ZT,0.0
1991-02-13 to 1991-04-01,6E,0.0
1991-02-13 to 1991-04-01,6M,0.0
1991-02-13 to 1991-04-01,6N,0.0
1991-02-13 to 1991-04-01,CGB,0.0
1991-02-13 to 1991-04-01,EMD,0.0
1991-02-13 to 1991-04-01,ES,0.0
1991-02-13 to 1991-04-01,FCE,0.0
1991-02-13 to 1991-04-01,FESX,0.0
1991-02-13 to 1991-04-01,FGBL,0.0
1991-02-13 to 1991-04-01,FDAX,0.0
1991-02-13 to 1991-04-01,FGBS,0.0
1991-02-13 to 1991-04-01,FGBX,0.0
1991-02-13 to 1991-04-01,FSMI,0.0
1991-02-13 to 1991-04-01,GAS,0.0
1991-02-13 to 1991-04-01,HO,0.0
1991-02-13 to 1991-04-01,FGBM,0.0
1991-02-13 to 1991-04-01,HTW,0.0
1991-02-13 to 1991-04-01,BRN,9.082949476256099e-05
1991-02-13 to 1991-04-01,6C,0.00034878110237991845
1991-02-13 to 1991-04-01,GC,0.0006944036635095598
1991-02-13 to 1991-04-01,HE,0.0017708195376115708
1991-02-13 to 1991-04-01,ZL,0.0019278999007165645
1991-02-13 to 1991-04-01,GF,0.001994203011923963
1991-02-13 to 1991-04-01,LE,0.006026891409645534
1995-01-09 to 1995-08-21,PL,-0.015712595322600893
1995-01-09 to 1995-08-21,ZF,-0.011343832430721236
1995-01-09 to 1995-08-21,HE,-0.009275948870118293
1995-01-09 to 1995-08-21,SI,-0.008876779517395968
1995-01-09 to 1995-08-21,GAS,-0.008577261355804455
1995-01-09 to 1995-08-21,ZN,-0.007597264344527596
1995-01-09 to 1995-08-21,NKD,-0.005393301863034377
1995-01-09 to 1995-08-21,HO,-0.005368319806078964
1995-01-09 to 1995-08-21,ZM,-0.005228245572248472
1995-01-09 to 1995-08-21,RS,-0.005213511703066338
1995-01-09 to 1995-08-21,ZB,-0.004975536784582457
1995-01-09 to 1995-08-21,CC,-0.004928594221107452
1995-01-09 to 1995-08-21,ZC,-0.0036593692323897407
1995-01-09 to 1995-08-21,ZW,-0.003369703549884235
1995-01-09 to 1995-08-21,SB,-0.0032309317186994912
1995-01-09 to 1995-08-21,GC,-0.001832952519618106
1995-01-09 to 1995-08-21,NG,-0.0008630665151487431
1995-01-09 to 1995-08-21,6A,-0.0007307647397685012
1995-01-09 to 1995-08-21,ZL,-0.0006168593522591463
1995-01-09 to 1995-08-21,ZS,-0.0005561708447949579
1995-01-09 to 1995-08-21,6C,-0.0005391094333311326
1995-01-09 to 1995-08-21,SNK,-0.0004347731813403134
1995-01-09 to 1995-08-21,FGBL,0.0
1995-01-09 to 1995-08-21,CGB,0.0
1995-01-09 to 1995-08-21,RB,0.0
1995-01-09 to 1995-08-21,RTY,0.0
1995-01-09 to 1995-08-21,6S,0.0
1995-01-09 to 1995-08-21,6N,0.0
1995-01-09 to 1995-08-21,SXF,0.0
1995-01-09 to 1995-08-21,FESX,0.0
1995-01-09 to 1995-08-21,YM,0.0
1995-01-09 to 1995-08-21,6M,0.0
1995-01-09 to 1995-08-21,6J,0.0
1995-01-09 to 1995-08-21,6E,0.0
1995-01-09 to 1995-08-21,SJB,0.0
1995-01-09 to 1995-08-21,NQ,0.0
1995-01-09 to 1995-08-21,PA,0.0
1995-01-09 to 1995-08-21,ES,0.0
1995-01-09 to 1995-08-21,FGBM,0.0
1995-01-09 to 1995-08-21,FGBS,0.0
1995-01-09 to 1995-08-21,FGBX,0.0
1995-01-09 to 1995-08-21,FSMI,0.0
1995-01-09 to 1995-08-21,FDAX,0.0
1995-01-09 to 1995-08-21,FCE,0.0
1995-01-09 to 1995-08-21,EMD,0.0
1995-01-09 to 1995-08-21,HTW,0.0
1995-01-09 to 1995-08-21,LFT,0.0
1995-01-09 to 1995-08-21,YAP,0.0006488010375174981
1995-01-09 to 1995-08-21,6B,0.0007450466387147215
1995-01-09 to 1995-08-21,LLG,0.001251674141353483
1995-01-09 to 1995-08-21,KE,0.0015078080930645578
1995-01-09 to 1995-08-21,KC,0.002218724421647894
1995-01-09 to 1995-08-21,HG,0.0034026199531262094
1995-01-09 to 1995-08-21,ZT,0.0036280205814179047
1995-01-09 to 1995-08-21,CL,0.003960393739723395
1995-01-09 to 1995-08-21,LE,0.00431929577452249
1995-01-09 to 1995-08-21,CT,0.00780395575607799
1995-01-09 to 1995-08-21,BRN,0.008439759069418072
1995-01-09 to 1995-08-21,GF,0.011197306679286378
1999-07-12 to 1999-08-05,ZM,-0.007024019262623816
1999-07-12 to 1999-08-05,ZS,-0.006897595621303459
1999-07-12 to 1999-08-05,6S,-0.006513660766506594
1999-07-12 to 1999-08-05,6B,-0.006276289340712789
1999-07-12 to 1999-08-05,NG,-0.006096117324479562
1999-07-12 to 1999-08-05,ZW,-0.005489003300956398
1999-07-12 to 1999-08-05,ZC,-0.004738612053427326
1999-07-12 to 1999-08-05,KE,-0.004160887759034174
1999-07-12 to 1999-08-05,ES,-0.0039965496267961725
1999-07-12 to 1999-08-05,HTW,-0.003786785405605998
1999-07-12 to 1999-08-05,LFT,-0.0035116042791490587
1999-07-12 to 1999-08-05,6C,-0.002402767022445888
1999-07-12 to 1999-08-05,HE,-0.0023092580374854278
1999-07-12 to 1999-08-05,SNK,-0.0017030288607120087
1999-07-12 to 1999-08-05,6A,-0.0016531440361374859
1999-07-12 to 1999-08-05,CT,-0.0013196595018265668
1999-07-12 to 1999-08-05,LE,-0.0011515643491986566
1999-07-12 to 1999-08-05,FCE,-0.0009623262249616551
1999-07-12 to 1999-08-05,NKD,-0.0008798845942818792
1999-07-12 to 1999-08-05,SB,-0.0006614089010408246
1999-07-12 to 1999-08-05,6M,-0.0005441679367589778
1999-07-12 to 1999-08-05,ZT,-0.00045508547585959255
1999-07-12 to 1999-08-05,RS,-0.00011592337390133934
1999-07-12 to 1999-08-05,CC,-4.6334593928715454e-05
1999-07-12 to 1999-08-05,FSMI,0.0
1999-07-12 to 1999-08-05,EMD,0.0
1999-07-12 to 1999-08-05,SJB,0.0
1999-07-12 to 1999-08-05,6E,0.0
1999-07-12 to 1999-08-05,RTY,0.0
1999-07-12 to 1999-08-05,RB,0.0
1999-07-12 to 1999-08-05,PA,0.0
1999-07-12 to 1999-08-05,NQ,0.0
1999-07-12 to 1999-08-05,FDAX,0.0
1999-07-12 to 1999-08-05,FGBX,0.0
1999-07-12 to 1999-08-05,FESX,0.0
1999-07-12 to 1999-08-05,FGBM,0.0
1999-07-12 to 1999-08-05,6N,0.0
1999-07-12 to 1999-08-05,YM,0.0
1999-07-12 to 1999-08-05,SXF,0.0
1999-07-12 to 1999-08-05,FGBS,0.0
1999-07-12 to 1999-08-05,ZL,0.0
1999-07-12 to 1999-08-05,FGBL,0.0
1999-07-12 to 1999-08-05,YAP,0.0
1999-07-12 to 1999-08-05,GAS,0.00016354356259626693
1999-07-12 to 1999-08-05,ZB,0.00021661288838140016
1999-07-12 to 1999-08-05,SI,0.000332265927422558
1999-07-12 to 1999-08-05,PL,0.0003729713638063488
1999-07-12 to 1999-08-05,ZF,0.0003754341148156066
1999-07-12 to 1999-08-05,GC,0.0003906106669069895
1999-07-12 to 1999-08-05,LLG,0.00039399903237423195
1999-07-12 to 1999-08-05,CL,0.0004556183668810871
1999-07-12 to 1999-08-05,ZN,0.0005930853090537933
1999-07-12 to 1999-08-05,GF,0.000593907043634096
1999-07-12 to 1999-08-05,HG,0.0006359905419629829
1999-07-12 to 1999-08-05,KC,0.0006968001378873594
1999-07-12 to 1999-08-05,HO,0.0009016717650193447
1999-07-12 to 1999-08-05,CGB,0.0020192658710265657
1999-07-12 to 1999-08-05,BRN,0.0022768755483526396
1999-07-12 to 1999-08-05,6J,0.003918203384341092
2008-03-17 to 2008-05-02,SI,-0.004672738838073527
2008-03-17 to 2008-05-02,GC,-0.0039303167233129405
2008-03-17 to 2008-05-02,CC,-0.003304678461505952
2008-03-17 to 2008-05-02,NKD,-0.0026789077580019046
2008-03-17 to 2008-05-02,ZT,-0.002201656838809237
2008-03-17 to 2008-05-02,NQ,-0.0021754108286912025
2008-03-17 to 2008-05-02,LLG,-0.0019517465273741772
2008-03-17 to 2008-05-02,KC,-0.0019169955576814656
2008-03-17 to 2008-05-02,SB,-0.0018815673548262897
2008-03-17 to 2008-05-02,6J,-0.0018366584433894078
2008-03-17 to 2008-05-02,ZF,-0.0018053653283362882
2008-03-17 to 2008-05-02,ZS,-0.0017527433688424212
2008-03-17 to 2008-05-02,FDAX,-0.001722422112747661
2008-03-17 to 2008-05-02,ZN,-0.0016980880904106936
2008-03-17 to 2008-05-02,YM,-0.001687047479593462
2008-03-17 to 2008-05-02,ES,-0.0016508646190212407
2008-03-17 to 2008-05-02,6S,-0.0016152610381741286
2008-03-17 to 2008-05-02,ZW,-0.0015831216029044068
2008-03-17 to 2008-05-02,6B,-0.0015539601481977033
2008-03-17 to 2008-05-02,LFT,-0.0015452656915233567
2008-03-17 to 2008-05-02,EMD,-0.0015171406163592158
2008-03-17 to 2008-05-02,KE,-0.0014989775076937385
2008-03-17 to 2008-05-02,YAP,-0.0014639884160712652
2008-03-17 to 2008-05-02,FCE,-0.0012950567228077765
2008-03-17 to 2008-05-02,PL,-0.0012817379513363392
2008-03-17 to 2008-05-02,PA,-0.0012314710596184925
2008-03-17 to 2008-05-02,HE,-0.0012230917747730998
2008-03-17 to 2008-05-02,ZB,-0.0011918943057920128
2008-03-17 to 2008-05-02,CT,-0.0011868249897749206
2008-03-17 to 2008-05-02,RS,-0.0010781114217379441
2008-03-17 to 2008-05-02,RTY,-0.001045295877888676
2008-03-17 to 2008-05-02,6C,-0.0009931421022721584
2008-03-17 to 2008-05-02,SNK,-0.0009925109545983583
2008-03-17 to 2008-05-02,6N,-0.0009347779882970372
2008-03-17 to 2008-05-02,ZL,-0.0008160397428299463
2008-03-17 to 2008-05-02,FSMI,-0.0008081864228124253
2008-03-17 to 2008-05-02,CGB,-0.0006889819070339505
2008-03-17 to 2008-05-02,CL,-0.0006488755937176748
2008-03-17 to 2008-05-02,FESX,-0.0006222277343045366
2008-03-17 to 2008-05-02,6E,-0.0006199255203314796
2008-03-17 to 2008-05-02,FGBM,-0.00042054415547504665
2008-03-17 to 2008-05-02,SJB,-0.00035066210444636634
2008-03-17 to 2008-05-02,SXF,-0.00030231892872201844
2008-03-17 to 2008-05-02,6A,-0.00027787640242589787
2008-03-17 to 2008-05-02,FGBL,-0.00024826635140362996
2008-03-17 to 2008-05-02,NG,-0.00020208974756015258
2008-03-17 to 2008-05-02,FGBS,-0.00011574622653910373
2008-03-17 to 2008-05-02,GAS,-9.590376020829187e-05
2008-03-17 to 2008-05-02,ZM,7.987539050000351e-05
2008-03-17 to 2008-05-02,LE,0.0001833342096710789
2008-03-17 to 2008-05-02,HO,0.0002114904559627757
2008-03-17 to 2008-05-02,HG,0.00048356194806700194
2008-03-17 to 2008-05-02,BRN,0.0005732430809556677
2008-03-17 to 2008-05-02,RB,0.0008494411644312821
2008-03-17 to 2008-05-02,ZC,0.0010228337752063756
2008-03-17 to 2008-05-02,FGBX,0.0010666374309150906
2008-03-17 to 2008-05-02,HTW,0.0013948610940948108
2008-03-17 to 2008-05-02,GF,0.0016420497925923139
2008-03-17 to 2008-05-02,6M,0.003896168233570716
2004-04-02 to 2004-07-26,ZM,-0.004670933538015707
2004-04-02 to 2004-07-26,ZS,-0.004243087285325123
2004-04-02 to 2004-07-26,ZC,-0.003826044424824725
2004-04-02 to 2004-07-26,RS,-0.0035126831582660504
2004-04-02 to 2004-07-26,ZT,-0.00344100056733461
2004-04-02 to 2004-07-26,RTY,-0.003304984368358146
2004-04-02 to 2004-07-26,CC,-0.0032393911978751072
2004-04-02 to 2004-07-26,FGBL,-0.0030692337556058407
2004-04-02 to 2004-07-26,KC,-0.0029031894190070496
2004-04-02 to 2004-07-26,ZL,-0.002902570195386341
2004-04-02 to 2004-07-26,ZB,-0.00289287062965431
2004-04-02 to 2004-07-26,ZF,-0.0028774861772373614
2004-04-02 to 2004-07-26,EMD,-0.0025489178457774398
2004-04-02 to 2004-07-26,SI,-0.002344883595774897
2004-04-02 to 2004-07-26,YM,-0.0022979512683911924
2004-04-02 to 2004-07-26,GC,-0.0022964730478139354
2004-04-02 to 2004-07-26,SXF,-0.0022794266826711585
2004-04-02 to 2004-07-26,6J,-0.002132247798100134
2004-04-02 to 2004-07-26,FGBM,-0.002084937349136628
2004-04-02 to 2004-07-26,SB,-0.001897196497925463
2004-04-02 to 2004-07-26,ES,-0.001870328584948058
2004-04-02 to 2004-07-26,FDAX,-0.0018671213182095338
2004-04-02 to 2004-07-26,FESX,-0.0018445373130206097
2004-04-02 to 2004-07-26,NQ,-0.001805407130934889
2004-04-02 to 2004-07-26,FSMI,-0.00175932635493297
2004-04-02 to 2004-07-26,HTW,-0.0017030229200634768
2004-04-02 to 2004-07-26,FCE,-0.0014456813458136497
2004-04-02 to 2004-07-26,KE,-0.0012785598588506216
2004-04-02 to 2004-07-26,FGBS,-0.0012765862775061185
2004-04-02 to 2004-07-26,ZN,-0.0012387101132385965
2004-04-02 to 2004-07-26,6A,-0.0011535205924599469
2004-04-02 to 2004-07-26,SNK,-0.0010424883438212697
2004-04-02 to 2004-07-26,HG,-0.0009512373038534541
2004-04-02 to 2004-07-26,NKD,-0.0009106765093171241
