Exposure multiplier,Elapsed years,CAGR convention,CAGR,Annualized volatility,Max drawdown,Calmar,Drawdown per unit of volatility,Sharpe (rf=0)
1.0,25.005304694826044,elapsed calendar time from period start,0.13189524685750764,0.07718572567461184,-0.11847122445591607,1.1133104048113114,1.534885154223328,1.5895266624546427
0.9,25.005304694826044,elapsed calendar time from period start,0.11827115465157223,0.06946715310715067,-0.10707778679229873,1.1045349198427636,1.5414160794402352,1.5895266624546425
0.8,25.005304694826044,elapsed calendar time from period start,0.10474240485630593,0.06174858053968947,-0.0955837498904587,1.0958181173718677,1.5479505610500854,1.5895266624546427
0.7,25.005304694826044,elapsed calendar time from period start,0.09130949920374798,0.05403000797222828,-0.08398900598786263,1.0871601363747923,1.554488128727159,1.589526662454643
0.6,25.005304694826044,elapsed calendar time from period start,0.0779729156701281,0.0463114354047671,-0.07229346159314931,1.0785611029243753,1.5610283067518078,1.5895266624546427
0.5,25.005304694826044,elapsed calendar time from period start,0.06473310866099946,0.03859286283730592,-0.06049703769504333,1.0700211304115341,1.567570614029796,1.5895266624546427
