month,baseline,risk_budget_0.075,risk_budget_0.08,risk_budget_0.085
1996-05-31,-0.007950471084803401,-0.006678998025354987,-0.008354829096242189,-0.00788639283926329
1996-06-30,0.014235352380098432,0.012481201856169077,0.014526933503096862,0.016581981647611155
1996-07-31,-0.036996304794286616,-0.03647894757819525,-0.03817069858601929,-0.040146590152404626
1996-08-31,0.018129803856834492,0.017749943526633505,0.02136936715997262,0.02187442392741601
1996-09-30,0.04410709119291112,0.04768746742035135,0.04584197315809302,0.05537174434399317
1996-10-31,-0.05909302605245226,-0.06592953445062322,-0.06715892857707151,-0.07016364532833486
1996-11-30,0.038356219958951776,0.04112153198395774,0.039646400507751256,0.046217450041205144
1996-12-31,0.012040193720161074,0.01612490561938884,0.01722135241315459,0.019644156724007544
1997-01-31,0.02593591025741726,0.025899609947913182,0.028038726527608304,0.03018024787448148
1997-02-28,0.01318279711966186,0.010809588376413659,0.012689311486388855,0.011970173225661407
1997-03-31,0.017683732971685462,0.020534729375774274,0.021552708139628285,0.02528822788161622
1997-04-30,0.03668136488100715,0.03958932045627628,0.04645840869918905,0.049856940626670454
1997-05-31,0.018582492711198162,0.01721975685412036,0.02577688306985837,0.02874811271204858
1997-06-30,0.014577206079404492,0.014962909320146878,0.016250636168007926,0.015215691147835164
1997-07-31,0.03927495361152822,0.04556065602936754,0.04554021347653636,0.04803854686492759
1997-08-31,-0.032322461850002426,-0.036191935936422226,-0.03784438821483671,-0.03878149826582078
1997-09-30,0.006701765745597665,0.004934103646948795,0.00605244220459511,0.006939046705207508
1997-10-31,-0.005033703577368542,-0.004495240084483654,-0.0033400567152204186,-0.0029446892205137187
1997-11-30,0.02453385153894838,0.026358788062738947,0.024672498875742077,0.024502020425221316
1997-12-31,0.04718793182775549,0.04867033814720911,0.04985734432533162,0.05117998745536756
1998-01-31,0.01908829734302464,0.017237525289278688,0.021625197931789852,0.021597409187239958
1998-02-28,0.007089543579587687,0.007712472612433574,0.01052009415365518,0.010651633390455384
1998-03-31,0.01103462620968454,0.012133397425234671,0.012612448200591375,0.012103070065755617
1998-04-30,0.017687075451281453,0.01947731841747946,0.019777556447000633,0.0224572749925831
1998-05-31,0.01942914698939302,0.018769847330028178,0.01991334229796382,0.023559983242047666
1998-06-30,0.011740954339829468,0.011489499749394838,0.014848786355942778,0.01564618973897769
1998-07-31,0.03718662450215571,0.037405687246186536,0.04143130323196775,0.04443823488976495
1998-08-31,0.028406020300699275,0.02762043366158884,0.03222785108345505,0.03283574544223611
1998-09-30,-0.03837817963365642,-0.04017647780536282,-0.042029993968520474,-0.047982947080968175
1998-10-31,-0.018464569101663497,-0.018688121102609756,-0.018148170463755275,-0.025286348586381013
1998-11-30,0.02115856762498125,0.023233892623290453,0.025515736478616047,0.025548537232425783
1998-12-31,0.0355607899193735,0.038960654268018535,0.040619746892615494,0.04374615487951705
1999-01-31,0.00809862953496765,0.008027662108421207,0.010280171057108989,0.009165748348595404
1999-02-28,0.012846405424548735,0.014262445757019737,0.014838053670888529,0.017629123839547622
1999-03-31,-0.0370863233079447,-0.039610237158563155,-0.04256685950471861,-0.045319346026834406
1999-04-30,0.005811739025790574,0.006629913310644664,0.0062941718066245045,0.006474695514828488
1999-05-31,-0.0028533049825920642,-0.0031904853373375675,-0.0029218645576625235,-0.003275545951273995
1999-06-30,0.031124962375723486,0.0324041279935976,0.0343396794405153,0.03774268069853548
1999-07-31,-0.003262673355708401,-0.0024006008206109986,-0.002898120536950044,-0.0016007994045472707
1999-08-31,0.0024609909520949547,0.0016703951451599863,0.002664452730466449,0.0018151040369622784
1999-09-30,0.003306348908510559,0.005657546627271248,0.0036709365409579586,0.006212471782359064
1999-10-31,-0.007622429978505818,-0.009805461099479329,-0.010713965833795358,-0.010356790913849667
1999-11-30,0.03912919803568027,0.04047088996893633,0.043128666146177386,0.04324542304756318
1999-12-31,0.0425040912887229,0.04413508229372298,0.04746365849669876,0.05258633212391617
2000-01-31,5.36624257978513e-05,-0.0003060230355992344,0.0031584864727560724,0.0022643024584880767
2000-02-29,0.01676623222376583,0.01956054399536522,0.022205404767231318,0.022094281707550012
2000-03-31,-0.015410070728425151,-0.016704271464796916,-0.018673633859274452,-0.018718038569131235
2000-04-30,0.02401957221179929,0.025813408077547395,0.02693876184018773,0.028499618229821166
2000-05-31,0.007196350244071947,0.012662161271284278,0.00952477509623706,0.012200680563694055
2000-06-30,0.02635025629476151,0.027476794949831573,0.0279458259593095,0.0316040875087511
2000-07-31,0.013564810967300112,0.014751664056775526,0.01881063598649857,0.017191988551773063
2000-08-31,0.026796417419843843,0.03167103856907061,0.03234686773950779,0.03455768896378775
2000-09-30,0.0015690068829974368,0.0034826129263676453,0.000648302243174026,-0.00030882982131807957
2000-10-31,0.035740245465909926,0.039423732867228445,0.035806211349750816,0.0355494222633006
2000-11-30,0.018084040623144393,0.018183718277901217,0.021941343978619132,0.013951274671797131
2000-12-31,0.009222027301806213,0.018999655546805272,0.006407570945051733,0.011339601773434405
2001-01-31,-0.015866897136490254,-0.020145381505432103,-0.022356233957973815,-0.013710777654177053
2001-02-28,0.04988105656358077,0.05168717349397678,0.06657011566167159,0.05244611315065484
2001-03-31,0.03851393459510555,0.041951146871604506,0.047340480262029416,0.0531320629223242
2001-04-30,-0.029167710688828508,-0.031117199171567633,-0.03267729489108917,-0.03539636520273315
2001-05-31,0.014168943471137618,0.015493934051652225,0.016422829010359186,0.01948141491742561
2001-06-30,0.02432484881756336,0.026059293807391803,0.025852356488456296,0.028597770719274607
2001-07-31,0.014967872933657755,0.014863390954022782,0.016873518441768542,0.01814448589792894
2001-08-31,0.021501937513069835,0.025064698871235525,0.026030389842799373,0.027647305635140507
2001-09-30,0.06899258453625734,0.08169410610235772,0.08569454074493099,0.08831306093895708
2001-10-31,0.019432271529750578,0.0213775178262694,0.022964180250992117,0.026742551100036982
2001-11-30,-0.021409294213782126,-0.025048118093335736,-0.02656808925600529,-0.027988232028941074
2001-12-31,-0.007711562820370332,-0.008175486668231313,-0.007509136403142547,-0.009519232006010458
2002-01-31,0.009221302854310887,0.009300092323739406,0.01011913125347097,0.010820819244351076
2002-02-28,0.006922697376399833,0.007982245100027985,0.007902549595491637,0.008458911751710874
2002-03-31,-0.03586140461692422,-0.03870341712777947,-0.04245464948188338,-0.04421554558176888
2002-04-30,0.03274379700844521,0.036534591251141,0.03815800312421369,0.04100173123381001
2002-05-31,0.05106571363030654,0.05565619120623855,0.059510317128838475,0.05782787362303132
2002-06-30,0.03287589406787994,0.03482190718373501,0.03883846777375588,0.04122625227040588
2002-07-31,0.01623913588396686,0.01781404933790709,0.019765829258085565,0.022640473465455724
2002-08-31,0.016034116480351468,0.019614681037874337,0.022335069379355366,0.02516659962979295
2002-09-30,0.022158321223408883,0.02413168355632389,0.024581250335715454,0.02550859401847605
2002-10-31,-0.0064702258711896166,-0.009108813929310178,-0.010420411399755802,-0.01159302095307213
2002-11-30,-0.00916563346906707,-0.01072302233662803,-0.012317191486687196,-0.013263123296369028
2002-12-31,0.04797543470292309,0.052185994176941364,0.057993977833882715,0.05938900697301075
2003-01-31,0.04058855980325404,0.04395318075657029,0.04637190104577682,0.04935026563951239
2003-02-28,0.05010047175838661,0.050641351588532,0.05835739544455598,0.06374908634317022
2003-03-31,-0.01866698057839178,-0.021682238399081455,-0.026310951072445077,-0.03064317219558288
2003-04-30,-0.0021937756559265997,-0.0034455839379816666,-0.003499577240451579,-0.004103352241510816
2003-05-31,0.024984494906298504,0.03126795764789225,0.03157175703389603,0.03279649882932545
2003-06-30,-0.01476449377164335,-0.015490090562010894,-0.01760846448019593,-0.01831814866035697
2003-07-31,-0.02437581892207663,-0.0265026942110288,-0.02831926694763487,-0.02915973273843131
2003-08-31,0.005304829919888565,0.005439587257799028,0.005235257445189712,0.006820164487128855
2003-09-30,0.02198493650447575,0.023135947437074478,0.024265847435189558,0.027466252983649575
2003-10-31,0.04806360159729617,0.05231990541508358,0.057358416831990944,0.06014502034548008
2003-11-30,0.016869093544194635,0.018591334038991825,0.0192392023747745,0.02184217274640532
2003-12-31,0.043678769300759424,0.04761715472947281,0.04936394760748142,0.05222788779476262
2004-01-31,0.025497609341438077,0.028148736623210713,0.030488918545313437,0.03153916305600735
2004-02-29,0.021491011040310815,0.024283963510454143,0.02547242468333666,0.030386724323265613
2004-03-31,0.0067054854138559605,0.007435877802551172,0.009513989956622115,0.008635290886279678
2004-04-30,-0.026977054825235935,-0.02873357127202225,-0.03206864386099528,-0.034537181198437406
2004-05-31,-0.002571571641925119,-0.003481321373762114,-0.0026504475071195133,-0.0023770972478253105
2004-06-30,0.012510028966077558,0.013967668719804482,0.013689070449011576,0.01591760041726853
2004-07-31,-0.02350809220636685,-0.024245876999643312,-0.02395561018625636,-0.026208741259881596
2004-08-31,0.01865125423497882,0.02032557822069192,0.0204900212454171,0.02158085357873829
2004-09-30,0.03137924056747354,0.03487101964257988,0.03595788970309344,0.037856656194409144
2004-10-31,0.02459743181877161,0.027040213600353358,0.028202847654383634,0.029846431604564794
2004-11-30,0.03220980015771269,0.033041389235718865,0.032671427934745534,0.02997798559370679
2004-12-31,0.020536419495937208,0.022039272361719986,0.02376840097736932,0.026556334338228904
2005-01-31,0.012082154120742095,0.012891936127241932,0.014064423546064075,0.016774248538957037
2005-02-28,-0.027716714519350538,-0.028804308298677528,-0.027671886689842995,-0.028947845704094477
2005-03-31,0.014494041017164339,0.013826894763476094,0.016143576303207174,0.016591092757873183
2005-04-30,0.02065781283808188,0.020592720863472636,0.02066106256225586,0.02013137665863507
2005-05-31,0.022075614803275023,0.023831718153042303,0.024241753187936865,0.02426336979763888
2005-06-30,0.02858284404661915,0.033356463963474026,0.03366566143437866,0.034693956115966484
2005-07-31,0.021497105160209973,0.02437976754404647,0.024121931981564426,0.023092772838823494
2005-08-31,-0.0027966803508086002,-0.0015497383522800057,-0.003195558661979958,-0.004603406135928467
2005-09-30,0.06814551134725955,0.07267663785999101,0.0776681618137669,0.08345222844434619
2005-10-31,-0.0047382272975929896,-0.0051735115721773806,-0.005434421683715884,-0.002571932983826186
2005-11-30,0.025849134033302468,0.027458928318453646,0.029040064247608965,0.030340604373016333
2005-12-31,0.015441739272527677,0.015736094665456113,0.017289945568401244,0.01676816918798596
2006-01-31,0.01508832524002579,0.01380504897171031,0.020286421210273353,0.02262624169867089
2006-02-28,0.0029250945162873077,0.004076143860120451,0.005008797256941033,0.006952628946839345
2006-03-31,0.014939003126137607,0.018146354744544846,0.020871043239615972,0.020228366878743076
2006-04-30,-0.003133918028988769,-0.005207104882807956,-0.005840076913042225,-0.005436711833843755
2006-05-31,-0.03192382904585234,-0.03813570030219804,-0.03676919652563293,-0.03424018125726602
2006-06-30,0.014239730974829001,0.016963925235448762,0.01888729313246973,0.02190230455661557
2006-07-31,-0.01838451568595767,-0.02071473415553493,-0.024766056780401557,-0.027320580026954033
2006-08-31,0.00038102662739158966,-0.0008726918261627858,3.7203520449669014e-05,-0.0006090248793283459
2006-09-30,0.007171154315522843,0.008252987471966122,0.006672939278990375,0.009958615128375259
2006-10-31,-0.018020493429830697,-0.020323309430063108,-0.021127501905532697,-0.0212913877700448
2006-11-30,-0.013544969406191876,-0.01522247393116627,-0.016173412471156445,-0.016150580086589872
2006-12-31,0.03557947396797578,0.04035162663401004,0.04419595994596204,0.04710311632652964
2007-01-31,0.02932774632122226,0.03189097221579207,0.030714654992174184,0.030917980716323568
2007-02-28,-0.024996836371478204,-0.024656243662535382,-0.02501857028268961,-0.02425074850619935
2007-03-31,0.006340559372540522,0.007393187022369796,0.007512396070440408,0.007590301968349644
2007-04-30,0.012657639296913548,0.016135586853220918,0.016766561055913787,0.015040054812412329
2007-05-31,0.01414387785848259,0.01798765739907826,0.01851656327156559,0.01819610953254136
2007-06-30,-0.0017271934322941052,-0.0022015686765629594,-0.002614312949544728,-0.002541032159964818
2007-07-31,-0.0315716964620435,-0.034504963828565716,-0.037751106609671736,-0.03459427573182061
2007-08-31,0.00018197747346948567,0.00024164159731321355,0.000575798699130825,0.0007396143855278314
2007-09-30,0.03316425317134697,0.034267150712548045,0.03767654951378385,0.04160836067514495
2007-10-31,0.028850045192860163,0.029446224846785496,0.03084724787142057,0.03318042708301849
2007-11-30,-0.022681052707445692,-0.025344151154798267,-0.024902500107154446,-0.02646772355849536
2007-12-31,0.010301723703226351,0.010540057546967185,0.01187176610013485,0.01180267019984127
2008-01-31,0.03210204827710772,0.035445353094242016,0.03796772079533728,0.04064554105182583
2008-02-29,0.10360763664053096,0.11100941317886259,0.11803824369436033,0.12858504278108818
2008-03-31,-0.0069366389456442246,-0.005153810692795857,-0.00681041360298873,-0.007979816843042942
2008-04-30,-0.017897668304007852,-0.018254469137829243,-0.01868197698658891,-0.02011651773439993
2008-05-31,0.005967014376391022,0.008365871874872921,0.007191686797475283,0.00894014556356404
2008-06-30,0.03838275466867458,0.04165956622507183,0.04644435563491722,0.046745547986359215
2008-07-31,-0.03120007803360214,-0.02784739383597734,-0.030621832938883764,-0.0317202804657275
2008-08-31,-0.026134153816539163,-0.028052157335950012,-0.029522459309176963,-0.03063348382533504
2008-09-30,-0.009302492164937615,-0.010294915238975189,-0.0110887622573409,-0.011395182291857209
2008-10-31,0.0034600487237856914,0.003927937976372586,0.004784100922389456,0.008917410099592127
2008-11-30,0.016190639715556676,0.017316956005676953,0.017805005831878162,0.01922914063053094
2008-12-31,0.009991708396370536,0.01202497125314994,0.011782927607741245,0.012280413920874311
2009-01-31,-0.007891467432310395,-0.007329438091458473,-0.008158948922422637,-0.008625663195237165
2009-02-28,0.005757175123635605,0.007310385051865209,0.006347736252490188,0.00714159128354952
2009-03-31,-0.003837259842801255,-0.0034559647691451145,-0.004948284690982296,-0.004706175464308626
2009-04-30,-0.01659610216848917,-0.01890479003915413,-0.020741122842898863,-0.021629762628448068
2009-05-31,-0.036760809479557066,-0.038557016913957964,-0.0430956895589969,-0.042912872905408905
2009-06-30,0.020947557452263732,0.020572536273638642,0.02155082191722779,0.02363896274801136
2009-07-31,-0.0056040175248974755,-0.0070645434641426474,-0.007036347857355629,-0.007292019430092611
2009-08-31,0.016199995638685127,0.016126062533694085,0.017416019134191663,0.018774588399108838
2009-09-30,0.0211040902762325,0.02273394414249541,0.024016168097099166,0.02512465514276019
2009-10-31,-0.017007767044674327,-0.01921891200516679,-0.021063435502772565,-0.02151359504711947
2009-11-30,0.05281388113003227,0.05779138154917862,0.06419577938230625,0.07223627831672941
2009-12-31,-0.004720007070854626,-0.006592320293599241,-0.005137978641306162,-0.004816347181885727
2010-01-31,-0.02664624102079116,-0.027952447375281797,-0.03383556469107707,-0.04130417972802136
2010-02-28,0.024839853340252294,0.026888169632448777,0.02894181274074037,0.031718530064101635
2010-03-31,0.03506069223643005,0.0389518957767474,0.043278728003405265,0.04758697414999746
2010-04-30,0.016159497481119445,0.017678221046999676,0.019804948929214028,0.021053033747070904
2010-05-31,-0.026990410625631456,-0.03197115993976085,-0.03831851239886597,-0.04266296474194642
2010-06-30,-0.00946944503843239,-0.012364229116038072,-0.014482723462981184,-0.016147769143786572
2010-07-31,0.01903417537997565,0.02100507926229178,0.02438915167333411,0.025664393610503433
2010-08-31,0.03448448346914601,0.03939106388447833,0.041548168590917145,0.0458664984225694
2010-09-30,0.05784129971373497,0.06343819981511567,0.06957211691049947,0.07670234683021526
2010-10-31,0.04626777698292894,0.04950046084956461,0.05371278850262984,0.057974637852096444
2010-11-30,0.0012123648575055324,0.0006934942349960949,0.0014855872491854605,0.0010343814396680528
2010-12-31,0.036584190326543586,0.03826735012539717,0.04077773474964874,0.04233889028535898
2011-01-31,0.0015793241827295468,0.0035051838926929424,0.002873402791306212,0.0035635163248213253
2011-02-28,0.023782293743611183,0.0255442888686499,0.02791326401307792,0.028664406096384987
2011-03-31,0.005503753883030704,0.005990136606104146,0.006566572558193817,0.007225181750342813
2011-04-30,0.02535118884899279,0.026833302990367125,0.029870303525420194,0.03056522614810242
2011-05-31,-0.020527757910688504,-0.019757038019598494,-0.02285592025307981,-0.024874247803267746
2011-06-30,-0.011373522653743584,-0.011495885070065825,-0.013588465401220384,-0.014523879624871117
2011-07-31,0.015026762617983414,0.01809999517039862,0.01954361417176531,0.019722648284980604
2011-08-31,-0.007836547769775826,-0.008681029225312442,-0.009381365992306767,-0.010829153820804516
2011-09-30,-0.029579982030997765,-0.033481262699756376,-0.034653765165982064,-0.034924186958996906
2011-10-31,-0.011905051767242547,-0.011354055857552225,-0.0109064883137161,-0.013080636859718275
2011-11-30,0.007317788983504769,0.007884573436377051,0.007777252688951242,0.009077544029586715
2011-12-31,8.675765378152178e-05,-0.0010971998443527475,9.632393814773543e-05,-0.0009060597264649584
2012-01-31,0.012146906091460075,0.012696562310371196,0.01278072901415972,0.013298710328605079
2012-02-29,-0.007097130731884782,-0.007981118936432718,-0.008330006433366677,-0.009503388257408929
2012-03-31,-0.002356645535467883,-0.0033523867715711253,-0.0036610333701521114,-0.0037506133393671037
2012-04-30,0.01702669750467467,0.018231699281941127,0.01833416909111185,0.019865909796016545
2012-05-31,0.01011033648272286,0.013385738568314043,0.014297830510868748,0.015767791934088615
2012-06-30,-0.049965406966725134,-0.052469676170574076,-0.056351421092942,-0.06019005275799083
2012-07-31,0.00993812688453688,0.00971683904552978,0.009959821592411267,0.010711971800079656
2012-08-31,0.003357863381888926,0.0034187890573988966,0.004523710792432967,0.004997876247751831
2012-09-30,0.0005226930858563961,0.0015525516571246456,0.0020210745325315305,0.0016595400298125007
2012-10-31,-0.012735239428757095,-0.01348334935758444,-0.013749333003504782,-0.015037374291227756
2012-11-30,0.018027142140720098,0.019223572542776957,0.020561238893601397,0.021935641888312096
2012-12-31,0.005859096002126751,0.005363821928194179,0.005153817195637567,0.005507855112022009
2013-01-31,0.04761580908229379,0.05047431550984438,0.054075769883172864,0.057591895702986395
2013-02-28,0.0076505277652494375,0.008437749896862634,0.0072056610075872385,0.007995141265791483
2013-03-31,0.01591102077940798,0.017064081610157267,0.018327788442337622,0.019449798125758644
2013-04-30,0.04857358725901273,0.05176367273039517,0.055914087119823375,0.05902675997192808
2013-05-31,0.00974176986011166,0.011225070120922664,0.011881729503507854,0.012643040652033033
2013-06-30,-0.003767749929483699,-0.004688190928420322,-0.006046538861442463,-0.006405893711289301
2013-07-31,0.017280891845778523,0.01816768388034018,0.020212313704132345,0.02030990952732714
2013-08-31,-0.00028881090223664696,-0.0024283466054905167,0.0012845682352293775,-0.0005557266819580242
2013-09-30,0.016573270157153264,0.01777690197886672,0.017423190675465383,0.01914301609236113
2013-10-31,0.02621062226291726,0.027488504380865697,0.029398660415896227,0.02917254068095132
2013-11-30,0.022091730473983162,0.019762336291588634,0.02061025087936863,0.02022357968262778
2013-12-31,0.009313573079198445,0.00928245665871219,0.009326870421677569,0.009592652491865472
2014-01-31,-0.0033275626036940453,-0.002732116245413252,-0.003000854913409401,-0.0036115684042691276
2014-02-28,0.029993428188623605,0.03111538615037479,0.03406021934505188,0.03151544992468813
2014-03-31,-0.003389036220032615,-0.004131522250214847,-0.006014393972576859,-0.005011199283937562
2014-04-30,0.017836331356614776,0.0178872910589567,0.016653904950353127,0.01706683325351155
2014-05-31,0.013236594529154155,0.012872324532459789,0.012175234732427764,0.012854062489845441
2014-06-30,0.028366206565224372,0.030863642170801064,0.02922784550587343,0.030216557936722843
2014-07-31,-0.009343139010809187,-0.011064724184406294,-0.010592584490091705,-0.00734158347617897
2014-08-31,0.0275083381835437,0.028096695788111026,0.029257591202436206,0.02905174275370226
2014-09-30,-0.013519534786854859,-0.013329138923799833,-0.015149377608922432,-0.016218766425936337
2014-10-31,0.010304518729601142,0.012655597458185674,0.010438270269836236,0.011675520615613832
2014-11-30,0.038468317753421966,0.044285470310409636,0.049881409608312444,0.056030743779916126
2014-12-31,0.02183354987678854,0.01974736953071754,0.019259051981856068,0.018737418688973495
