date,base_gross_return,base_cost_return,base_net_return,prior_overlay_nav,prior_overlay_peak_nav,prior_overlay_drawdown_fraction,exposure_multiplier,desired_multiplier_after_close,decision_multiplier_after_close,overlay_adjustment_turnover_multiple,overlay_adjustment_cost_return,scaled_base_cost_return,overlay_net_return,overlay_nav,overlay_drawdown_fraction
1990-02-12,-0.0011020120590129856,4.655722610917057e-05,-0.001148569285122156,0.9918970405632471,1.0081156372532705,0.01608803205772391,1.0,1.0,1.0,0.0,0.0,4.655722610917057e-05,-0.001148569285122156,0.9907577780884526,0.01721812312336657
1990-02-13,-0.0021758085050406378,0.0,-0.0021758085050406378,0.9907577780884526,1.0081156372532705,0.01721812312336657,1.0,1.0,1.0,0.0,0.0,0.0,-0.0021758085050406378,0.9886020788884525,0.019356468289674522
1990-02-14,-0.0017651429602110087,7.449441697763717e-05,-0.0018396373771886459,0.9886020788884525,1.0081156372532705,0.019356468289674522,1.0,1.0,1.0,0.0,0.0,7.449441697763717e-05,-0.0018396373771886459,0.986783409552963,0.021160496784307092
1990-02-15,0.0032360927120233768,0.0,0.0032360927120233768,0.986783409552963,1.0081156372532705,0.021160496784307092,1.0,1.0,1.0,0.0,0.0,0.0,0.0032360927120233768,0.9899767321529629,0.01799288140171018
1990-02-16,-0.0023657052978474573,0.0,-0.0023657052978474573,0.9899767321529629,1.0081156372532705,0.01799288140171018,1.0,1.0,1.0,0.0,0.0,0.0,-0.0023657052978474573,0.9876347389529629,0.020316020844702076
1990-02-19,0.0006168920310011696,0.0,0.0006168920310011696,0.9876347389529629,1.0081156372532705,0.020316020844702076,1.0,1.0,1.0,0.0,0.0,0.0,0.0006168920310011696,0.988244002952963,0.019711661605061548
1990-02-20,-0.0018398889794088117,2.348631252511422e-05,-0.0018633752919339258,0.988244002952963,1.0081156372532705,0.019711661605061548,1.0,1.0,1.0,0.0,0.0,2.348631252511422e-05,-0.0018633752919339258,0.9864025334954586,0.021538306673797636
1990-02-21,-0.0017303469344828683,0.0,-0.0017303469344828683,0.9864025334954586,1.0081156372532705,0.021538306673797636,1.0,1.0,1.0,0.0,0.0,0.0,-0.0017303469344828683,0.9846957148954586,0.023231384865353588
1990-02-22,0.0035888784185225822,0.0,0.0035888784185225822,0.9846957148954586,1.0081156372532705,0.023231384865353588,1.0,1.0,1.0,0.0,0.0,0.0,0.0035888784185225822,0.9882296680954585,0.019725881062606643
1990-02-23,-0.0006178214130897122,0.0,-0.0006178214130897122,0.9882296680954585,1.0081156372532705,0.019725881062606643,1.0,1.0,1.0,0.0,0.0,0.0,-0.0006178214130897122,0.9876191186454586,0.020331515403983813
1990-02-26,0.007691480102590939,0.0,0.007691480102590939,0.9876191186454586,1.0081156372532705,0.020331515403983813,1.0,1.0,1.0,0.0,0.0,0.0,0.007691480102590939,0.9952153714454585,0.01279641474757831
1990-02-27,0.001366657548731903,3.6545791953928255e-05,0.0013301117567779748,0.9952153714454585,1.0081156372532705,0.01279641474757831,1.0,1.0,1.0,0.0,0.0,3.6545791953928255e-05,0.0013301117567779748,0.9965391191115441,0.01148332365250071
1990-02-28,-0.0031232752837388367,0.0005930079734469916,-0.003716283257185828,0.9965391191115441,1.0081156372532705,0.01148332365250071,1.0,1.0,1.0,0.0,0.0,0.0005930079734469916,-0.003716283257185828,0.9928356974680591,0.015156931626259973
1990-03-01,-0.002846420719165289,0.00024462709009787754,-0.0030910478092631664,0.9928356974680591,1.0081156372532705,0.015156931626259973,1.0,1.0,1.0,0.0,0.0,0.00024462709009787754,-0.0030910478092631664,0.9897667948604422,0.018201128635224717
1990-03-02,-0.001353290499292629,0.0,-0.001353290499292629,0.9897667948604422,1.0081156372532705,0.018201128635224717,1.0,1.0,1.0,0.0,0.0,0.0,-0.001353290499292629,0.9884273528604421,0.019529787720058978
1990-03-05,-0.0007359832747391992,0.0,-0.0007359832747391992,0.9884273528604421,1.0081156372532705,0.019529787720058978,1.0,1.0,1.0,0.0,0.0,0.0,-0.0007359832747391992,0.9876998868604421,0.020251397397677007
1990-03-06,0.000750202070342762,0.0,0.000750202070342762,0.9876998868604421,1.0081156372532705,0.020251397397677007,1.0,1.0,1.0,0.0,0.0,0.0,0.000750202070342762,0.9884408613604421,0.019516387967589366
1990-03-07,0.0028603682430819602,0.0,0.0028603682430819602,0.9884408613604421,1.0081156372532705,0.019516387967589366,1.0,1.0,1.0,0.0,0.0,0.0,0.0028603682430819602,0.991268166210442,0.01671184378086965
1990-03-08,0.0007603095970298513,0.0,0.0007603095970298513,0.991268166210442,1.0081156372532705,0.01671184378086965,1.0,1.0,1.0,0.0,0.0,0.0,0.0007603095970298513,0.992021836910442,0.01596424035905042
1990-03-09,-0.00011772009007750863,4.6435506399727095e-05,-0.00016415559647723574,0.992021836910442,1.0081156372532705,0.01596424035905042,1.0,1.0,1.0,0.0,0.0,4.6435506399727095e-05,-0.00016415559647723574,0.9918589909740856,0.016125775336129133
1990-03-12,0.0011914815621517096,0.0,0.0011914815621517096,0.9918589909740856,1.0081156372532705,0.016125775336129133,1.0,1.0,1.0,0.0,0.0,0.0,0.0011914815621517096,0.9930407726740855,0.014953507337965855
1990-03-13,-0.0010384328401976824,0.0,-0.0010384328401976824,0.9930407726740855,1.0081156372532705,0.014953507337965855,1.0,1.0,1.0,0.0,0.0,0.0,-0.0010384328401976824,0.9920095665240855,0.015976411965067716
1990-03-14,-0.0021676535414215936,0.0,-0.0021676535414215936,0.9920095665240855,1.0081156372532705,0.015976411965067716,1.0,1.0,1.0,0.0,0.0,0.0,-0.0021676535414215936,0.9898592334740854,0.018109434180514028
1990-03-15,0.000640435102853112,0.0,0.000640435102853112,0.9898592334740854,1.0081156372532705,0.018109434180514028,1.0,1.0,1.0,0.0,0.0,0.0,0.000640435102853112,0.9904931740740854,0.01748059699500293
