Path,CAGR,Annualized volatility,Naive daily Sharpe,Max drawdown,Average exposure multiplier,Annual overlay adjustment-cost drag
base,0.13184942786774334,0.07713612613718261,1.5899923444313258,-0.11833505305751357,1.0,0.0
drawdown_overlay_diagnostic,0.1279395570159969,0.0762933904297156,1.5628740782880701,-0.10537731641404047,0.9847538899452464,0.0002744798126825552
