,Start,End,Years,CAGR,Annualized volatility,Sharpe (rf=0),Sortino (rf=0),Max drawdown,Calmar,Positive months,Best month,Worst month,Annual cost drag,Average leverage
Robust Adaptive TSMOM,2005-01-03,2014-12-31,10.34920634920635,0.07039642164566029,0.10559996065773708,0.6971273393651942,1.149749667237657,-0.18612583019211826,0.3782195172641939,0.55,0.07364491204784795,-0.06895214705947206,0.001182542324279982,0.6026563155414186
12-month TSMOM CTA,2005-01-03,2014-12-31,10.34920634920635,0.06933364914572016,0.10691343333472533,0.6805781390290195,1.1202669792057898,-0.2018841702103097,0.3434328163198378,0.5333333333333333,0.07660360541760336,-0.07197554582119714,0.0014001964641996473,0.6014734492108323
