decision_date,EMD,ES,FCE,FDAX,FESX,FSMI,HTW,LFT,NKD,NQ,RTY,SNK,SXF,YAP,YM,CGB,FGBL,FGBM,FGBS,FGBX,LLG,SJB,YXT,YYT,ZT,ZF,ZN,ZB,6A,6B,6C,6E,6J,6M,6N,6S,BRN,CL,GAS,HO,NG,RB,GC,HG,PA,PL,SI,CC,CT,GF,HE,KC,KE,LE,RS,SB,ZC,ZL,ZM,ZS,ZW
1994-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4745749961081176e-07,0.0,0.0,-4.816748917790829e-07,0.0,1.0702910873932587e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.194052541093604e-07,-1.2409770778712765e-06,-2.3012050596769952e-06,-1.7518533899191404e-06,-1.2232203885820133e-06,-1.0782634235318587e-06,0.0,0.0,-2.943690774636018e-06,0.0,0.0,0.0,0.0,0.0,-1.5905113671544303e-06,1.8559607747900354e-06,-4.2100126425500033e-07,2.1717540114890593e-06,1.1888293378526225e-07,0.0,-2.408284783147615e-06,1.6475197067911205e-06,0.0,-3.6445801426210826e-06,3.9154430158998037e-07,1.5448707532617763e-06,1.019262072284268e-06,-1.4858389089652478e-06,-1.3659732710349264e-06,7.520421440686653e-08,2.7143425340938787e-06,-1.3690245988448931e-06,5.719350075753784e-06,1.2987092848390822e-06,-2.21545889549004e-06,1.7591127779350059e-06,-4.27937304511697e-07,-1.1290390317335732e-06,9.7652667076654e-07
1994-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.576452151889158e-07,0.0,0.0,-7.462438480752572e-07,0.0,2.165505835648677e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1673187518444698e-06,-2.6404810831875183e-06,-3.2519437333226894e-06,-3.069589323934853e-06,-2.1604446036275894e-06,-1.6285667821185132e-06,0.0,0.0,-5.630385093278225e-06,0.0,0.0,0.0,0.0,0.0,4.3276802215482135e-06,3.34090993620844e-06,-3.6917294305378134e-06,3.2414947603213586e-06,-2.5167613411083516e-06,0.0,-4.403309283478485e-06,1.6475197067911205e-06,0.0,2.406767066163066e-07,1.4018254128990373e-07,9.735986926894698e-07,1.504368114512345e-06,2.4650257320373654e-06,-1.3659732710349264e-06,7.520421440686653e-08,5.981379973181532e-06,-3.0523565325957543e-06,1.2496817449928442e-05,3.810080178983954e-06,-3.867895322677935e-06,0.0,-5.984138580094115e-07,-1.9462567333880406e-06,-5.354572655338791e-06
1994-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1983926986302014e-07,0.0,0.0,-1.7356291613430993e-07,0.0,3.3467501941431416e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1673187518444698e-06,-1.791945062541702e-06,-3.2519437333226894e-06,-4.568489635814743e-06,-3.2450319361123133e-06,-2.3271318078507743e-06,0.0,0.0,-8.087787029148367e-06,0.0,0.0,0.0,0.0,0.0,4.3276802215482135e-06,3.34090993620844e-06,-5.230480638472236e-06,3.2414947603213586e-06,-2.5167613411083516e-06,0.0,0.0,3.6233479743729226e-06,0.0,0.0,0.0,-4.57066338529505e-06,2.0337335745270744e-06,-3.4191019341423727e-06,-4.763976679787374e-06,2.227114811432043e-07,5.981379973181532e-06,-4.714823180952162e-06,1.2496817449928442e-05,8.229775579001714e-06,0.0,7.270044493745969e-06,-6.16706790255095e-06,-1.0604423306012747e-06,2.0378426745125225e-06
1994-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.248637019440369e-07,0.0,0.0,-4.3926043351602275e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6493191613758476e-06,-1.791945062541702e-06,-5.593967083408149e-06,-4.568489635814743e-06,-3.2450319361123133e-06,-2.3271318078507743e-06,0.0,0.0,-3.208797957754368e-06,0.0,0.0,0.0,0.0,0.0,-3.0445736478849345e-06,5.058480539598107e-06,-7.1433429459424505e-06,4.716959453846946e-06,-3.704401475970305e-06,0.0,0.0,3.6233479743729226e-06,0.0,0.0,0.0,-4.57066338529505e-06,2.0337335745270744e-06,-5.0715997333270475e-06,-4.763976679787374e-06,4.51048566940523e-07,5.981379973181532e-06,-4.714823180952162e-06,1.8929850635967895e-05,8.229775579001714e-06,0.0,7.270044493745969e-06,-8.597005719288059e-06,-1.0604423306012747e-06,2.0378426745125225e-06
1994-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215890487809932e-06,0.0,0.0,2.1447404872491513e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6493191613758476e-06,-1.791945062541702e-06,-5.593967083408149e-06,-6.722974663206433e-06,-4.540480886574698e-06,-3.3159498370526627e-06,0.0,1.2639060441874578e-07,-7.92237347494808e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,5.058480539598107e-06,-7.1433429459424505e-06,4.716959453846946e-06,-3.704401475970305e-06,0.0,-8.77752739211231e-06,3.6233479743729226e-06,0.0,0.0,0.0,2.4567434895701195e-06,2.0337335745270744e-06,6.540173201002891e-06,-4.763976679787374e-06,4.51048566940523e-07,5.981379973181532e-06,-6.695418076529934e-06,1.8929850635967895e-05,8.229775579001714e-06,0.0,7.270044493745969e-06,-8.597005719288059e-06,-1.8304558866730134e-06,2.0378426745125225e-06
1994-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215890487809932e-06,0.0,0.0,2.1447404872491513e-06,0.0,-4.621260134743063e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0071461515490847e-06,-1.325299442288233e-07,-2.402491007805035e-06,-4.185703184559169e-06,-2.742603564337722e-06,-2.1086089183853284e-06,0.0,0.0,-7.92237347494808e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,5.058480539598107e-06,-7.1433429459424505e-06,3.325037703760502e-06,-2.3559821992099705e-06,0.0,-8.77752739211231e-06,2.14238297458821e-06,0.0,0.0,-3.4113761883953023e-06,-4.68550650658283e-06,1.1670967469773888e-06,-4.609223273630779e-06,-3.3002312324220795e-06,4.51048566940523e-07,9.644505586885453e-07,-6.695418076529934e-06,1.8929850635967895e-05,3.0215225343974816e-06,-3.15691380114646e-06,4.641029351665506e-06,-8.597005719288059e-06,-1.8304558866730134e-06,-4.945945153648686e-06
1994-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215890487809932e-06,0.0,0.0,2.1447404872491513e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7288613285040765e-06,-3.6103567838775924e-06,-2.402491007805035e-06,-6.692678835120456e-06,-4.5012011779905285e-06,-3.2886482890740594e-06,0.0,4.0393913514405864e-07,-7.92237347494808e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,5.058480539598107e-06,-7.1433429459424505e-06,5.098098856690091e-06,-2.3559821992099705e-06,0.0,-8.77752739211231e-06,3.602784968863136e-06,0.0,0.0,-5.043640232040647e-06,-7.298194315726701e-06,1.1670967469773888e-06,-7.603601284743056e-06,-4.540869279098926e-06,4.51048566940523e-07,9.644505586885453e-07,-6.695418076529934e-06,1.8929850635967895e-05,5.099437645037803e-06,-4.584068755915602e-06,6.638226519312351e-06,-8.597005719288059e-06,-1.8304558866730134e-06,-7.909246504409453e-06
1995-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.558942411301343e-07,0.0,0.0,-5.745869299617559e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7288613285040765e-06,-3.6103567838775924e-06,-2.402491007805035e-06,-6.692678835120456e-06,-4.5012011779905285e-06,-3.2886482890740594e-06,0.0,2.595413825767902e-07,-7.92237347494808e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,6.901797241805764e-06,-9.85568930158873e-06,5.098098856690091e-06,-2.3559821992099705e-06,0.0,-8.77752739211231e-06,3.602784968863136e-06,0.0,0.0,-5.043640232040647e-06,1.2580185308018342e-06,1.1670967469773888e-06,-7.603601284743056e-06,-4.540869279098926e-06,3.2270059062276617e-07,2.4481633729007955e-07,-6.695418076529934e-06,1.8929850635967895e-05,5.099437645037803e-06,-2.3225392935938793e-06,6.638226519312351e-06,-1.2993278448944758e-05,-1.8304558866730134e-06,-7.909246504409453e-06
1995-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.159968501431204e-07,0.0,0.0,-2.585040009570586e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8298510919113015e-06,0.0,-2.2639211309225334e-07,-6.557018089584472e-07,-4.584089214675423e-06,-6.692678835120456e-06,-4.5012011779905285e-06,-3.2886482890740594e-06,0.0,1.0378660466006833e-06,-3.836831102983247e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,6.901797241805764e-06,-9.85568930158873e-06,1.7487220249590619e-06,-2.3559821992099705e-06,0.0,-8.77752739211231e-06,3.602784968863136e-06,0.0,-9.770931382869475e-06,-3.7690049175345775e-06,6.234085264274187e-06,2.3164841220640645e-06,-7.603601284743056e-06,-4.540869279098926e-06,5.076809887658882e-07,1.8235886815391984e-06,-4.717144863172179e-06,1.8929850635967895e-05,5.099437645037803e-06,-3.564815364569941e-06,6.638226519312351e-06,-1.2993278448944758e-05,-6.745908057943286e-07,-7.909246504409453e-06
1995-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4250118206880237e-07,0.0,0.0,-3.801337906481626e-07,0.0,-1.8171478554657624e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.8298510919113015e-06,0.0,-1.1358253519752963e-06,-1.4727594449371725e-06,4.930092911110133e-06,0.0,9.277652467652511e-07,0.0,0.0,6.946110548116331e-07,-2.6889730341812644e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,6.901797241805764e-06,-9.85568930158873e-06,-4.481044055169298e-06,-2.3559821992099705e-06,0.0,-4.617947445281167e-06,3.602784968863136e-06,0.0,7.143437627594394e-07,-1.4026144095989736e-06,-6.549309751987009e-06,1.4003586335472226e-06,-3.6679310908627716e-06,-4.540869279098926e-06,1.458981422596785e-07,1.223919122058235e-07,-3.533178677041555e-06,1.8929850635967895e-05,5.099437645037803e-06,-1.5498113411359036e-06,6.638226519312351e-06,-9.089132471902956e-06,-1.260661811976349e-06,-5.593456775966957e-06
1995-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.91537486817648e-07,0.0,0.0,-6.244531476478925e-07,0.0,4.779911821943941e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1131170467217955e-06,0.0,-1.1358253519752963e-06,7.235684818479459e-06,7.6069893446749485e-06,0.0,9.277652467652511e-07,0.0,0.0,6.946110548116331e-07,4.2916982151351745e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,6.901797241805764e-06,-6.400758266174369e-06,-4.481044055169298e-06,-4.628239823485532e-06,0.0,-7.429740209745014e-06,3.602784968863136e-06,0.0,1.3457174365037542e-06,-2.0258949418515135e-06,-3.042954548545493e-06,1.969308334392688e-06,-5.643683913051776e-06,-4.540869279098926e-06,0.0,0.0,-3.533178677041555e-06,1.8929850635967895e-05,5.099437645037803e-06,-7.347316216290517e-06,6.638226519312351e-06,-9.089132471902956e-06,-6.082315506773113e-06,-5.593456775966957e-06
1995-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.604934191655739e-07,0.0,0.0,0.0,0.0,-1.7173650236597452e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.59074420934031e-07,0.0,2.5776691811382995e-06,7.235684818479459e-06,1.4535885398493438e-06,0.0,0.0,0.0,0.0,6.946110548116331e-07,4.2916982151351745e-06,0.0,3.4861327100992723e-07,0.0,0.0,0.0,6.54450949564156e-06,4.833812299950519e-06,-6.400758266174369e-06,-4.481044055169298e-06,-4.628239823485532e-06,0.0,-7.429740209745014e-06,3.602784968863136e-06,0.0,1.3457174365037542e-06,-2.0258949418515135e-06,-8.277048740707514e-06,1.969308334392688e-06,-5.643683913051776e-06,-1.795091313663479e-06,-1.3626619848406584e-06,6.135006244157398e-07,-3.533178677041555e-06,0.0,5.099437645037803e-06,-7.347316216290517e-06,6.638226519312351e-06,-3.290795633539381e-06,-3.007579529815203e-06,-5.593456775966957e-06
1995-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.735330630411956e-07,0.0,0.0,-3.641296118595222e-07,0.0,2.3714840107150566e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2343301741327709e-06,0.0,2.5776691811382995e-06,3.0774367811632197e-06,3.227079178950162e-06,2.3185411559343247e-07,8.513608671482844e-07,9.64855023704887e-08,0.0,6.946110548116331e-07,8.230370255405429e-06,0.0,0.0,0.0,0.0,0.0,6.54450949564156e-06,-3.0432259666394602e-06,-6.400758266174369e-06,-7.4265094982235975e-06,-7.617556164537611e-06,0.0,-1.221168216081909e-05,3.602784968863136e-06,0.0,7.712146797953801e-06,-3.7590868421175958e-06,-3.7154466601506854e-06,1.969308334392688e-06,-5.643683913051776e-06,-4.306227098120837e-06,-1.3626619848406584e-06,3.8156392730181985e-06,-4.846247399941352e-06,4.095660280420442e-06,8.167888974613814e-06,6.521632135876822e-06,6.638226519312351e-06,-6.662517281630338e-06,-5.191437282586738e-06,3.578981040422994e-06
1995-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.735330630411956e-07,0.0,0.0,-3.641296118595222e-07,0.0,2.3714840107150566e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2343301741327709e-06,0.0,2.5776691811382995e-06,3.0774367811632197e-06,3.227079178950162e-06,0.0,8.513608671482844e-07,0.0,5.270567302613146e-06,0.0,8.230370255405429e-06,0.0,0.0,0.0,0.0,0.0,1.0144887940350616e-05,6.568711032420979e-06,-6.400758266174369e-06,-7.4265094982235975e-06,-5.198706916882077e-06,0.0,-1.221168216081909e-05,3.602784968863136e-06,0.0,-1.101612277552451e-05,-3.7590868421175958e-06,-1.2073271757932461e-05,2.793408599925061e-06,-5.643683913051776e-06,-1.7948845220542393e-06,-1.3626619848406584e-06,3.8156392730181985e-06,-3.064336980748355e-06,7.560761299613653e-06,8.167888974613814e-06,6.521632135876822e-06,6.638226519312351e-06,-6.662517281630338e-06,-5.191437282586738e-06,3.578981040422994e-06
1995-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.475057242667517e-07,0.0,0.0,-1.8354770188367837e-07,0.0,2.3714840107150566e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2343301741327709e-06,0.0,3.6650017699546244e-06,6.91636014822129e-06,0.0,0.0,0.0,0.0,0.0,-4.300016141655141e-06,8.230370255405429e-06,0.0,-1.526195621747274e-06,0.0,0.0,0.0,1.4349761433450423e-05,1.1475742854161306e-05,-1.1355390689420347e-05,-1.0607971802480307e-05,-5.198706916882077e-06,0.0,-1.6576045599471453e-05,3.602784968863136e-06,0.0,-1.101612277552451e-05,-3.7590868421175958e-06,-5.036568945163047e-06,2.793408599925061e-06,-9.623867688050383e-06,6.9622242659465e-06,-4.808824236229885e-07,3.8156392730181985e-06,-3.064336980748355e-06,1.0961125674680891e-05,8.167888974613814e-06,9.770203291237559e-06,1.1031183796520431e-05,-9.805312970508474e-06,-5.191437282586738e-06,4.883993795180333e-06
1995-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1322112999673095e-06,0.0,0.0,-5.586982079308271e-07,0.0,5.334933584684003e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2343301741327709e-06,0.0,0.0,1.0814041903564248e-06,2.3379879808606143e-07,0.0,0.0,0.0,5.674743988555282e-06,8.979962271730724e-07,8.230370255405429e-06,0.0,-1.526195621747274e-06,0.0,0.0,0.0,1.4349761433450423e-05,1.1475742854161306e-05,-1.1355390689420347e-05,-7.577016829564349e-06,-3.599864853091161e-06,0.0,-1.6576045599471453e-05,5.397296105518035e-06,0.0,-6.827400411498763e-06,-3.7590868421175958e-06,-5.036568945163047e-06,2.793408599925061e-06,-9.623867688050383e-06,6.9622242659465e-06,-6.567978027029598e-07,5.60379769718784e-06,9.36457142218285e-06,1.0961125674680891e-05,8.167888974613814e-06,9.770203291237559e-06,1.1031183796520431e-05,0.0,1.3258106200606485e-06,4.883993795180333e-06
1995-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1322112999673095e-06,0.0,0.0,-3.069945923286091e-07,0.0,1.6470525315962343e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2343301741327709e-06,0.0,6.886026561096343e-07,1.806409677389691e-06,0.0,0.0,0.0,0.0,5.674743988555282e-06,-3.530593165521229e-06,4.0541254790238995e-06,0.0,-1.526195621747274e-06,0.0,0.0,0.0,1.4349761433450423e-05,1.1475742854161306e-05,-7.806598622722785e-06,-7.577016829564349e-06,-3.599864853091161e-06,0.0,-1.6576045599471453e-05,5.397296105518035e-06,0.0,-6.827400411498763e-06,-5.9176802676645615e-06,-1.3132382949944547e-05,2.793408599925061e-06,-9.623867688050383e-06,6.9622242659465e-06,-1.5081088670303019e-06,5.60379769718784e-06,9.36457142218285e-06,1.0961125674680891e-05,1.1843600499458122e-05,9.770203291237559e-06,1.1031183796520431e-05,0.0,1.3258106200606485e-06,6.652620937835273e-06
1995-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6470525315962343e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2343301741327709e-06,0.0,2.5048452150538534e-06,7.3488597728862805e-06,0.0,0.0,0.0,0.0,0.0,-3.530593165521229e-06,7.756899813690231e-06,0.0,-2.0477591983440768e-06,0.0,0.0,0.0,1.4349761433450423e-05,1.1475742854161306e-05,1.5829249558652776e-05,1.207638628706252e-06,5.245075843344132e-06,0.0,-4.629419968344702e-06,5.397296105518035e-06,0.0,-6.827400411498763e-06,1.063143847753368e-06,0.0,2.793408599925061e-06,-1.4853377033447928e-05,6.9622242659465e-06,0.0,8.083230470503662e-06,9.36457142218285e-06,-5.130587970816147e-05,1.1843600499458122e-05,1.396686180797128e-05,-7.579463667898765e-06,0.0,1.3258106200606485e-06,6.652620937835273e-06
1995-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.300683067584197e-06,1.3676855265549032e-06,0.0,0.0,1.3340490795353158e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4013189881593754e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.742137088260677e-06,5.136929573129168e-06,0.0,-1.5225290614539475e-06,0.0,0.0,0.0,7.563362808372314e-06,7.115326106652879e-06,5.212674955784762e-06,1.207638628706252e-06,3.289679246818024e-07,0.0,-3.1601802273506456e-06,0.0,0.0,-4.069954051342024e-07,0.0,0.0,2.793408599925061e-06,-5.1508307596288146e-06,4.141424622867157e-06,0.0,5.725928271475368e-06,-2.1395881768998689e-07,-2.5019887114514523e-05,1.1843600499458122e-05,7.965132833639564e-06,-7.579463667898765e-06,0.0,1.3258106200606485e-06,6.652620937835273e-06
1996-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437970333221127e-06,8.416398619698383e-07,0.0,0.0,8.613888044677656e-07,0.0,4.262078440008477e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3965404001910896e-07,4.489705405564871e-08,0.0,0.0,0.0,0.0,0.0,-1.9534535755044728e-06,3.5985565719170058e-06,0.0,-1.5225290614539475e-06,0.0,0.0,0.0,2.759218738556262e-06,2.15296936599107e-06,2.5576113923746203e-06,1.207638628706252e-06,3.289679246818024e-07,0.0,4.172923844869284e-06,0.0,0.0,4.732884724054213e-06,7.85594213527547e-08,-1.0483725287991143e-06,1.5099963366317386e-06,-5.1508307596288146e-06,2.328546871797199e-06,-2.3998625456435437e-07,2.222340356107025e-06,-1.0128672367490006e-06,-1.6404843488004446e-05,2.7854301760191106e-06,3.7687001366734396e-06,-7.579463667898765e-06,0.0,9.171051403450039e-07,2.209844790255238e-06
1996-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437970333221127e-06,8.416398619698383e-07,0.0,0.0,8.613888044677656e-07,0.0,1.674285225826283e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.3082415449992227e-06,0.0,9.258500648643532e-07,2.2771045373878534e-06,5.354397297024944e-07,0.0,4.030837634255802e-07,0.0,0.0,-1.9534535755044728e-06,0.0,0.0,-1.5225290614539475e-06,0.0,0.0,-1.6726058765339088e-06,2.759218738556262e-06,2.15296936599107e-06,2.5576113923746203e-06,1.6536834967231116e-06,3.289679246818024e-07,0.0,-1.9828946942499888e-06,0.0,0.0,-7.56250236671764e-07,1.3303626636087731e-06,-7.51167975613257e-07,2.1402149987456235e-06,-3.5670867420862725e-06,3.2777751621751314e-06,-2.3998625456435437e-07,3.464539841361104e-06,-1.0128672367490006e-06,-2.4174596507551906e-05,3.7425462156241157e-06,5.644243178865987e-06,-7.579463667898765e-06,0.0,9.171051403450039e-07,2.209844790255238e-06
1996-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437970333221127e-06,8.416398619698383e-07,0.0,0.0,8.613888044677656e-07,0.0,8.878851224455665e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.3082415449992227e-06,0.0,5.052179726768721e-07,9.804801219275796e-07,8.663563211664777e-07,5.516709223046769e-07,6.054127997398944e-07,1.1419731393081006e-07,3.065891410042943e-06,-1.9534535755044728e-06,0.0,0.0,-1.5225290614539475e-06,0.0,0.0,-1.6726058765339088e-06,2.759218738556262e-06,2.15296936599107e-06,1.5087091175969274e-06,1.6536834967231116e-06,7.691561472150251e-07,0.0,-1.9828946942499888e-06,0.0,0.0,-4.823970033983396e-07,-2.887674915785841e-06,-4.740086144536062e-06,2.1402149987456235e-06,-3.5670867420862725e-06,1.502708779189825e-06,-2.3998625456435437e-07,2.5748860068226265e-06,-3.4900449742738923e-06,-2.4174596507551906e-05,3.7425462156241157e-06,5.644243178865987e-06,-7.579463667898765e-06,0.0,3.284567917609672e-07,2.209844790255238e-06
1996-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437970333221127e-06,8.416398619698383e-07,0.0,0.0,8.613888044677656e-07,0.0,4.5358378378574924e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.61781824764836e-07,0.0,2.4594301444539906e-07,0.0,3.1675969979189767e-07,1.387285691592739e-07,2.533946786976166e-07,0.0,3.065891410042943e-06,-1.228129235811739e-06,0.0,0.0,-1.0758776756576499e-06,0.0,0.0,-1.6726058765339088e-06,9.673453500822683e-07,9.08918655868432e-07,1.5087091175969274e-06,9.92306426848089e-07,7.691561472150251e-07,0.0,-1.9828946942499888e-06,1.9375938899795598e-06,0.0,-2.103833775122362e-07,-1.4938893643015306e-06,-2.6521455146395862e-06,1.4698550954852505e-06,-1.1085967492814316e-06,1.502708779189825e-06,-1.3009895304072609e-08,5.551489701915559e-07,-2.029270663518755e-06,0.0,3.7425462156241157e-06,6.945140121355483e-07,5.271898082635965e-07,3.331484466499713e-07,6.323722338849263e-07,4.07981744577836e-07
1996-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437970333221127e-06,8.416398619698383e-07,0.0,0.0,8.613888044677656e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2619124034393203e-06,0.0,9.445782303144721e-07,-4.43952687793409e-06,-3.4811923405024968e-06,-3.1025582163467526e-06,-2.2556874620984565e-06,-1.527580454845003e-06,3.065891410042943e-06,-1.228129235811739e-06,4.7761261873380865e-06,0.0,-1.0758776756576499e-06,0.0,0.0,-1.6726058765339088e-06,1.6856021549492632e-06,1.310576853328368e-06,2.89363875998215e-06,1.6620552194724161e-06,1.4161687309523913e-06,0.0,-5.481362603314597e-06,-5.93438841835065e-08,0.0,0.0,-2.725711015208156e-06,-4.986814258884352e-06,0.0,-1.1085967492814316e-06,1.502708779189825e-06,0.0,8.973901592646016e-07,-2.029270663518755e-06,1.5545746973416607e-05,5.1989042080489936e-06,1.374245207622084e-06,-4.711423617770767e-06,5.906598647509649e-07,6.323722338849263e-07,1.0203832231527057e-06
1996-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.955868316122796e-06,6.200289811650591e-07,0.0,0.0,1.2054882312643485e-06,0.0,2.1526467379379653e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.928144580972441e-06,0.0,1.745931462170061e-07,-7.85714486754346e-06,-5.3045816508831065e-06,-4.733309067009956e-06,-3.458767471157949e-06,-2.4089086827864064e-06,4.638015304121304e-06,-2.8664042654262976e-06,-1.0537287183258606e-05,0.0,-1.8955772237233447e-06,0.0,0.0,-2.6696059399832806e-06,3.1522405871027223e-06,2.093742044814293e-06,4.83154606077554e-06,2.9636870897189507e-06,2.4187465772332463e-06,0.0,-8.815364937682978e-06,-5.621497068907915e-07,0.0,-2.811618507138656e-07,-2.725711015208156e-06,6.971928118866083e-06,-2.3542257569524734e-06,-1.9395306446856846e-06,2.578343458836763e-06,0.0,1.5775350800194501e-06,-4.619843494754051e-06,2.263799486653075e-05,5.1989042080489936e-06,2.8007969491197516e-06,-7.222158236710478e-06,2.382249355322348e-06,1.6399392852531382e-06,1.8281078482313302e-06
1996-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.595613951436293e-06,6.200289811650591e-07,0.0,0.0,8.929886635667925e-07,0.0,-2.344425722361406e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.928144580972441e-06,0.0,0.0,1.0748591092093362e-06,-5.3045816508831065e-06,6.41111848114804e-07,5.504225769371895e-07,6.61949316491358e-07,2.6329497952505775e-06,-2.8664042654262976e-06,-1.0537287183258606e-05,0.0,-1.8955772237233447e-06,4.568192174187804e-06,0.0,-1.4419017411449773e-06,3.1522405871027223e-06,2.093742044814293e-06,4.83154606077554e-06,2.9636870897189507e-06,1.1182106345527927e-06,0.0,-8.815364937682978e-06,-5.621497068907915e-07,0.0,-4.5809486756541055e-07,-2.725711015208156e-06,-6.112284466836533e-06,-2.3542257569524734e-06,-1.9395306446856846e-06,1.8707675960364065e-06,0.0,2.1940973926473053e-06,-4.619843494754051e-06,1.535535509683075e-05,5.1989042080489936e-06,2.8007969491197516e-06,-4.887179509588852e-06,3.4317195793234913e-06,1.6399392852531382e-06,1.8281078482313302e-06
1996-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5998390252484426e-06,1.351628281715511e-06,0.0,0.0,1.579022931768831e-06,0.0,-3.2827534101006897e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.7199251266332498e-06,0.0,2.4813922460736496e-06,5.209613161105504e-06,-5.3045816508831065e-06,-3.766525972484475e-06,-2.9796149169078026e-06,-1.8785206695694465e-06,4.589473260040328e-06,5.083593251328495e-06,-1.0537287183258606e-05,0.0,-2.7964685644162694e-06,6.324686373298733e-06,0.0,-2.1894772889569212e-06,4.446362628103649e-06,3.4506817868030936e-06,4.83154606077554e-06,2.9636870897189507e-06,1.6405983436318428e-06,0.0,-8.815364937682978e-06,-1.6558321703903444e-06,0.0,0.0,-4.063702108151562e-06,-6.112284466836533e-06,-2.3542257569524734e-06,4.737519054054483e-06,3.4399868882933914e-06,1.4226530407811485e-06,3.4987289561601613e-06,-6.383426152134865e-06,2.4045765752417738e-05,9.631208297691683e-06,4.007855441801401e-06,-7.606356816149382e-06,5.088767170510094e-06,2.7286126924601734e-06,3.399328537856763e-06
