Episode ID,Symbol,Asset class,Direction,Entry date,Exit date,Status,Entry contracts,Maximum absolute contracts,Entry NAV USD,Holding sessions,Holding calendar days,Gross P&L USD,Regular cost USD,Roll cost USD,Net P&L USD,Gross contribution,Cost contribution,Net contribution,MFE contribution,MAE contribution,Resize count,Roll count
SI-0001,SI,Metals,Short,1990-02-01,1990-05-01,Closed,2.0,2.0,987084.4134132781,63,89,2920.0000000000045,91.96764702978174,138.48507453687327,2689.5472784333497,0.0030013146191683847,0.00023382361052911443,0.00276749100863927,0.0033375535465030217,-0.0003513408311854784,1,2
YAP-0001,YAP,Equity indices,Long,1990-02-01,1990-04-02,Closed,2.0,2.0,987084.4134132781,42,60,-6070.432250000003,75.57730523997813,36.71377952426108,-6182.723334764241,-0.006210716435200894,0.00011388895478076594,-0.0063246053899816594,0.0001947298374072105,-0.0063246053899816594,1,1
YYT-0002,YYT,Government bonds,Long,1990-02-01,1990-03-01,Closed,5.0,5.0,987084.4134132781,20,28,-9230.088000000103,194.5554296704327,0.0,-9424.643429670536,-0.009416695019196623,0.00019733886278623197,-0.009614033881982854,0.0014206231819875212,-0.009614033881982854,0,0
6B-0001,6B,FX,Long,1990-03-01,1990-04-02,Closed,2.0,2.0,984754.8768343471,22,32,-2149.9999999999873,39.291418528172194,42.92558063654802,-2232.2169991647074,-0.0022376489210115284,8.396860416551763e-05,-0.0023216175251770457,0.0,-0.008152650068214227,0,1
CC-0001,CC,Agriculture & livestock,Short,1990-03-01,1990-05-01,Closed,4.0,4.0,984754.8768343471,43,61,-8410.0,94.52090770333808,70.7922964035758,-8575.313204106913,-0.008532028602073544,0.00016912302349269588,-0.008701151625566235,0.0012405887005321114,-0.0095521148563402,1,1
CT-0001,CT,Agriculture & livestock,Short,1990-03-01,1990-06-01,Closed,3.0,3.0,984754.8768343471,66,92,-14254.99999999999,51.04264493851448,34.696737761251924,-14340.739382699758,-0.014574177163442012,8.797288027629071e-05,-0.014662150043718304,0.0,-0.015688403165389275,1,1
YXT-0002,YXT,Government bonds,Short,1990-03-01,1990-12-03,Closed,2.0,2.0,984754.8768343471,197,277,-11998.228000000101,179.84892870927746,227.91341574041508,-12405.990344449794,-0.010768821043517184,0.0004073969957924024,-0.011176218039309587,0.006949322998544518,-0.011232018613106912,4,3
YYT-0003,YYT,Government bonds,Short,1990-03-01,1990-10-01,Closed,5.0,5.0,984754.8768343471,152,214,-6852.672400000057,297.85046099603767,442.52666850973696,-7593.049529505831,-0.006636234981063253,0.0007377222043778248,-0.007373957185441079,0.004981956836631605,-0.007373957185441079,4,3
ZM-0001,ZM,Agriculture & livestock,Short,1990-03-01,1991-10-01,Closed,1.0,5.0,984754.8768343471,413,579,6740.0000000000055,209.53341048267663,897.4055451017841,5633.0610444155445,0.0068612531733677025,0.0010292294333397434,0.005832023740027959,0.014352589047262792,-0.004958705573188976,12,13
GF-0002,GF,Agriculture & livestock,Long,1990-04-02,1993-06-01,Closed,1.0,6.0,983471.4352481026,826,1156,95362.49999999999,722.1347590806853,2892.865030712848,91747.50021020646,0.08164808095461148,0.003017560292364825,0.07863052066224664,0.07895138617594365,-0.00019470358427029307,25,26
CC-0002,CC,Agriculture & livestock,Long,1990-05-01,1990-07-02,Closed,1.0,1.0,981617.8146679918,44,62,-450.0,23.64616897711145,23.55602552296733,-497.2021945000788,-0.00048692537294421797,4.86001124183209e-05,-0.0005355254853625387,0.0017382381779935706,-0.0017119084953968492,0,1
