Window,Source start,Source end,Source months,Method,Expected block months,Horizon months,Samples,Seed,Metric,Statistic,Value,Selection adjusted
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Monthly Sharpe,P95,3.5264735721182894,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Monthly Sharpe,P99,4.614145155006075,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,P01,-0.13122134361021917,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,P05,-0.10384319130940851,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,P25,-0.06472830329168133,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,Median,-0.049463081825119604,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,P75,-0.02894706688092885,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,P95,-0.00983902392190461,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Maximum drawdown,P99,-0.0018083174006792136,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,P01,-0.09031876325698841,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,P05,-0.021212987267227534,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,P25,0.07338253641401703,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,Median,0.1483925652183364,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,P75,0.21785295646450192,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,P95,0.31578888569398356,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Worst 12-month return,P99,0.3999404010065954,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Probability of terminal loss,Probability,0.0805,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,12,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,P01,0.014118715657934022,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,P05,0.05267793316903407,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,P25,0.1084718563980245,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,Median,0.14569867654780944,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,P75,0.18336539297435117,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,P95,0.23944828358667591,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,CAGR,P99,0.2699409312762401,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,P01,0.17955851646760784,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,P05,0.5395390073883041,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,P25,1.073499750178126,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,Median,1.4667889533601484,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,P75,1.8754192806228316,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,P95,2.467376821403456,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Monthly Sharpe,P99,2.8672237373242253,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,P01,-0.15767383550070668,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,P05,-0.1475219831751067,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,P25,-0.09187569767170703,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,Median,-0.07066441961539527,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,P75,-0.05731997490327467,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,P95,-0.04359101169683834,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Maximum drawdown,P99,-0.02834646874240148,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,P01,-0.1378738390212728,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,P05,-0.1273482122667782,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,P25,-0.030588441525210598,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,Median,0.01637874147423108,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,P75,0.0667951011597439,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,P95,0.12853462899301676,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Worst 12-month return,P99,0.18097864903363495,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Probability of terminal loss,Probability,0.006,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.0015,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,36,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,P01,0.04565461873044225,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,P05,0.07417633861960231,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,P25,0.11467132487607382,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,Median,0.1441707391562672,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,P75,0.17295408903711706,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,P95,0.21322731834526668,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,CAGR,P99,0.2420138272036584,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,P01,0.4419682827837586,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,P05,0.746551278567136,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,P25,1.1334857288240272,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,Median,1.438876524966263,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,P75,1.7290436760912589,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,P95,2.1460633686078174,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Monthly Sharpe,P99,2.4589414342781732,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,P01,-0.17863857832688618,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,P05,-0.14820945138749864,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,P25,-0.11569964110856612,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,Median,-0.08080746214267864,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,P75,-0.06837142999342605,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,P95,-0.05230733395170485,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Maximum drawdown,P99,-0.04359520616473622,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,P01,-0.14830130487544313,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,P05,-0.128617796420891,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,P25,-0.06972522405796619,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,Median,-0.020733879644600675,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,P75,0.021094278621279418,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,P95,0.07473800740764726,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Worst 12-month return,P99,0.10151007860075097,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Probability of terminal loss,Probability,0.001,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.005,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,60,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,P01,0.07506445772928169,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,P05,0.09540993250090055,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,P25,0.12399247558071566,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,Median,0.14390100250271515,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,P75,0.16415259511951602,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,P95,0.19180671321229192,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,CAGR,P99,0.21008103316260504,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,P01,0.7379044533574226,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,P05,0.9073246360095721,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,P25,1.2008903494264649,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,Median,1.415340007360257,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,P75,1.6397719347618147,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,P95,1.909644760555667,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Monthly Sharpe,P99,2.0937490021385354,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,P01,-0.2020959508518115,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,P05,-0.16381861604855522,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,P25,-0.13159026177961972,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,Median,-0.107583425123148,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,P75,-0.07887646733268794,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,P95,-0.06486917663159404,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Maximum drawdown,P99,-0.057966303760029605,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,P01,-0.16441944681981255,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,P05,-0.1337035275859158,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,P25,-0.09857646305551886,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,Median,-0.06545163671948459,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,P75,-0.023265319659454678,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,P95,0.022445682537882417,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Worst 12-month return,P99,0.046689032633637245,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Probability of terminal loss,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.0115,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,12,120,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,P01,-0.07349381546631027,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,P05,-0.01617209044171515,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,P25,0.07877481485139705,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,Median,0.15068085665945288,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,P75,0.2250482754426164,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,P95,0.313324893952123,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,CAGR,P99,0.3678098124145745,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,P01,-0.8791425962969158,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,P05,-0.14843328931944094,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,P25,0.8146950811824268,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,Median,1.4967800917524352,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,P75,2.444740063836812,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,P95,3.633373023442486,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Monthly Sharpe,P99,4.537350231548281,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,P01,-0.11569964110856645,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,P05,-0.10383889569000637,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,P25,-0.06472830329168122,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,Median,-0.04710371263355273,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,P75,-0.026608916862613574,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,P95,-0.004715971311856748,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Maximum drawdown,P99,-0.0008812850127397631,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,P01,-0.07349381546631027,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,P05,-0.016172090441715165,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,P25,0.07877481485139703,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,Median,0.15068085665945288,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,P75,0.22504827544261644,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,P95,0.3133248939521231,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Worst 12-month return,P99,0.3678098124145745,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Probability of terminal loss,Probability,0.075,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,12,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,P01,0.02720808788146999,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,P05,0.06401576424259851,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,P25,0.10932416054694394,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,Median,0.14482682288141674,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,P75,0.18093579026510437,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,P95,0.23151503436562043,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,CAGR,P99,0.2602823593698011,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,P01,0.29532035277898294,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,P05,0.5911182613088406,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,P25,1.100396841659615,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,Median,1.501316554430843,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,P75,1.8684907956044485,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,P95,2.3379752207171767,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Monthly Sharpe,P99,2.7925004661918216,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,P01,-0.15461643706044068,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,P05,-0.14820945138749841,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,P25,-0.08943125960786069,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,Median,-0.07066441961539527,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,P75,-0.057956996617249235,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,P95,-0.04359520616473622,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Maximum drawdown,P99,-0.02558230872354683,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,P01,-0.12907759847366404,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,P05,-0.12861779642089097,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,P25,-0.026915068489977576,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,Median,0.02110774866396729,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,P75,0.06610999135203816,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,P95,0.12156221087877243,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Worst 12-month return,P99,0.16353051671730548,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Probability of terminal loss,Probability,0.005,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.0015,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,36,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,P01,0.05870741789280214,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,P05,0.07877062200699386,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,P25,0.116114191150511,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,Median,0.141870163172294,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,P75,0.17165707441706815,False
