year,feature,importance,importance_std
2007,trend_21,0.004384273288026264,0.0021084002747114423
2007,trend_63,-0.00018307367197097543,0.00018803999993614287
2007,trend_126,0.016653652876676566,0.004337209871902756
2007,trend_252,-0.00013333345635183994,3.4005876868903026e-05
2007,vol_ratio_20_120,0.000694495235885458,0.003483621085412062
2007,breakout_252,-0.003229599793130792,0.004260209037567571
2007,skew_63,0.000414318159682107,0.00021740933430128937
2007,down_day_share_63,-0.0023930369072343582,0.0021972620731648246
2007,cross_section_rank_252,-0.0013982621008959972,0.0012603191689924526
2007,class_trend_252,-0.006106776149508238,0.0016967845354113511
2007,vix_log,0.0005219994703411871,0.00030030934075774127
2007,vix_change_21,4.887077774347789e-05,4.725193989755522e-05
2007,yield_curve,-0.003960222527724988,0.0025702397347254703
2007,yield_curve_change_21,-6.835148506223465e-05,8.659494801536011e-05
2007,baa_credit_spread,0.0002492209360860735,0.0002621796368516307
2007,baa_credit_spread_change_21,-0.0008327524123385258,0.0008943973376762195
2007,asset_class,-0.00011254623715143779,0.002046582092765029
2008,trend_21,0.0,0.0
2008,trend_63,0.0,0.0
2008,trend_126,-0.00017296705282617472,8.043024604519132e-05
2008,trend_252,0.0005618033755773929,0.00031606037045759814
2008,vol_ratio_20_120,8.585132518457161e-05,0.0003117049252733284
2008,breakout_252,0.0,0.0
2008,skew_63,0.0,0.0
2008,down_day_share_63,-6.639283135049616e-05,0.0007000576475024796
2008,cross_section_rank_252,5.3948955717493995e-05,2.9198542778106837e-05
2008,class_trend_252,0.0022919247636492557,0.00047441203510965516
2008,vix_log,-0.001163338944975741,0.00021943421383939702
2008,vix_change_21,0.001106733077647822,5.4517559841265665e-05
2008,yield_curve,0.0,0.0
2008,yield_curve_change_21,0.0,0.0
2008,baa_credit_spread,0.0,0.0
2008,baa_credit_spread_change_21,-0.00021969081529667664,0.0001649303011029635
2008,asset_class,-0.0001630038543387613,0.00015688855037068505
2009,trend_21,0.0,0.0
2009,trend_63,0.0,0.0
2009,trend_126,0.0,0.0
2009,trend_252,0.00278322126835584,0.0005054064329693552
2009,vol_ratio_20_120,0.0004657296939534576,0.0005198826048318615
2009,breakout_252,0.0,0.0
2009,skew_63,0.0,0.0
2009,down_day_share_63,-0.0005121172327184528,0.000661278021461918
2009,cross_section_rank_252,0.00026697326158468354,0.00019966228898677705
2009,class_trend_252,0.007275277246890366,0.0016059584659521451
2009,vix_log,-0.0013329905867756435,0.00038406767259837
2009,vix_change_21,0.0031216771581190628,0.0007029276112921969
2009,yield_curve,-0.005496090193423712,0.002737640747807302
2009,yield_curve_change_21,-0.0013894920055040894,0.00039734156109533816
2009,baa_credit_spread,1.463396766587799e-05,4.637706115504659e-05
2009,baa_credit_spread_change_21,7.705174948635651e-05,0.0009273897812707019
2009,asset_class,0.0004671737042850621,0.0002921740058208988
2010,trend_21,0.0003521568173501244,0.0001346839196460162
2010,trend_63,0.0002887339394087955,0.0009629597020199095
2010,trend_126,0.0015290297432609308,0.0005823953396203651
2010,trend_252,-0.00013353747083266754,0.00021191840652954143
2010,vol_ratio_20_120,-0.0012259778852210153,0.00042549400855236753
2010,breakout_252,0.00039969335882220996,0.00022220215059665677
2010,skew_63,0.0,0.0
2010,down_day_share_63,0.0012538565071874934,0.00043056078166858893
2010,cross_section_rank_252,-0.0020475170699325216,0.0007793030435033485
2010,class_trend_252,0.004947957606607711,0.006520432192325654
2010,vix_log,0.0005973959608747137,0.0006508976714291721
2010,vix_change_21,-0.003138781806513983,0.0009364592758276301
2010,yield_curve,0.0040618160789708995,0.0010614148579307487
2010,yield_curve_change_21,0.01252563854453396,0.00022765995781328795
2010,baa_credit_spread,0.0003803634175943982,0.00010865927407121831
2010,baa_credit_spread_change_21,-0.0029404894918129885,0.0012146813699330525
2010,asset_class,0.0007713064058550619,0.00014876697306028086
2011,trend_21,4.546557883178259e-06,0.00032896983620974405
2011,trend_63,0.0004534117335160219,0.0006514009624630612
2011,trend_126,0.019820364786832283,0.0017902871484353473
2011,trend_252,-0.0042939628111359944,0.0007502567333903328
2011,vol_ratio_20_120,0.00134443919758509,0.0009464859408243727
2011,breakout_252,-0.004062080651744256,0.0020218798214077264
2011,skew_63,0.0006814188264039345,0.0003972956222677766
2011,down_day_share_63,0.0002263775556543927,0.0003003474009330241
2011,cross_section_rank_252,2.7062270321083954e-05,1.2389617626456315e-05
2011,class_trend_252,-0.008259036412871104,0.0018364784255908767
2011,vix_log,-0.0006693112521568197,0.00011300033299889011
2011,vix_change_21,-0.007023547562696593,0.0020308049965968183
2011,yield_curve,-0.0008989646576757308,0.0012531471611352972
2011,yield_curve_change_21,-0.00040532384578676844,0.0009757529950945513
2011,baa_credit_spread,0.004496906210231318,0.0009313513048493016
2011,baa_credit_spread_change_21,0.0036855712864258447,0.003238414998960241
2011,asset_class,0.0013074121211753553,0.003313094186426899
2012,trend_21,0.0,0.0
2012,trend_63,0.0,0.0
2012,trend_126,0.0,0.0
2012,trend_252,-0.000416829954846006,0.00018151011602214265
2012,vol_ratio_20_120,7.520450034037562e-05,0.0002514594876532687
2012,breakout_252,-0.001422040690745326,0.00012896992555639354
2012,skew_63,-8.085543526237249e-05,0.00012198038976053417
2012,down_day_share_63,-8.778314010704502e-05,9.440952935412984e-05
2012,cross_section_rank_252,0.0,0.0
2012,class_trend_252,-0.00777182346490531,0.002584408187974487
2012,vix_log,-0.00015650492368383487,0.00019496825601505904
2012,vix_change_21,-0.0038636184278156107,0.00264472845398917
2012,yield_curve,-0.0022901412179091953,0.0012614506874853212
2012,yield_curve_change_21,-0.0031871822272922326,0.0019233619782203038
2012,baa_credit_spread,0.0,0.0
2012,baa_credit_spread_change_21,0.0,0.0
2012,asset_class,0.0003208648930889124,4.263886182244992e-05
2013,trend_21,0.0,0.0
2013,trend_63,-0.00010341393197721427,0.00010306548552703109
2013,trend_126,0.0,0.0
2013,trend_252,-0.000664781624691598,0.0002291020626705612
2013,vol_ratio_20_120,-0.0004617565858982727,0.0003645659722502442
2013,breakout_252,-0.0016777130255783979,0.0006488422772903901
2013,skew_63,-9.963127807714282e-05,4.273814217851839e-05
2013,down_day_share_63,-0.0006006276064533708,0.0003247462105989176
2013,cross_section_rank_252,0.0,0.0
2013,class_trend_252,-0.0018261316323070857,0.0007845918563894155
2013,vix_log,-0.0006932769687390353,0.00015023958601603782
2013,vix_change_21,-0.00037912246667097066,0.0005474856307072432
2013,yield_curve,-0.0038143342021350244,0.0008710057915535252
2013,yield_curve_change_21,0.002038567779386602,0.0006895858508723282
2013,baa_credit_spread,-0.0010742533283275197,0.0001332670585778256
2013,baa_credit_spread_change_21,-0.0014240686896771864,0.0002436724087002633
2013,asset_class,0.00037112084803603285,0.00038270075873903767
2014,trend_21,0.0,0.0
2014,trend_63,-0.0006612587915704182,0.0009000564154023003
2014,trend_126,0.0,0.0
2014,trend_252,0.0,0.0
2014,vol_ratio_20_120,-0.00026854068210617016,9.336091264549402e-05
2014,breakout_252,-0.00011118786739846194,0.0001790267282155846
2014,skew_63,0.0,0.0
2014,down_day_share_63,-0.00011214971844904682,6.585089832471214e-05
2014,cross_section_rank_252,0.0,0.0
2014,class_trend_252,-0.0003533124306860369,0.0014196111615810128
2014,vix_log,-0.0010894237904516269,0.00013914890136370196
2014,vix_change_21,-0.0017204715992510018,0.0012500706231304986
2014,yield_curve,-0.003226270226357242,0.0023306443028330063
2014,yield_curve_change_21,0.00038506707983039973,0.00039512380925413944
2014,baa_credit_spread,0.0,0.0
2014,baa_credit_spread_change_21,0.0,0.0
2014,asset_class,-0.0013520664015268895,0.0005650566404779523
