Date,Symbol,Trade contracts,End contracts,Vendor roll label date,Executed roll,Physical contract turnover,Charged contract turnover
1990-12-03,YXT,4.0,2.0,False,False,4.0,4.0
1990-12-03,ZF,-2.0,-7.0,False,False,2.0,2.0
1990-12-03,6B,1.0,2.0,False,False,1.0,1.0
1990-12-03,6C,3.0,5.0,False,False,3.0,3.0
1990-12-03,6S,1.0,2.0,False,False,1.0,1.0
1990-12-03,BRN,1.0,1.0,False,False,1.0,1.0
1990-12-03,CL,1.0,1.0,False,False,1.0,1.0
1990-12-03,GAS,1.0,1.0,False,False,1.0,1.0
1990-12-03,HO,1.0,1.0,False,False,1.0,1.0
1990-12-03,GC,-1.0,-3.0,False,False,1.0,1.0
1990-12-03,HG,3.0,3.0,False,False,3.0,3.0
1990-12-03,PL,-1.0,-3.0,False,False,1.0,1.0
1990-12-03,CC,1.0,2.0,False,False,1.0,1.0
1990-12-03,GF,4.0,8.0,False,False,4.0,4.0
1990-12-03,HE,1.0,3.0,False,False,1.0,1.0
1990-12-03,KE,-5.0,-9.0,False,False,5.0,5.0
1990-12-03,LE,4.0,8.0,False,False,4.0,4.0
1990-12-03,RS,-10.0,-33.0,False,False,10.0,10.0
1990-12-03,SB,-2.0,-6.0,False,False,2.0,2.0
1990-12-03,ZC,-4.0,-10.0,False,False,4.0,4.0
1990-12-03,ZM,-1.0,-5.0,False,False,1.0,1.0
1990-12-03,ZS,-2.0,-4.0,False,False,2.0,2.0
1990-12-10,LE,0.0,8.0,True,True,16.0,16.0
1990-12-12,GAS,0.0,1.0,True,True,2.0,2.0
1990-12-14,HE,0.0,3.0,True,True,6.0,6.0
1990-12-17,YXT,0.0,2.0,True,True,4.0,4.0
1990-12-17,YYT,0.0,8.0,True,True,16.0,16.0
1990-12-17,6B,0.0,2.0,True,True,4.0,4.0
1990-12-17,6C,0.0,5.0,True,True,10.0,10.0
1990-12-17,6J,0.0,1.0,True,True,2.0,2.0
1990-12-17,6S,0.0,2.0,True,True,4.0,4.0
1990-12-19,CL,0.0,1.0,True,True,2.0,2.0
1990-12-31,YAP,0.0,-4.0,True,True,8.0,8.0
1990-12-31,BRN,0.0,1.0,True,True,2.0,2.0
1990-12-31,HO,0.0,1.0,True,True,2.0,2.0
1990-12-31,PL,0.0,-3.0,True,True,6.0,6.0
1990-12-31,RS,0.0,-33.0,True,True,66.0,66.0
1990-12-31,ZL,0.0,7.0,True,True,14.0,14.0
1990-12-31,ZM,0.0,-5.0,True,True,10.0,10.0
1990-12-31,ZS,0.0,-4.0,True,True,8.0,8.0
1991-01-02,YXT,1.0,3.0,False,False,1.0,1.0
1991-01-02,ZF,13.0,6.0,False,False,13.0,13.0
1991-01-02,ZN,-1.0,-3.0,False,False,1.0,1.0
1991-01-02,6J,1.0,2.0,False,False,1.0,1.0
1991-01-02,PL,-1.0,-4.0,False,False,1.0,1.0
1991-01-02,CC,-8.0,-6.0,False,False,8.0,8.0
1991-01-02,HE,1.0,4.0,False,False,1.0,1.0
1991-01-02,RS,-1.0,-34.0,False,False,1.0,1.0
1991-01-02,ZL,4.0,11.0,False,False,4.0,4.0
1991-01-02,ZM,-1.0,-6.0,False,False,1.0,1.0
1991-01-04,SNK,-1.0,-1.0,False,False,1.0,1.0
1991-01-10,GAS,0.0,1.0,True,True,2.0,2.0
1991-01-22,CL,0.0,1.0,True,True,2.0,2.0
1991-01-31,BRN,0.0,1.0,True,True,2.0,2.0
1991-01-31,HO,0.0,1.0,True,True,2.0,2.0
1991-01-31,GC,0.0,-3.0,True,True,6.0,6.0
1991-01-31,GF,0.0,8.0,True,True,16.0,16.0
1991-02-01,YAP,2.0,-2.0,False,False,2.0,2.0
1991-02-01,LLG,2.0,1.0,False,False,2.0,2.0
1991-02-01,YXT,-1.0,2.0,False,False,1.0,1.0
1991-02-01,ZN,6.0,3.0,False,False,6.0,6.0
1991-02-01,ZB,4.0,2.0,False,False,4.0,4.0
1991-02-01,6C,1.0,6.0,False,False,1.0,1.0
1991-02-01,CL,-2.0,-1.0,False,False,2.0,2.0
1991-02-01,GAS,-1.0,0.0,False,False,1.0,1.0
1991-02-01,HO,-1.0,0.0,False,False,1.0,1.0
1991-02-01,GC,2.0,-1.0,False,False,2.0,2.0
1991-02-01,CC,6.0,0.0,False,False,6.0,6.0
1991-02-01,GF,-2.0,6.0,False,False,2.0,2.0
1991-02-01,HE,-1.0,3.0,False,False,1.0,1.0
1991-02-01,KE,-1.0,-10.0,False,False,1.0,1.0
1991-02-01,RS,10.0,-24.0,False,False,10.0,10.0
1991-02-01,ZL,-4.0,7.0,False,False,4.0,4.0
1991-02-04,LE,0.0,8.0,True,True,16.0,16.0
1991-02-14,HE,0.0,3.0,True,True,6.0,6.0
1991-02-20,CL,0.0,-1.0,True,True,2.0,2.0
1991-02-20,KC,0.0,-2.0,True,True,4.0,4.0
1991-02-22,CT,0.0,3.0,True,True,6.0,6.0
1991-02-27,LLG,0.0,1.0,True,True,2.0,2.0
1991-02-28,ZF,0.0,6.0,True,True,12.0,12.0
1991-02-28,ZN,0.0,3.0,True,True,6.0,6.0
1991-02-28,ZB,0.0,2.0,True,True,4.0,4.0
1991-02-28,BRN,0.0,1.0,True,True,2.0,2.0
1991-02-28,HG,0.0,3.0,True,True,6.0,6.0
1991-02-28,SI,0.0,-1.0,True,True,2.0,2.0
1991-02-28,KE,0.0,-10.0,True,True,20.0,20.0
1991-02-28,RS,0.0,-24.0,True,True,48.0,48.0
1991-02-28,SB,0.0,-6.0,True,True,12.0,12.0
1991-02-28,ZC,0.0,-10.0,True,True,20.0,20.0
1991-02-28,ZL,0.0,7.0,True,True,14.0,14.0
1991-02-28,ZM,0.0,-6.0,True,True,12.0,12.0
1991-02-28,ZS,0.0,-4.0,True,True,8.0,8.0
1991-03-01,6S,-1.0,1.0,False,False,1.0,1.0
1991-03-01,HO,1.0,1.0,False,False,1.0,1.0
1991-03-01,CC,-6.0,-6.0,False,False,6.0,6.0
1991-03-01,HE,-1.0,2.0,False,False,1.0,1.0
1991-03-01,RS,8.0,-16.0,False,False,8.0,8.0
1991-03-01,SB,4.0,-2.0,False,False,4.0,4.0
1991-03-01,ZC,-5.0,-15.0,False,False,5.0,5.0
1991-03-01,ZL,-7.0,0.0,False,False,7.0,7.0
1991-03-01,ZW,-9.0,-9.0,False,False,9.0,9.0
1991-03-07,SNK,0.0,-1.0,True,True,2.0,2.0
1991-03-15,YXT,0.0,2.0,True,True,4.0,4.0
1991-03-15,YYT,0.0,8.0,True,True,16.0,16.0
1991-03-18,6B,0.0,2.0,True,True,4.0,4.0
1991-03-18,6C,0.0,6.0,True,True,12.0,12.0
1991-03-18,6J,0.0,2.0,True,True,4.0,4.0
1991-03-18,6S,0.0,1.0,True,True,2.0,2.0
1991-03-20,CL,0.0,-1.0,True,True,2.0,2.0
1991-03-28,HO,0.0,1.0,True,True,2.0,2.0
1991-03-28,GC,0.0,-1.0,True,True,2.0,2.0
