Window,Cohort definition,Scope,Group,Closed episodes,Open or censored episodes,Entries before window,Wins,Losses,Breakevens,Win rate,Loss rate,Non-breakeven win rate,Profit factor contribution,Profit factor USD,Profit factor denominator zero,Expectancy bps,Expectancy USD,Average win bps,Average loss bps,Payoff ratio contribution,Average win USD,Average loss USD,Payoff ratio USD,Median outcome bps,Mean holding sessions,Median holding sessions,Low sample,Definition version
1990-2004 development history,closed episodes grouped by exit date,Overall,All,808,44,0,396,412,0,0.4900990099009901,0.5099009900990099,0.4900990099009901,2.4669252173872227,2.394281420381868,False,22.894131216367512,6262.922767649764,77.96696748368504,30.83218093683467,2.528752917071113,21944.11073961596,8809.287030647836,2.49102006362962,-0.5260927091033925,155.49257425742573,67.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Asset class,Agriculture & livestock,283,9,0,127,156,0,0.44876325088339225,0.5512367491166078,0.44876325088339225,2.1329314616969497,1.6443764948380153,False,18.84277975255505,3351.420193532653,79.04983164090653,30.171935566808017,2.6199788033442846,19057.817632736154,9435.198234536865,2.0198640409033892,-3.402767783212248,166.44169611307422,67.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Asset class,Energy,80,5,0,41,39,0,0.5125,0.4875,0.5125,3.172450149239092,3.477589364092829,False,48.79747630635989,11712.15395086312,139.0427917280398,46.07580400873947,3.0176964834225513,32076.86183953266,9696.897932097165,3.307950858527325,0.7938309069668446,190.3125,119.5,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Asset class,Equity indices,137,15,0,69,68,0,0.5036496350364964,0.49635036496350365,0.5036496350364964,2.1404866941023184,2.411656625175548,False,13.72705560512164,5487.23053826747,50.422250972520025,24.611208211563255,2.048751550069362,18612.77318271442,7831.334792127225,2.376705079883149,0.23580087271599037,109.39416058394161,45.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Asset class,FX,104,5,0,58,46,0,0.5576923076923077,0.4423076923076923,0.5576923076923077,2.866914838333587,3.2676537426434424,False,25.637957202303667,8345.40913124115,69.39929054942309,31.73801318614179,2.1866299614408713,21563.15315718928,8320.442031910841,2.5915874510620402,3.008977536723358,148.60576923076923,44.5,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Asset class,Government bonds,121,9,0,58,63,0,0.4793388429752066,0.5206611570247934,0.4793388429752066,2.7773450888825844,3.3555936831075033,False,29.03859146785286,10557.85119540396,94.6653423635327,31.379687134519052,3.016771389648325,31376.312410651884,8608.351193236987,3.6448690006167705,-1.4832917483573425,174.2396694214876,89.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Asset class,Metals,83,1,0,43,40,0,0.5180722891566265,0.4819277108433735,0.5180722891566265,2.141593714289172,1.863516362373634,False,14.476259202308897,3347.520932368894,51.227985890188904,26.98722731735059,1.8982307922108574,13944.26338529086,8043.977204522217,1.7335035929057059,0.6644614007056096,141.9879518072289,86.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6A,6,1,0,3,3,0,0.5,0.5,0.5,1.7861754329911625,1.8445560118902355,False,20.559434258787313,6513.780004906104,93.42127685044458,52.30240833286996,1.7861754329911628,28452.895720412023,15425.335710599813,1.8445560118902355,12.997563467737445,239.5,239.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6B,28,1,0,11,17,0,0.39285714285714285,0.6071428571428571,0.39285714285714285,0.9069597136247755,1.1428140411583836,False,-2.1842893510822923,573.1709939579097,49.68255383620366,41.084421741546755,1.2092796181663674,11674.927967911084,6610.318812717674,1.7661671545175017,-2.685913439865158,89.28571428571429,44.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6C,14,1,0,7,7,0,0.5,0.5,0.5,2.9116320261819455,2.1119272232428368,False,29.88745061404341,5861.414072101034,91.04394276401135,31.269041535924522,2.911632026181946,22265.629776500886,10542.801632298815,2.1119272232428368,0.26755866430912717,209.78571428571428,56.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6E,3,1,0,3,0,0,1.0,0.0,1.0,,,True,117.60089915009145,67886.66958694704,117.60089915009145,,,67886.66958694704,,,48.231930217788495,363.0,371.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6J,22,0,0,15,7,0,0.6818181818181818,0.3181818181818182,0.6818181818181818,8.297537523840454,4.89897060889155,False,41.20457521374924,10646.968553976481,68.71471527856202,17.74572492513536,3.8721841777922124,19620.5991707495,8582.239910537142,2.2861862841493896,10.488761481844408,131.0,42.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6M,14,1,0,7,7,0,0.5,0.5,0.5,3.0907905116772256,2.4047033084988456,False,22.109963055145418,6887.5562937726745,65.36978587066336,21.149859760372525,3.0907905116772256,23581.533989276297,9806.421401730946,2.404703308498846,-0.8832166128497986,136.64285714285714,76.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6N,0,0,0,0,0,0,,,,,,False,,,,,,,,,,,,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,6S,17,0,0,12,5,0,0.7058823529411765,0.29411764705882354,0.7058823529411765,6.023474848681704,10.10636664115829,False,36.287288340927134,11553.657630486225,61.640344896563064,24.560047392599103,2.5097811869507103,18165.070468849688,4313.733181586087,4.2109861004826215,3.7707527921730857,158.64705882352942,86.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,BRN,21,1,0,11,10,0,0.5238095238095238,0.47619047619047616,0.5238095238095238,2.2147298012355963,2.8234149959865475,False,32.70514979906387,8140.025427090388,113.8370978874823,56.53999309819642,2.0133907283959966,24062.545383352743,9374.746524798202,2.566740905442316,0.9832296737304497,146.14285714285714,45.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,CC,33,1,0,10,23,0,0.30303030303030304,0.696969696969697,0.30303030303030304,0.9266751120935439,0.7409479645665134,False,-1.5160977428126732,-1451.1902124920498,63.22913383708847,29.666198429726215,2.1313527578151508,13697.426568142144,8037.545334506916,1.7041803185029807,-13.336739889584313,104.9090909090909,44.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,CGB,6,1,0,4,2,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,8.021725189625244,7.773667985556094,False,38.57273349621285,17818.65660838028,66.09911230429101,16.480024119943458,4.010862594812622,30673.850722581206,7891.73162002157,3.886833992778047,34.88933081672997,253.33333333333334,174.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,CL,19,1,0,10,9,0,0.5263157894736842,0.47368421052631576,0.5263157894736842,2.2113376667317106,4.016954365307007,False,30.08809465162421,9487.204914282838,104.3609753219351,52.4373283153879,1.9902039000585396,24000.486153562913,6638.663129361692,3.6152589287763064,0.6044321402032394,161.47368421052633,66.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,CT,19,0,0,9,10,0,0.47368421052631576,0.5263157894736842,0.47368421052631576,1.787913929979571,1.3799898590483908,False,14.029458661594418,2289.947223415585,67.2078240356312,33.8310701750387,1.9865710333106346,17556.601561737658,11450.041681074279,1.533322065609323,-2.8434951337065604,185.73684210526315,66.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,EMD,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,False,-26.391073296600606,-17973.982220070437,,26.391073296600606,,,17973.982220070437,,-26.391073296600606,43.0,43.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ES,7,1,0,4,3,0,0.5714285714285714,0.42857142857142855,0.5714285714285714,73.1970962668335,40.2458145631884,False,33.14384218937729,13680.719691333861,47.04408329375304,1.6067605715620885,29.278838506733397,24551.2929048348,813.3779266673893,30.1843609223913,10.585247778777996,127.14285714285714,23.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FCE,4,1,0,3,1,0,0.75,0.25,0.75,363.332806135142,444.73052387695856,False,71.57125449417974,30154.594020303153,95.69171139045295,0.790116194639966,121.11093537838066,40296.73469015938,271.8279892655271,148.24350795898619,75.54176051513697,168.25,163.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FDAX,7,1,0,4,3,0,0.5714285714285714,0.42857142857142855,0.5714285714285714,2.628960632393619,3.141105795493172,False,19.734737803068096,11465.363241055662,55.736911961230355,28.26816107448159,1.9717204742952144,29435.42455936108,12494.718516684896,2.355829346619879,31.23919885004768,86.42857142857143,86.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FESX,5,1,0,4,1,0,0.8,0.2,0.8,3.6176109725645205,4.150205139499161,False,21.967333110505955,11187.339707406532,37.9493296232102,41.960652940311,0.9044027431411301,18423.306060626623,17756.525705473836,1.0375512848747903,5.413873686497139,121.4,45.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FGBL,9,1,0,5,4,0,0.5555555555555556,0.4444444444444444,0.5555555555555556,3.231174052556741,3.327140787793711,False,20.45826897224804,12179.545207871706,53.32959569769475,20.63088943456036,2.5849392420453925,31343.832453450676,11775.813849102007,2.6617126302349687,2.5765615356306566,125.44444444444444,44.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FGBM,8,1,0,4,4,0,0.5,0.5,0.5,4.00251368303352,4.678943801782198,False,23.024910325051966,12940.067703264927,61.386910006372446,15.337089356268505,4.00251368303352,32914.799919206744,7034.664512676894,4.678943801782198,1.4209200770164447,133.125,65.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FGBS,4,1,0,1,3,0,0.25,0.75,0.25,1.445882783817232,1.9510980949571,False,14.476076622920502,14006.839225794838,187.76872062303605,43.28813804378468,4.337648351451696,114935.43084449717,19636.02464710594,5.853294284871299,-11.902467462154904,266.25,250.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FGBX,0,0,0,0,0,0,,,,,,False,,,,,,,,,,,,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,FSMI,4,1,0,3,1,0,0.75,0.25,0.75,1.7533580217175933,1.8545896462887117,False,12.466001747500844,6742.950387533465,38.68433251765773,66.1889905629698,0.5844526739058643,19510.971967214366,31561.114351509237,0.6181965487629039,21.166317892016153,163.0,184.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,GAS,10,1,0,6,4,0,0.6,0.4,0.6,5.451624177735862,5.36758838092134,False,98.8376863348582,19508.832656717008,201.73383128695824,55.50653109329187,3.6344161184905746,39959.269036949,11166.821913630989,3.57839225394756,59.2961457517136,311.0,326.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,GC,15,0,0,10,5,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,11.24218549373686,10.848124218246884,False,50.37446045882156,14738.491391554155,82.93918748659031,14.75499359671598,5.621092746868429,24352.60490148506,4489.7356283076515,5.424062109123442,26.391914135489593,232.06666666666666,66.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,GF,23,1,0,11,12,0,0.4782608695652174,0.5217391304347826,0.4782608695652174,4.460223246377263,2.3069804613485316,False,38.00201402655426,4518.461787240243,102.42223350500856,21.049853828695518,4.865698086957014,16676.334041153816,6626.254445513863,2.5167059578347617,-0.9258680098776325,129.52173913043478,43.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,HE,14,1,0,8,6,0,0.5714285714285714,0.42857142857142855,0.5714285714285714,4.7171119442387335,3.0059631691780995,False,65.83024741042261,13643.621692766494,146.1955247159259,41.32345566358174,3.5378339581790508,35779.018095857566,15870.240178021602,2.2544723768835744,13.60170679168542,246.64285714285714,217.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,HG,26,1,0,8,18,0,0.3076923076923077,0.6923076923076923,0.3076923076923077,0.909650748884824,0.5746899810555344,False,-1.760355424816667,-2833.761690240652,57.601507315777326,28.143405531747327,2.046714184990854,12444.421089342044,9624.06514783296,1.2930524573749524,-17.15631818602958,118.15384615384616,86.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,HO,13,1,0,6,7,0,0.46153846153846156,0.5384615384615384,0.46153846153846156,4.736189541823805,6.161919414481552,False,60.344331281913384,14696.218795862796,165.74054206134085,29.99527795759585,5.525554465461106,38010.40570384682,5287.36998240923,7.188905983561812,-3.273413416603239,230.6153846153846,218.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,HTW,9,1,0,4,5,0,0.4444444444444444,0.5555555555555556,0.4444444444444444,1.822500886387971,2.0863767556775725,False,8.36269515083907,4886.344173938165,41.69271310069661,18.301319209046962,2.2781261079849635,21114.404754886324,8096.104290820362,2.6079709445969654,-9.505082247535187,133.0,151.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,KC,25,1,0,8,17,0,0.32,0.68,0.32,3.2965271916459833,1.6934744875143808,False,30.429863734186945,4069.5807258989385,136.50076951344016,19.48585663252045,7.005120282247715,31056.167432399554,8629.98948892488,3.598633285968059,-6.791546724659295,121.64,44.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,KE,13,1,0,8,5,0,0.6153846153846154,0.38461538461538464,0.6153846153846154,12.533157388064417,11.252341801263539,False,62.20610631738242,15854.924399532225,109.84964515394158,14.02355582111223,7.833223367540262,28277.263581034364,4020.818290871196,7.032713625789713,11.234176509546304,249.46153846153845,175.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,LE,19,1,0,8,11,0,0.42105263157894735,0.5789473684210527,0.42105263157894735,3.603915612854474,2.877582512076389,False,32.36573150649829,8125.545881633488,106.38900536542829,21.469376754541727,4.955383967674901,29576.37300982698,7475.055666143601,3.9566759541050347,-0.8794329763079671,197.8421052631579,196.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,LFT,12,1,0,5,7,0,0.4166666666666667,0.5833333333333334,0.4166666666666667,4.6223566536174445,4.5054932517141975,False,30.152261651689976,11024.517260180983,92.34287217617917,14.26960300865946,6.471299315064422,34006.66409147155,5391.30190502657,6.307690552399877,-0.534764930757506,130.75,77.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,LLG,23,0,0,12,11,0,0.5217391304347826,0.4782608695652174,0.5217391304347826,2.17757669788426,1.9478617086898582,False,20.67547167705272,4841.098335864583,73.28013713246654,36.71143609248961,1.9961119730605716,19067.933800326835,10679.085807185147,1.78553989963237,2.928184382006446,137.08695652173913,109.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,NG,17,1,0,8,9,0,0.47058823529411764,0.5294117647058824,0.47058823529411764,3.662973210273787,2.3960080058734254,False,51.32135237259609,11743.277518552417,150.01129884727231,36.403044493782765,4.12084486155801,42830.05327794433,15889.412045351508,2.6955090066076033,-3.8094910487046856,175.2941176470588,195.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,NKD,22,1,0,11,11,0,0.5,0.5,0.5,1.4858276889366517,1.7598842966294959,False,8.29001843227399,2842.0177477145166,50.707438908752806,34.12740204420482,1.4858276889366515,13164.168353340232,7480.132857911199,1.759884296629496,-1.2920401964759651,73.36363636363636,42.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,NQ,5,1,0,2,3,0,0.4,0.6,0.4,1.791088003507872,1.507372396455067,False,13.282129806984518,5126.085686242412,75.17957310955343,27.9828323947281,2.686632005261808,38073.21860280557,16838.66959146636,2.2610585946826007,-2.824505970398655,187.0,130.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,PA,2,0,0,1,1,0,0.5,0.5,0.5,9.678109157864291,3.345076550633085,False,27.942503657640447,5826.01227959557,62.32477504563223,6.439767730351338,9.678109157864291,16620.74276843063,4968.71820923949,3.345076550633085,27.942503657640447,65.5,65.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,PL,24,0,0,14,10,0,0.5833333333333334,0.4166666666666667,0.5833333333333334,1.0327672479221943,0.9451186781374021,False,0.5381495842460372,-218.48961771834607,29.076940298711655,39.41615741600581,0.737690891372996,6450.238806514317,9554.709411644075,0.6750847700981444,2.036275498119686,90.41666666666667,33.5,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,RB,0,0,0,0,0,0,,,,,,False,,,,,,,,,,,,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,RS,31,0,0,14,17,0,0.45161290322580644,0.5483870967741935,0.45161290322580644,1.0573801278542465,0.5661465919534723,False,1.3061174682821188,-3686.5850870224554,53.29488488779881,41.50816158308456,1.2839615838230134,10652.31018323149,15495.08707429041,0.6874637188006449,-7.8188281901001675,114.29032258064517,63.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,RTY,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,False,-55.540692946421096,-37758.85533918654,,55.540692946421096,,,37758.85533918654,,-55.540692946421096,106.0,106.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,SB,14,0,0,7,7,0,0.5,0.5,0.5,1.95276120892981,1.5506171273891993,False,16.19982381334498,2925.0457288770945,66.40570005936918,34.00605243267922,1.95276120892981,16474.70004102315,10624.60858326896,1.5506171273891995,0.6491632123752978,242.07142857142858,195.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,SI,16,0,0,10,6,0,0.625,0.375,0.625,6.910764534665591,5.852483633834908,False,26.430078163585176,7752.274795350751,44.947773322599495,14.308851186246342,3.1412566066661776,14959.782177828889,4260.237508779475,3.511490180300945,5.261047127916719,183.1875,163.5,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,SJB,7,1,0,3,4,0,0.42857142857142855,0.5714285714285714,0.42857142857142855,2.81803691498433,2.406298258301918,False,25.94893041113444,12259.21860979248,93.85128585704334,24.97783617329722,3.75738255331244,48945.367386370905,15255.39297264134,3.2083976777358907,-7.668031012344487,140.0,88.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,SNK,28,1,0,15,13,0,0.5357142857142857,0.4642857142857143,0.5357142857142857,1.5860147854779154,1.6306983021045705,False,8.675048582953472,2287.6583041419494,43.826556192925594,31.884383274706664,1.3745461474141933,11041.037529092424,7812.394647723984,1.413271861823961,4.7946710142815885,84.78571428571429,43.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,SXF,3,1,0,2,1,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,14.672593114118087,10.273194766291962,False,50.97037794698465,24214.614120912873,82.04745181622,11.183769791486043,7.336296557059043,40238.79363975867,7833.744916778714,5.136597383145981,5.090496601144836,195.33333333333334,152.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,YAP,29,1,0,12,17,0,0.41379310344827586,0.5862068965517241,0.41379310344827586,1.2203663164282443,1.4009075509942612,False,2.2312996135132184,924.4677986046478,29.86205162667907,17.272760631074437,1.7288522816066796,7806.813062560254,3933.6582700698987,1.9846190305752036,-3.595031414501003,108.13793103448276,45.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,YM,0,1,0,0,0,0,,,,,,False,,,,,,,,,,,,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZB,18,1,0,8,10,0,0.4444444444444444,0.5555555555555556,0.4444444444444444,3.182376862096923,2.4012698119483233,False,26.278674342205424,4610.22158247215,86.21996271713412,21.674356357737544,3.9779710776211537,17775.569052065137,5922.0563932022405,3.001587264935404,-3.879848996258522,169.11111111111111,78.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZC,12,1,0,5,7,0,0.4166666666666667,0.5833333333333334,0.4166666666666667,2.1653713493614895,2.4140421245466275,False,32.84214454087256,9491.218712466392,146.45722439500574,48.311483926365426,3.0315198891060855,38888.01000328087,11506.489352401093,3.379658974365278,-12.14943806236639,284.4166666666667,130.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZF,14,1,0,5,9,0,0.35714285714285715,0.6428571428571429,0.35714285714285715,2.0904548241721272,4.880815393763113,False,32.16087886746471,14369.24146864402,172.63110409146597,45.8781351458693,3.76281868350983,50601.25307552478,5759.6538685119585,8.785467708773604,-3.875199706064855,223.35714285714286,108.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZL,19,0,0,8,11,0,0.42105263157894735,0.5789473684210527,0.42105263157894735,0.5585933045736555,0.6038645969462504,False,-10.658575521705597,-2091.01920225828,32.03462099231652,41.70817298644896,0.7680657937887764,7570.377673532983,9117.4896573792,0.8303138208010943,-3.7957588278820786,186.3684210526316,194.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZM,17,1,0,12,5,0,0.7058823529411765,0.29411764705882354,0.7058823529411765,1.697138401283997,1.8053118723034827,False,9.487277433178853,3185.412277595734,32.71956568440686,46.27021436976833,0.7071410005349988,10116.294445663027,13448.704925765767,0.7522132801264511,6.645434431319948,202.1764705882353,217.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZN,15,1,0,7,8,0,0.4666666666666667,0.5333333333333333,0.4666666666666667,2.9706295588253213,4.818625072487101,False,39.34748366830359,13431.56627125605,127.10238156451452,37.43805199088098,3.3950052100860812,36319.17664952304,6595.092809727568,5.507000082842401,-7.331388537369306,214.4,65.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZS,24,0,0,12,12,0,0.5,0.5,0.5,1.647963261315296,1.4355543680328484,False,6.657696526964375,1438.9750435060257,33.86500419530725,20.5496111413785,1.647963261315296,9485.506567297432,6607.556480285381,1.4355543680328484,-1.2144138061531982,134.41666666666666,97.0,False,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZT,17,1,0,9,8,0,0.5294117647058824,0.47058823529411764,0.5294117647058824,3.8876669656822256,5.365507979733904,False,40.31447635362815,12861.034969744982,102.52018582488898,29.66694680154028,3.455703969495312,29857.84022611842,6260.370943675138,4.769340426430137,2.3342714053469047,163.76470588235293,109.0,True,directional episode v1
1990-2004 development history,closed episodes grouped by exit date,Symbol,ZW,20,1,0,7,13,0,0.35,0.65,0.35,2.080342305387382,2.269751740200256,False,17.799255648099944,5306.939533142618,97.92807426338335,25.347031298591126,3.8634928528622807,27104.140257456427,6430.014703026357,4.215253231800475,-5.062879940059195,154.4,64.5,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Overall,All,870,52,44,414,456,0,0.47586206896551725,0.5241379310344828,0.47586206896551725,1.9924798035669105,1.674465056584027,False,10.36408770210102,9514.077627524512,42.693005122301464,20.370129755668014,2.0958631896010425,49636.624142933564,26912.971182517926,1.8443383231940003,-0.5022409537044712,135.8574712643678,65.0,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Asset class,Agriculture & livestock,220,13,9,91,129,0,0.41363636363636364,0.5863636363636363,0.41363636363636364,1.2777310777591913,1.161953137586204,False,3.389127378964131,2550.952336976039,36.10787630953827,21.477121808272212,1.6812251023147253,44246.90312103182,26862.47030914084,1.6471643378969265,-2.98381694928974,131.8909090909091,64.5,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Asset class,Energy,100,5,5,55,45,0,0.55,0.45,0.55,1.4096280508906573,1.1767404740751202,False,5.783665909577073,3356.108686747537,34.91750362735745,32.835607344224805,1.0634036173385661,40627.30393772289,42197.5743977779,0.9627876606069165,2.64747454327404,140.36,66.0,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Asset class,Equity indices,191,14,15,100,91,0,0.5235602094240838,0.47643979057591623,0.5235602094240838,3.3167555766812242,2.6530751508348263,False,17.10553523049499,16493.8834249914,46.310760421965156,15.669217484377096,2.9555247713001007,50560.71913367508,20942.199771364285,2.4142983872596915,1.5850186803557464,132.64921465968587,65.0,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Asset class,FX,122,6,5,50,72,0,0.4098360655737705,0.5901639344262295,0.4098360655737705,1.3712339182521989,0.9286456647795404,False,5.161228035172198,-1484.0901548400616,46.51647236049307,23.557691635189506,1.9745768422831669,47128.083772200436,35242.54427084041,1.337249757282538,-2.4543015840366356,150.7704918032787,64.5,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Asset class,Government bonds,161,10,9,81,80,0,0.5031055900621118,0.4968944099378882,0.5031055900621118,3.0161029629646547,2.8907742425648655,False,15.767562292967883,18698.43071076061,45.21105077284976,16.35260695781236,2.764761049384267,56822.52331420423,19902.213050226048,2.8550856716690025,0.5162860234649739,141.77018633540374,68.0,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Asset class,Metals,76,4,1,37,39,0,0.4868421052631579,0.5131578947368421,0.4868421052631579,3.018351155496902,2.60487082681402,False,16.54443563177226,18430.35622923044,50.82025757102157,15.973651849054006,3.1815052720102486,61445.7298421019,22379.10078810915,2.745674655290453,-1.6537966793732164,113.01315789473684,42.0,False,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Symbol,6A,14,1,1,7,7,0,0.5,0.5,0.5,2.626890141237453,1.4229268342238073,False,26.108793062380116,10992.09822306924,84.3141517140275,32.096565589267286,2.626890141237453,73965.28316645935,51981.08672032086,1.4229268342238073,2.3257134813795144,204.85714285714286,76.0,True,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Symbol,6B,19,0,1,5,14,0,0.2631578947368421,0.7368421052631579,0.2631578947368421,0.5181012158244297,0.2273572295957063,False,-12.09494599009318,-27887.547161890696,49.41357900989675,34.062276347232434,1.4506834043084031,31183.433899978896,48984.3261125584,0.6366002428679776,-22.883248178336398,142.1578947368421,67.0,True,directional episode v1
2005-2014 reused later diagnostic,closed episodes grouped by exit date,Symbol,6C,15,1,1,8,7,0,0.5333333333333333,0.4666666666666667,0.5333333333333333,1.7922079010042629,1.266564928666668,False,9.731186265921094,4323.294245186149,41.277774645280836,26.322057596204324,1.5681819133787303,38515.94122852379,34754.01659291401,1.1082443125833346,1.0350798121603109,165.4,128.0,True,directional episode v1
