Window,Cohort definition,Scope,Group,Closed episodes,Open or censored episodes,Entries before window,Wins,Losses,Breakevens,Win rate,Loss rate,Non-breakeven win rate,Profit factor contribution,Profit factor USD,Profit factor denominator zero,Expectancy bps,Expectancy USD,Average win bps,Average loss bps,Payoff ratio contribution,Average win USD,Average loss USD,Payoff ratio USD,Median outcome bps,Mean holding sessions,Median holding sessions,Low sample,Definition version
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6B,47,0,0,16,31,0,0.3404255319148936,0.6595744680851063,0.3404255319148936,0.7434682827239341,0.3562478793005113,False,-6.190725013661163,-10932.22570734259,49.60344359317222,37.80742055753341,1.312002851865766,17771.33607168227,25746.96727071026,0.6902302661447407,-4.821293213562719,110.65957446808511,44.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6C,29,1,0,15,14,0,0.5172413793103449,0.4827586206896552,0.5172413793103449,2.3999983407420125,1.4633223904121972,False,19.461796640876692,5065.83485128299,64.50198643402173,28.795549566064423,2.2399984513592117,30932.4625509131,22648.409112606412,1.3657675643847176,1.0350798121603109,186.82758620689654,89.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6E,17,1,0,6,11,0,0.35294117647058826,0.6470588235294118,0.35294117647058826,1.760035242324931,0.8217688912008356,False,10.222118335089046,-3206.731641717393,67.06967603259628,20.78564040900581,3.2267312775957073,41891.55445132045,27805.796783374393,1.5065763005348654,-3.0859852777777017,175.88235294117646,109.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6J,30,1,0,20,10,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,9.047343233451155,8.563687170791972,False,41.042313630282464,21667.140599593633,69.21363133200262,15.30032177315787,4.5236716167255775,36797.65102469012,8593.880250599363,4.281843585395985,10.488761481844408,171.5,42.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6M,33,1,0,14,19,0,0.42424242424242425,0.5757575757575758,0.42424242424242425,2.44734661368523,1.4811108090824403,False,14.166621223622425,5094.852029971593,56.46445221051818,17.000201608827094,3.3213989757156694,36970.89095006702,18392.75559536188,2.010078955183312,-1.7872340059271166,123.93939393939394,44.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6N,17,0,0,6,11,0,0.35294117647058826,0.6470588235294118,0.35294117647058826,1.052814336807589,0.8231449261394971,False,0.7407333184575766,-4105.5042993355455,41.836901295992234,21.67535830565224,1.9301596174805797,54140.58746054396,35876.09980472437,1.5090990312557448,-3.4807810883905366,108.58823529411765,44.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,6S,33,1,0,21,12,0,0.6363636363636364,0.36363636363636365,0.6363636363636364,3.4722351551153725,1.64482418751392,False,19.653734744329963,5059.4111874275595,43.376957558952206,21.861905181258987,1.9841343743516413,20280.225796381354,21577.014378241576,0.9398995357222399,2.568394515332819,147.0909090909091,66.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,BRN,36,1,0,20,16,0,0.5555555555555556,0.4444444444444444,0.5555555555555556,2.4676279604057205,3.0063205194614904,False,25.873701175862433,11057.570523517348,71.18722822863003,45.33326990705808,1.5703087020763675,29824.089176188798,12400.577792321968,2.405056415569192,1.8618072550107494,153.58333333333334,77.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,CC,58,1,0,17,41,0,0.29310344827586204,0.7068965517241379,0.29310344827586204,0.7400655349489084,0.4521078015219056,False,-4.766626708318509,-6420.649275823391,46.30165628994824,25.941280634429116,1.7848639372297201,18076.10704065125,16577.8409192397,1.0903776389645958,-12.547269213830651,96.70689655172414,44.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,CGB,20,1,0,11,9,0,0.55,0.45,0.55,3.2036082351319877,2.5669549213167495,False,20.269123359419353,15181.168259689337,53.57686417782518,20.44033764085445,2.6211340105625354,45217.26014915405,21529.61071632309,2.1002358447137044,4.00375451246875,189.9,162.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,CL,39,0,0,19,20,0,0.48717948717948717,0.5128205128205128,0.48717948717948717,1.820109573358893,1.1469338648116552,False,16.256554594908184,1981.843241166748,74.05683804875133,38.6537146862428,1.9159048140619928,31753.878596397626,26301.590346302586,1.2072988050649,-1.259884204913582,144.51282051282053,67.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,CT,39,0,0,19,20,0,0.48717948717948717,0.5128205128205128,0.48717948717948717,1.899166492219635,1.7529044759984866,False,12.086894910805208,7350.557134514041,52.40209825433429,26.212548265547422,1.9991226233890895,35127.69349296149,19037.722406011027,1.8451626063141966,-2.8434951337065604,151.12820512820514,64.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,EMD,11,1,0,6,5,0,0.5454545454545454,0.45454545454545453,0.5454545454545454,3.5479982592681556,3.187341910463295,False,19.76901234924733,18888.412421965753,50.46737065210213,17.069017614178428,2.9566652160567966,50460.188742726,18997.71916294655,2.6561182587194123,2.052526222671693,136.63636363636363,44.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ES,18,1,0,11,7,0,0.6111111111111112,0.3888888888888889,0.6111111111111112,10.773364076336392,6.3980896956840905,False,24.457438502360194,16588.836565485435,40.43984557965599,7.507375652231373,5.386682038168197,32174.068049595404,7902.241480973096,4.071511624526239,8.150626266878882,128.11111111111111,44.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FCE,15,1,0,7,8,0,0.4666666666666667,0.5333333333333333,0.4666666666666667,4.7677859546763415,2.2739946624837457,False,34.61461478426241,17973.692038078036,93.86058332789793,17.22560769141867,5.448898233915819,68746.77785995184,26452.758056061542,2.5988510428385667,-0.790116194639966,177.0,109.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FDAX,19,0,0,14,5,0,0.7368421052631579,0.2631578947368421,0.7368421052631579,4.857663473495786,6.290981342414548,False,26.591980290812533,29022.754760045907,45.4442909076201,26.194489436248645,1.7348798119627808,46832.394608488474,20844.236815593275,2.246779050862339,11.51114140348712,133.3684210526316,44.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FESX,18,1,0,8,10,0,0.4444444444444444,0.5555555555555556,0.4444444444444444,2.9339996600299956,1.9920114117599328,False,18.900637821950856,11979.985909590983,64.51528855075448,17.59108276109205,3.6674995750374944,54127.00278835915,21737.627593423553,2.4900142646999157,-3.887065573441549,153.22222222222223,65.5,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FGBL,26,1,0,15,11,0,0.5769230769230769,0.4230769230769231,0.5769230769230769,3.17968409814581,3.1367962382660175,False,18.020272924783338,16583.34436874593,45.565262052117475,19.54107588521776,2.3317683386402606,42196.594879041244,18343.815418020415,2.300317241395079,2.4591832217208873,121.3076923076923,65.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FGBM,27,1,0,14,13,0,0.5185185185185185,0.48148148148148145,0.5185185185185185,3.951833794419383,3.73180260981058,False,20.98343126724835,21321.21020695425,54.177505569639465,14.764033366095934,3.6695599519608555,56171.617374026566,16209.997511431333,3.4652452805383955,0.9442237053350807,122.37037037037037,44.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FGBS,17,0,0,8,9,0,0.47058823529411764,0.5294117647058824,0.47058823529411764,2.924145882171341,3.34347230152412,False,25.103892740567606,27014.616769651806,81.07016270749067,24.64390278558623,3.2896641174427588,81902.21559248355,21774.35996175419,3.761406339214635,-1.2081687962767456,189.1764705882353,108.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FGBX,15,1,0,8,7,0,0.5333333333333333,0.4666666666666667,0.5333333333333333,3.926469948379919,4.169795818924013,False,16.762405418656446,22419.432238816476,42.16924462312817,12.273982243596958,3.4356612048324293,55297.9948191508,15156.067852994182,3.648571341558511,1.5243702433141564,120.26666666666667,44.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,FSMI,17,1,0,9,8,0,0.5294117647058824,0.47058823529411764,0.5294117647058824,3.7546008041178083,3.548267195960434,False,26.665488589893787,23901.297787219308,68.65324291823389,20.57073502948883,3.3374229369936073,62863.59989743874,19931.292086777554,3.154015285298164,3.280600334099611,149.41176470588235,66.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,GAS,29,1,0,17,12,0,0.5862068965517241,0.41379310344827586,0.5862068965517241,4.505365312473159,2.796716853678656,False,44.96089445358306,16008.002526800428,98.57816855235131,30.996910519671946,3.180257867628112,42506.473787398296,21531.49842571321,1.9741530731849337,7.742813459804671,193.58620689655172,85.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,GC,28,1,0,15,13,0,0.5357142857142857,0.4642857142857143,0.5357142857142857,6.918764523124662,4.565961720640275,False,36.72729652635834,21132.921732007384,80.1407166065748,13.365111258506811,5.99626258670804,50510.5277532556,12764.31598481748,3.9571668245549048,3.4377828008559024,178.0,44.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,GF,36,1,0,21,15,0,0.5833333333333334,0.4166666666666667,0.5833333333333334,5.5517847931369175,5.490871867475932,False,37.99894341614996,16559.116895490744,79.45214552741797,20.035539539625297,3.9655605665263702,34708.114642258784,8849.479949984516,3.92205133391138,1.4038852406668632,151.69444444444446,44.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,HE,24,1,0,14,10,0,0.5833333333333334,0.4166666666666667,0.5833333333333334,3.686999828818882,2.080466843304244,False,41.9935449870493,10794.444956709662,98.78050063854971,37.508192925051254,2.633571306299202,35631.39919718699,23977.290979958594,1.4860477452173173,6.2952319703907245,222.66666666666666,142.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,HG,43,1,0,17,26,0,0.3953488372093023,0.6046511627906976,0.3953488372093023,1.7485432512562096,2.1158290000094704,False,11.036382536429416,8986.027814621626,65.20873264867298,24.3840002292683,2.67424261956832,43099.29971512039,13318.803812627562,3.235973764720367,-8.618401139998483,126.02325581395348,67.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,HO,32,1,0,19,13,0,0.59375,0.40625,0.59375,3.2548968013843758,1.8914714873306255,False,31.885486941755527,11730.07531917695,77.51754036615476,34.80751421698185,2.2270346535787837,41916.93505595791,32389.181219195212,1.2941647018577964,11.377566417056373,174.59375,66.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,HTW,24,1,0,12,12,0,0.5,0.5,0.5,1.3497431806254165,1.1673223720133428,False,4.06709716171644,1980.6610638134853,31.391815269428687,23.257620945995804,1.3497431806254168,27636.112772544904,23674.79064491794,1.1673223720133428,-0.4207296872535534,133.25,107.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,KC,44,1,0,11,33,0,0.25,0.75,0.25,2.2340348378365795,1.2335238755005862,False,16.100501516560623,2258.0406380192594,106.87431778253806,17.939679583180915,5.957426234230878,47709.84607679382,12892.561174905595,3.7005716265017585,-8.920106846934106,122.38636363636364,44.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,KE,27,1,0,13,14,0,0.48148148148148145,0.5185185185185185,0.48148148148148145,3.473683469714121,1.2943279364939895,False,28.17065734618036,3699.4286219607866,82.16058219116957,21.96284429559534,3.740889890461361,33788.421521790806,24240.35049930995,1.393891623916604,-0.8796200572699754,208.03703703703704,152.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,LE,39,1,0,18,21,0,0.46153846153846156,0.5384615384615384,0.46153846153846156,2.720840674499027,1.7756494562541967,False,17.432138121558157,5454.1750916591245,59.7179937415927,18.812880981328604,3.1743141202488645,27052.843362529587,13058.96914051556,2.071591032296563,-0.24738815472893486,150.94871794871796,66.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,LFT,22,1,0,11,11,0,0.5,0.5,0.5,4.492073529464704,3.8376070050955144,False,22.217627637827682,12755.54076786528,57.1598599842128,12.72460470855744,4.492073529464704,34501.432028212475,8990.350492481906,3.837607005095515,1.6301444729688894,133.63636363636363,44.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,LLG,35,1,0,17,18,0,0.4857142857142857,0.5142857142857142,0.4857142857142857,2.167834148274192,2.1813388123752895,False,17.94615953074133,9282.994867138565,68.5860086610322,29.880364647866713,2.2953538040550265,35290.34364045109,15279.501196545494,2.309652860162071,-2.912662388562209,155.22857142857143,110.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,NG,29,1,0,14,15,0,0.4827586206896552,0.5172413793103449,0.4827586206896552,1.9296405780567216,1.1345008192797914,False,23.63414891541884,2606.1789681720948,101.61814927598984,49.15091808778077,2.067472047917916,45535.91650008639,37461.57606161458,1.2155365920854908,-3.181905707190328,176.31034482758622,175.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,NKD,38,1,0,22,16,0,0.5789473684210527,0.42105263157894735,0.5789473684210527,2.217122501335932,3.0573613402996767,False,14.985991811112564,12530.58310532138,47.1521830937617,29.24252120253,1.6124527282443142,32163.876945266256,14465.195924602822,2.2235355202179465,2.7547327276741296,85.23684210526316,43.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,NQ,16,1,0,6,10,0,0.375,0.625,0.375,1.742174630557062,1.843952417101322,False,8.700603225804999,8511.33187990266,54.463265423711675,18.756994092939006,2.9036243842617697,49590.445068307126,16136.136033140017,3.0732540285022036,-5.525592121416633,133.5625,66.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,PA,13,1,0,7,6,0,0.5384615384615384,0.46153846153846156,0.5384615384615384,4.659469744021362,2.9918385294408423,False,24.199326701590778,21705.82695431031,57.22251349539469,14.327724557847116,3.993831209161167,60548.8181367829,23610.99609190774,2.5644330252350076,1.7484532784169875,135.3846153846154,64.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,PL,42,0,0,25,17,0,0.5952380952380952,0.40476190476190477,0.5952380952380952,1.2316448155854594,1.39141268315532,False,2.8384794038627335,2535.0807841874785,25.35466795391382,30.27356258150651,0.8375184745981122,15139.870088549707,16001.37407516874,0.9461606245456174,2.12631436097905,93.57142857142857,23.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,RB,15,1,0,7,8,0,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.612042246676562,0.6210501061636841,False,-6.192401060213349,-7863.660938412675,20.933857348871065,29.927877168162208,0.6994768533446424,27616.131955726647,38908.479720784584,0.7097715499013533,-1.4730237597122684,118.8,23.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,RS,43,1,0,21,22,0,0.4883720930232558,0.5116279069767442,0.4883720930232558,1.261397834052052,1.140165584860867,False,5.109976041855575,1538.4653129762971,50.491482344940735,38.20873452018025,1.3214643975783402,25624.972274673117,21453.200423188853,1.194459184139956,-3.981509372413006,124.88372093023256,64.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,RTY,12,1,0,7,5,0,0.5833333333333334,0.4166666666666667,0.5833333333333334,2.5141101041823237,2.6592271452384404,False,11.580939354380448,10843.404103595614,32.96505686231646,18.35682515672995,1.7957929315588026,29791.91637175762,15684.513071831194,1.8994479608846002,1.9359200486835662,126.75,44.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,SB,26,1,0,11,15,0,0.4230769230769231,0.5769230769230769,0.4230769230769231,2.5481767898649745,2.5988482095711456,False,19.154101409249485,11731.579361611417,68.30663445509377,22.976641201474184,2.9728729215091367,45072.41467259002,12718.366533106222,3.543883922142471,-2.6376264882238067,196.34615384615384,162.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,SI,33,1,0,16,17,0,0.48484848484848486,0.5151515151515151,0.48484848484848486,2.95476547337833,2.1606355909806427,False,15.823348118755055,9447.914028523846,46.429259520849314,16.695432745970095,2.7809557396501927,36275.67744363586,15801.745656287458,2.295675315416933,0.12617710563297685,129.72727272727272,108.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,SJB,22,1,0,12,10,0,0.5454545454545454,0.45454545454545453,0.5454545454545454,2.7772015125641003,2.4129095058553442,False,16.53680510608221,12495.426073745817,43.73223322155361,22.74547994959868,1.922677970236685,39121.83270397754,19456.261882532242,2.01075792154612,2.12508964059588,133.27272727272728,86.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,SNK,52,1,0,27,25,0,0.5192307692307693,0.4807692307692308,0.5192307692307693,1.970192648346126,2.236799801768742,False,10.691995764259147,7941.794461659783,40.323182842443416,23.877722493622507,1.6887365557252507,27662.149947476977,13356.189463022789,2.07111092756365,3.9952520258903905,87.5576923076923,44.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,SXF,15,1,0,6,9,0,0.4,0.6,0.4,4.791282466037748,2.892519617270814,False,26.722443801306017,17418.025591669124,84.42708871062116,11.747319471570757,7.186923699056621,66554.10630654839,15339.361551583725,4.338779425906221,-1.2011174271550071,165.46666666666667,66.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,YAP,41,1,0,19,22,0,0.4634146341463415,0.5365853658536586,0.4634146341463415,1.692064362075553,2.2145736747388853,False,6.182229745511233,4837.460765065844,32.6171333305953,16.647914259788635,1.9592324192453772,19033.29507880318,7422.577960434583,2.564243202329236,-2.306239434744724,123.5609756097561,45.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,YM,10,1,0,4,6,0,0.4,0.6,0.4,1.256393466229749,1.089862830679189,False,2.7740575001166334,950.9526330823694,33.983975580027625,18.03255455315736,1.8845901993446235,28833.05368581605,17637.114735406747,1.6347942460187834,-4.424224324307289,89.1,42.0,True,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZB,29,1,0,12,17,0,0.41379310344827586,0.5862068965517241,0.41379310344827586,3.038180735008308,2.834739830389786,False,21.530314058258686,10302.489055580336,71.59388399441688,19.14633651486986,3.739299366164072,38467.82489420284,9578.924477564959,4.015881426385531,-2.233065545078574,178.3793103448276,107.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZC,24,1,0,10,14,0,0.4166666666666667,0.5833333333333334,0.4166666666666667,1.8404856759770236,1.3087065936589752,False,16.51585319495982,3484.516409909293,78.9081199138672,36.277603259500275,2.1751194352455734,35452.767346320856,19349.948544670395,1.8321892311225656,-2.7922035673397216,229.16666666666666,130.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZF,28,1,0,12,16,0,0.42857142857142855,0.5714285714285714,0.42857142857142855,2.2682677656836567,4.170031999843753,False,22.698001179440773,16235.467887909985,94.72132533757055,31.319491939156546,3.0243570209115425,49833.03474523296,8962.707255082241,5.5600426664583384,-0.8556993337764792,188.39285714285714,64.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZL,41,1,0,19,22,0,0.4634146341463415,0.5365853658536586,0.4634146341463415,0.7770696891761113,1.3694462024076313,False,-3.6340864885824713,2891.552762055487,27.334829047814857,30.379968088198343,0.8997649032565499,23128.908941538877,14586.163938407442,1.5856745501562048,-0.8493827033971834,133.0,85.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZM,29,1,0,15,14,0,0.5172413793103449,0.4827586206896552,0.5172413793103449,0.9874001021550622,0.6400519577996561,False,-0.22090843596135917,-4985.954123236876,31.377364288319555,39.11109025046094,0.8022625830009881,17140.774110711445,28693.16294532436,0.5973818272796791,0.3925997478674865,168.0,130.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZN,34,1,0,16,18,0,0.47058823529411764,0.5294117647058824,0.47058823529411764,2.8058209426954477,2.9076811602457546,False,22.594207936476593,12056.761213270269,74.60042862774345,23.63354378909395,3.156548560532379,39050.85849691699,11937.991927749035,3.271141305276474,-0.9698328728346469,156.52941176470588,64.5,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZS,41,1,0,18,23,0,0.43902439024390244,0.5609756097560976,0.43902439024390244,1.1431455050198875,0.8273340130333866,False,1.9417491764575454,-2103.016745642124,35.32061681187034,24.18084288603942,1.4606859230809675,22952.40329571569,21711.6063432265,1.0571490166537718,-5.722218921507905,130.14634146341464,86.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZT,29,1,0,14,15,0,0.4827586206896552,0.5172413793103449,0.4827586206896552,3.5228851126340346,2.7789846212262925,False,31.501073275733372,14442.931632562344,85.04192770044196,25.86412789359724,3.2880261051250987,46734.67935380649,15696.032907265531,2.977483522742456,1.1516988688878051,155.06896551724137,67.0,False,directional episode v1
1990-2014 full post-launch history,closed episodes grouped by exit date,Symbol,ZW,32,1,0,11,21,0,0.34375,0.65625,0.34375,1.6607741560306462,0.9538008916653881,False,10.005499616876822,-446.8590868685642,73.15661499157333,23.073656055583267,3.170568843331233,26838.11549180219,14738.988628077055,1.8208926113611952,-4.1581102062812105,165.1875,64.5,False,directional episode v1
